Выборы Президента Российской Федерации																																																																		
Дата голосования: 04.03.2012																																																																		
																																																																		
Наименование Избирательной комиссии:    Цумадинская																																																																		
																																																																		
Сводная таблица итогов голосования																																																																		
																																																																		
	Число участковых избирательных комиссий	55																																																																
	Число участковых избирательных комиссий, приступивших к передаче сведений	55																																																																
																																																																		
		Сумма	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749									
1	Число избирателей, включенных в список избирателей	13207	514	551	397	327	78	638	152	283	509	139	272	74	386	740	672	121	72	78	67	262	303	63	585	147	367	104	236	93	65	111	176	180	389	713	107	242	179	106	189	149	73	145	196	237	211	172	349	70	98	155	260	63	149	75	118									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	12445	510	500	380	290	80	590	145	280	470	135	260	70	330	670	640	120	70	75	65	250	300	60	540	145	350	100	230	90	70	110	180	180	350	670	100	240	170	100	180	140	70	140	190	230	210	170	320	65	95	120	230	60	140	75	95									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	11447	501	496	287	275	68	568	117	252	449	112	252	69	318	665	625	104	65	70	60	216	293	45	528	122	327	90	203	78	60	93	122	171	323	658	89	208	142	85	150	125	55	112	165	203	165	140	307	65	84	120	218	55	140	71	66									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	100	0	0	0	0	0	7	3	2	14	3	0	0	0	0	10	0	0	0	0	4	5	0	4	13	2	0	0	0	0	0	14	0	1	2	0	0	0	0	4	0	0	0	0	4	0	0	0	0	8	0	0	0	0	0	0									
6	Число погашенных избирательных бюллетеней	898	9	4	93	15	12	15	25	26	7	20	8	1	12	5	5	16	5	5	5	30	2	15	8	10	21	10	27	12	10	17	44	9	26	10	11	32	28	15	26	15	15	28	25	23	45	30	13	0	3	0	12	5	0	4	29									
7	Число избирательных бюллетеней в переносных ящиках для голосования	100	0	0	0	0	0	7	3	2	14	3	0	0	0	0	10	0	0	0	0	4	5	0	4	13	2	0	0	0	0	0	14	0	1	2	0	0	0	0	4	0	0	0	0	4	0	0	0	0	8	0	0	0	0	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	11447	501	496	287	275	68	568	117	252	449	112	252	69	318	665	625	104	65	70	60	216	293	45	528	122	327	90	203	78	60	93	122	171	323	658	89	208	142	85	150	125	55	112	165	203	165	140	307	65	84	120	218	55	140	71	66									
9	Число недействительных избирательных бюллетеней	68	8	2	7	0	0	0	0	0	1	0	1	0	0	0	5	6	5	2	0	6	3	0	6	0	1	0	0	0	0	0	0	0	3	2	0	0	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	2	0	3									
10	Число действительных избирательных бюллетеней	11479	493	494	280	275	68	575	120	254	462	115	251	69	318	665	630	98	60	68	60	214	295	45	526	135	328	90	203	78	60	93	136	171	321	658	89	208	142	85	152	124	55	112	165	205	165	140	307	65	92	120	218	55	138	71	63									
11	Число полученных открепительных  удостоверений	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
14	Число неиспользованных открепительных удостоверений	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1									
15	Число открепительных удостоверений, выданных избирателям ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																		
19	Жириновский Владимир Вольфович	11	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0									
		0.10%	1.20%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	1.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
