Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    Юсьвинская																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №5401	УИК №5402	УИК №5403	УИК №5404	УИК №5405	УИК №5406	УИК №5407	УИК №5408	УИК №5409	УИК №5410	УИК №5411	УИК №5412	УИК №5413	УИК №5414	УИК №5415	УИК №5416	УИК №5417	УИК №5418	УИК №5419	УИК №5420	УИК №5421	УИК №5422	УИК №5423	УИК №5424	УИК №5425	УИК №5426	УИК №5427	УИК №5428	УИК №5429	УИК №5430					
1	"Число избирателей, внесенных в список"	16760	2289	625	812	179	231	530	551	821	592	197	341	525	360	174	622	251	381	245	53	348	345	733	701	1049	124	746	791	1332	637	175					
2	Число полученных избирательных бюллетеней	16920	2260	640	820	180	230	550	560	830	600	200	350	560	360	170	620	250	390	250	60	350	350	750	710	1060	120	760	780	1340	640	180					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9161	1266	225	433	102	133	323	276	478	394	139	238	271	216	95	316	152	208	166	42	196	202	395	390	579	87	309	410	658	356	106					
5	"Число избирательных бюллетеней, выданных вне помещения"	1722	58	206	89	43	50	76	78	95	79	28	61	109	26	12	79	35	67	26	11	23	39	43	27	71	3	84	35	77	64	28					
6	Число погашенных избирательных бюллетеней	6037	936	209	298	35	47	151	206	257	127	33	51	180	118	63	225	63	115	58	7	131	109	312	293	410	30	367	335	605	220	46					
7	Число избирательных бюллетеней в переносных ящиках	1722	58	206	89	43	50	76	78	95	79	28	61	109	26	12	79	35	67	26	11	23	39	43	27	71	3	84	35	77	64	28					
8	Число бюллетеней в стационарных ящиках для голосования	9161	1266	225	433	102	133	323	276	478	394	139	238	271	216	95	316	152	208	166	42	196	202	395	390	579	87	309	410	658	356	106					
9	Число недействительных избирательных бюллетеней	147	17	5	7	1	3	11	0	11	4	2	6	6	3	2	5	2	3	3	0	1	8	8	3	4	0	2	9	12	3	6					
10	Число действительных избирательных бюллетеней	10736	1307	426	515	144	180	388	354	562	469	165	293	374	239	105	390	185	272	189	53	218	233	430	414	646	90	391	436	723	417	128					
11	Число полученных открепительных  удостоверений	400	40	20	20	5	5	10	10	10	10	5	5	15	10	5	10	5	10	10	5	10	10	30	20	30	5	20	20	30	10	5					
12	Число выданных открепительных удостоверений	66	15	3	2	2	0	6	0	3	6	0	0	2	2	0	0	0	0	0	0	2	0	5	2	5	0	4	1	6	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	72	16	1	2	3	3	2	2	0	2	0	1	0	2	1	1	1	1	1	2	1	0	1	2	4	1	12	3	3	4	0					
14	Число неиспользованных открепительных удостоверений	334	25	17	18	3	5	4	10	7	4	5	5	13	8	5	10	5	10	10	5	8	10	25	18	25	5	16	19	24	10	5					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																					
18	. Глазьев Сергей Юрьевич	135	18	7	6	0	2	2	4	6	6	3	0	2	2	1	3	3	1	0	1	2	4	8	8	5	0	5	11	17	6	2					
		1.24%	1.36%	1.62%	1.15%	0.00%	1.09%	0.50%	1.13%	1.05%	1.27%	1.80%	0.00%	0.53%	0.83%	0.93%	0.76%	1.60%	0.36%	0.00%	1.89%	0.91%	1.66%	1.83%	1.92%	0.77%	0.00%	1.27%	2.47%	2.31%	1.43%	1.49%					
19	. Малышкин Олег Александрович	217	18	5	6	0	9	4	15	12	20	5	6	7	9	4	7	3	3	2	3	6	7	3	7	9	1	2	13	17	12	2					
		1.99%	1.36%	1.16%	1.15%	0.00%	4.92%	1.00%	4.24%	2.09%	4.23%	2.99%	2.01%	1.84%	3.72%	3.74%	1.77%	1.60%	1.09%	1.04%	5.66%	2.74%	2.90%	0.68%	1.68%	1.38%	1.11%	0.51%	2.92%	2.31%	2.86%	1.49%					
20	. Миронов Сергей Михайлович	102	12	6	3	1	6	3	0	4	8	1	3	5	3	0	4	2	3	0	1	1	0	4	3	5	0	4	6	8	4	2					
		0.94%	0.91%	1.39%	0.57%	0.69%	3.28%	0.75%	0.00%	0.70%	1.69%	0.60%	1.00%	1.32%	1.24%	0.00%	1.01%	1.07%	1.09%	0.00%	1.89%	0.46%	0.00%	0.91%	0.72%	0.77%	0.00%	1.02%	1.35%	1.09%	0.95%	1.49%					
21	. Путин Владимир Владимирович	8804	1051	348	430	129	138	317	267	461	340	150	269	285	194	87	323	151	236	148	45	181	199	349	337	553	81	337	358	615	332	93					
		80.90%	79.38%	80.74%	82.38%	88.97%	75.41%	79.45%	75.42%	80.45%	71.88%	89.82%	89.97%	75.00%	80.17%	81.31%	81.77%	80.75%	85.82%	77.08%	84.91%	82.65%	82.57%	79.68%	80.82%	85.08%	90.00%	85.75%	80.45%	83.67%	79.05%	69.40%					
22	. Хакамада Ирина Муцуовна	172	34	8	9	2	1	6	6	7	9	0	1	5	3	2	7	0	3	0	0	3	1	6	12	8	3	7	8	9	10	2					
		1.58%	2.57%	1.86%	1.72%	1.38%	0.55%	1.50%	1.69%	1.22%	1.90%	0.00%	0.33%	1.32%	1.24%	1.87%	1.77%	0.00%	1.09%	0.00%	0.00%	1.37%	0.41%	1.37%	2.88%	1.23%	3.33%	1.78%	1.80%	1.22%	2.38%	1.49%					
23	. Харитонов Николай Михайлович	1202	157	51	52	9	23	55	55	69	84	6	12	66	24	11	44	24	26	35	3	21	20	56	43	59	5	36	34	50	48	24					
		11.04%	11.86%	11.83%	9.96%	6.21%	12.57%	13.78%	15.54%	12.04%	17.76%	3.59%	4.01%	17.37%	9.92%	10.28%	11.14%	12.83%	9.45%	18.23%	5.66%	9.59%	8.30%	12.79%	10.31%	9.08%	5.56%	9.16%	7.64%	6.80%	11.43%	17.91%					
																																					
24	Против всех	104	17	1	9	3	1	1	7	3	2	0	2	4	4	0	2	2	0	4	0	4	2	4	4	7	0	0	6	7	5	3					
		0.96%	1.28%	0.23%	1.72%	2.07%	0.55%	0.25%	1.98%	0.52%	0.42%	0.00%	0.67%	1.05%	1.65%	0.00%	0.51%	1.07%	0.00%	2.08%	0.00%	1.83%	0.83%	0.91%	0.96%	1.08%	0.00%	0.00%	1.35%	0.95%	1.19%	2.24%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
