Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Партизанская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814					
1	"Число избирателей, внесенных в списки избирателей"	21223	500	1189	1187	660	786	448	714	1425	1310	465	1171	672	1516	1496	1523	325	412	603	1482	1062	335	716	610	616					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20450	500	1150	1200	650	750	400	700	1250	1300	450	1100	650	1500	1450	1550	300	400	550	1450	1050	300	650	550	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	164	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13610	186	767	834	402	464	235	465	1089	785	273	789	516	1034	943	843	225	221	371	990	709	184	446	423	416					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1055	15	88	62	64	88	66	14	17	116	12	92	10	49	42	48	15	57	40	34	34	43	14	22	13					
6	Число погашенных избирательных бюллетеней	5621	135	295	304	184	198	99	221	144	399	165	219	124	417	465	659	60	122	139	426	307	73	190	105	171					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1219	179	88	62	64	88	66	14	17	116	12	92	10	49	42	48	15	57	40	34	34	43	14	22	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13602	186	767	834	401	464	235	465	1089	785	273	786	516	1031	943	843	225	221	371	990	709	184	446	423	415					
9	Число недействительных избирательных бюллетеней	172	5	3	7	3	6	0	12	11	3	7	37	7	15	8	11	5	0	3	10	3	1	4	5	6					
10	Число действительных избирательных бюллетеней	14649	360	852	889	462	546	301	467	1095	898	278	841	519	1065	977	880	235	278	408	1014	740	226	456	440	422					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	685	10	40	40	20	25	10	25	45	45	20	40	25	55	50	50	15	10	20	35	30	15	25	20	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	244	1	7	6	5	10	2	7	39	13	3	16	16	28	15	21	1	3	5	10	4	4	10	6	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	237	3	7	6	13	12	11	6	11	5	3	12	4	13	5	6	5	4	31	10	0	4	9	45	12					
14	Число погашенных неиспользованных открепительных удостоверений	441	9	33	34	15	15	8	18	6	32	17	24	9	27	35	29	14	7	15	25	26	11	15	14	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	2	0	0	0	0	0	0	1	0	0	0	0	1	3	1	0	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	1.Политическая партия «Аграрная партия России»	403	15	35	66	11	28	11	15	13	17	6	10	11	32	22	17	5	6	9	28	7	10	12	4	13					
