Выборы Президента Российской Федерации																																																																			
Дата голосования: 02.03.2008																																																																			
																																																																			
Наименование Избирательной комиссии:    Куртамышская																																																																			
																																																																			
Сводная таблица результатов выборов																																																																			
																																																																			
	Число участковых избирательных комиссий	60																																																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	60																																																																	
																																																																			
		Сумма	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562					
1	"Число избирателей, включенных в списки избирателей"	26669	1901	1709	1031	785	1055	1261	1853	1058	1202	1352	402	273	171	86	572	581	158	302	117	425	108	318	100	101	674	135	59	156	534	38	337	76	46	310	187	156	179	575	45	297	76	956	353	211	241	406	92	198	460	632	188	99	105	590	869	87	109	82	134	56					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26260	1800	1600	1000	750	1000	1100	1800	1000	1100	1300	400	270	170	90	600	600	180	320	120	400	100	350	100	100	700	150	60	160	550	40	330	80	50	340	190	160	180	600	50	300	75	1000	370	200	250	430	100	200	490	650	190	100	100	600	800	90	120	100	140	65					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	16823	1098	925	586	454	618	673	1011	569	737	687	265	186	126	65	385	431	123	224	87	326	93	228	69	78	511	115	44	117	279	27	264	64	46	249	137	110	114	444	43	208	62	533	237	136	173	288	80	121	306	419	140	66	83	446	514	84	75	68	123	53					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2605	79	110	58	26	59	124	118	90	68	146	80	49	19	18	91	64	9	43	16	42	4	37	16	10	54	4	11	16	135	8	25	9	0	36	27	30	32	33	0	36	11	143	53	21	24	53	10	42	105	72	36	14	9	42	123	3	5	7	0	0					
6	Число погашенных избирательных бюллетеней	6832	623	565	356	270	323	303	671	341	295	467	55	35	25	7	124	105	48	53	17	32	3	85	15	12	135	31	5	27	136	5	41	7	4	55	26	20	34	123	7	56	2	324	80	43	53	89	10	37	79	159	14	20	8	112	163	3	40	25	17	12					
