Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Малмыжская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №727	УИК №730	УИК №731	УИК №732	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754					
1	"Число избирателей, внесенных в список избирателей"	22771	873	523	312	485	291	165	376	345	1224	1243	658	246	445	319	616	333	1129	651	345	291	1097	198	1050	350	613	679	504	469	1008	1060	855	925	907	1065	1121					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22900	900	550	310	500	300	160	380	350	1250	1250	650	260	450	350	650	350	1100	680	350	300	1100	190	1000	350	650	700	520	500	1000	1000	900	900	900	1100	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10810	369	199	117	230	181	91	104	197	524	590	254	112	237	132	258	144	763	244	140	165	481	130	453	141	351	381	214	269	521	466	420	442	535	458	497					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2922	179	138	75	70	34	29	69	74	135	172	138	47	52	117	169	64	30	85	46	16	120	20	136	115	52	70	114	36	72	59	51	54	66	143	75					
6	Число погашенных избирательных бюллетеней	9168	352	213	118	200	85	40	207	79	591	488	258	101	161	101	223	142	307	351	164	119	499	40	411	94	247	249	192	195	407	475	429	404	299	499	428					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2922	179	138	75	70	34	29	69	74	135	172	138	47	52	117	169	64	30	85	46	16	120	20	136	115	52	70	114	36	72	59	51	54	66	143	75					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10810	369	199	117	230	181	91	104	197	524	590	254	112	237	132	258	144	763	244	140	165	481	130	453	141	351	381	214	269	521	466	420	442	535	458	497					
9	Число недействительных избирательных бюллетеней	184	5	3	2	5	7	1	2	3	5	12	11	2	3	2	10	0	9	4	1	0	9	4	4	1	10	8	9	1	8	8	5	7	8	10	5					
10	Число действительных избирательных бюллетеней	13548	543	334	190	295	208	119	171	268	654	750	381	157	286	247	417	208	784	325	185	181	592	146	585	255	393	443	319	304	585	517	466	489	593	591	567					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	550	22	13	7	12	7	4	9	8	31	31	15	6	11	8	15	8	28	16	8	7	27	5	25	8	15	16	12	11	23	26	20	22	21	26	27					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	218	19	0	3	11	7	0	6	3	3	12	2	6	1	8	14	6	1	6	3	0	13	1	8	5	15	12	6	11	2	8	4	10	6	4	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	66	1	0	1	2	2	2	0	0	2	1	0	1	3	0	2	1	3	1	0	1	9	2	4	2	1	6	3	1	4	0	3	3	2	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	332	3	13	4	1	0	4	3	5	28	19	13	0	10	0	1	2	27	10	5	7	14	4	17	3	0	4	6	0	21	18	16	12	15	22	25					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	24	0	1	0	0	0	0	1	0	3	1	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	4	1	2	2	1	0	1	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2342	77	54	45	41	24	22	30	36	108	124	66	25	44	39	52	58	101	78	36	21	139	19	94	40	85	76	29	36	96	87	70	112	116	131	131					
		17.06%	14.05%	16.02%	23.44%	13.67%	11.16%	18.33%	17.34%	13.28%	16.39%	16.27%	16.84%	15.72%	15.22%	15.66%	12.18%	27.88%	12.74%	23.71%	19.35%	11.60%	23.13%	12.67%	15.96%	15.63%	21.09%	16.85%	8.84%	11.80%	16.19%	16.57%	14.86%	22.58%	19.30%	21.80%	22.90%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1816	55	52	47	49	49	14	26	16	114	110	53	24	44	38	67	12	43	55	44	18	83	22	91	7	34	22	43	27	88	76	78	67	68	87	93					
		13.22%	10.04%	15.43%	24.48%	16.33%	22.79%	11.67%	15.03%	5.90%	17.30%	14.44%	13.52%	15.09%	15.22%	15.26%	15.69%	5.77%	5.42%	16.72%	23.66%	9.94%	13.81%	14.67%	15.45%	2.73%	8.44%	4.88%	13.11%	8.85%	14.84%	14.48%	16.56%	13.51%	11.31%	14.48%	16.26%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	113	4	2	0	3	1	0	1	3	4	7	3	2	3	3	6	0	1	3	1	2	5	1	4	4	3	4	2	3	7	2	5	4	5	10	5					
		0.82%	0.73%	0.59%	0.00%	1.00%	0.47%	0.00%	0.58%	1.11%	0.61%	0.92%	0.77%	1.26%	1.04%	1.20%	1.41%	0.00%	0.13%	0.91%	0.54%	1.10%	0.83%	0.67%	0.68%	1.56%	0.74%	0.89%	0.61%	0.98%	1.18%	0.38%	1.06%	0.81%	0.83%	1.66%	0.87%					
