Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Малмыжская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755					
1	"Число избирателей, внесенных в списки избирателей"	22931	888	395	388	374	312	258	412	407	882	939	133	600	133	206	225	445	199	168	567	391	1105	717	349	290	1092	261	984	369	627	647	448	578	1118	1087	855	930	911	1031	1032	178					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	21435	850	450	370	360	290	250	380	370	800	800	120	540	135	200	220	400	210	170	570	370	1000	670	350	300	1000	240	930	330	600	620	410	510	920	1050	800	870	850	950	980	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15361	649	294	352	222	251	228	110	260	646	672	96	399	116	97	188	290	136	129	434	308	837	391	261	211	661	154	593	191	491	471	364	370	616	674	555	614	608	631	627	164					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2937	57	75	16	65	24	22	214	99	51	97	22	98	11	91	25	101	17	36	61	57	146	122	47	29	168	74	153	115	54	123	44	30	137	45	53	75	67	116	100	0					
6	Число погашенных избирательных бюллетеней	3136	144	81	2	73	15	0	56	11	103	31	2	43	8	12	7	9	57	5	75	5	16	157	42	60	171	12	184	24	55	26	2	110	167	331	192	181	175	203	253	36					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2937	57	75	16	65	24	22	214	99	51	97	22	98	11	91	25	101	17	36	61	57	146	122	47	29	168	74	153	115	54	123	44	30	137	45	53	75	67	116	100	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15358	649	294	352	222	251	228	110	260	646	672	96	399	116	97	188	290	136	129	434	308	837	391	261	211	661	154	593	191	491	471	364	370	616	674	555	614	608	631	624	164					
9	Число недействительных избирательных бюллетеней	187	1	0	22	3	6	13	0	2	2	5	0	3	0	0	3	2	1	2	7	1	31	7	1	1	2	0	2	1	6	1	4	3	7	4	7	5	3	13	12	4					
10	Число действительных избирательных бюллетеней	18108	705	369	346	284	269	237	324	357	695	764	118	494	127	188	210	389	152	163	488	364	952	506	307	239	827	228	744	305	539	593	404	397	746	715	601	684	672	734	712	160					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	494	13	7	8	5	5	15	8	8	20	28	5	10	5	7	10	18	15	8	35	8	15	20	10	10	16	5	27	5	10	20	20	12	10	10	10	16	20	12	8	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	470	13	7	8	5	5	15	8	8	20	28	1	10	0	6	10	18	11	8	35	8	15	20	10	10	16	5	27	5	10	15	20	12	10	10	10	16	15	12	8	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	144	1	5	4	2	3	5	1	5	3	4	2	2	0	2	1	6	2	1	0	4	6	1	2	2	12	2	5	1	5	5	1	3	17	4	4	4	4	3	3	7					
14	Число погашенных неиспользованных открепительных удостоверений	24	0	0	0	0	0	0	0	0	0	0	4	0	5	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	299	35	11	5	5	0	1	2	8	6	9	0	2	0	0	0	9	19	2	21	4	24	0	6	13	26	1	10	2	0	14	0	16	4	12	4	12	3	5	8	0					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
18	1.Политическая партия «Аграрная партия России»	1309	93	21	33	9	12	12	29	34	75	71	16	39	2	19	14	23	32	11	53	18	36	10	27	34	33	11	52	25	42	29	36	33	54	42	43	66	44	35	24	17					
		7.15%	13.17%	5.69%	8.97%	3.14%	4.36%	4.80%	8.95%	9.47%	10.76%	9.23%	13.56%	7.85%	1.57%	10.11%	6.57%	5.88%	20.92%	6.67%	10.71%	4.93%	3.66%	1.95%	8.77%	14.17%	3.98%	4.82%	6.97%	8.17%	7.71%	4.88%	8.82%	8.25%	7.17%	5.84%	7.07%	9.58%	6.52%	4.69%	3.31%	10.37%					
19	2.Всероссийская политическая партия «Гражданская Сила»	39	1	0	0	2	0	2	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	1	0	3	1	1	5	0	2	2	0	1	1	1	3	3	1					
		0.21%	0.14%	0.00%	0.00%	0.70%	0.00%	0.80%	0.31%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.39%	0.00%	0.83%	0.12%	0.00%	0.40%	0.33%	0.18%	0.84%	0.00%	0.50%	0.27%	0.00%	0.16%	0.15%	0.15%	0.40%	0.41%	0.61%					
20	3.Политическая партия «Демократическая партия России»	13	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	1	2	1	0	0	0	0					
		0.07%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.50%	0.00%	0.14%	0.33%	0.15%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2353	76	34	19	29	22	41	22	35	86	101	6	64	14	10	14	60	15	17	53	63	60	54	66	32	73	20	124	80	55	82	47	55	134	123	116	103	105	117	104	22					
		12.86%	10.76%	9.21%	5.16%	10.10%	8.00%	16.40%	6.79%	9.75%	12.34%	13.13%	5.08%	12.88%	11.02%	5.32%	6.57%	15.35%	9.80%	10.30%	10.71%	17.26%	6.10%	10.53%	21.43%	13.33%	8.81%	8.77%	16.62%	26.14%	10.09%	13.80%	11.52%	13.75%	17.80%	17.11%	19.08%	14.95%	15.56%	15.66%	14.36%	13.41%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	24	1	0	0	1	1	0	1	1	0	2	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	1	0	1	1	0	2	2	0	1	0	1	2	1	0					
		0.13%	0.14%	0.00%	0.00%	0.35%	0.36%	0.00%	0.31%	0.28%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.10%	0.19%	0.32%	0.00%	0.12%	0.00%	0.13%	0.00%	0.18%	0.17%	0.00%	0.50%	0.27%	0.00%	0.16%	0.00%	0.15%	0.27%	0.14%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	1	0	0	3	0	2	0	0	2	0	0	2	1	1	0	1	1	2	0					
		0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.20%	0.19%	0.00%	0.00%	0.36%	0.00%	0.27%	0.00%	0.00%	0.34%	0.00%	0.00%	0.27%	0.14%	0.16%	0.00%	0.15%	0.13%	0.28%	0.00%					
