Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Бондарская																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634					
1	"Число избирателей, внесенных в списки"	12228	1625	1579	732	381	647	570	204	418	228	464	379	403	377	548	326	443	133	369	554	538	406	605	299					
2	"Число бюллетеней, полученных участковыми комиссиями"	12230	1600	1590	730	390	650	590	200	420	230	460	380	390	380	550	330	440	130	370	550	530	420	600	300					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6209	816	813	359	254	379	271	84	135	57	170	230	132	213	321	144	246	49	220	321	270	194	348	183					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1056	31	31	29	2	64	97	0	92	62	145	43	77	74	43	23	31	60	12	29	25	35	16	35					
6	Число погашенных бюллетеней	4965	753	746	342	134	207	222	116	193	111	145	107	181	93	186	163	163	21	138	200	235	191	236	82					
7	Число бюллетеней в переносных ящиках для голосования	1056	31	31	29	2	64	97	0	92	62	145	43	77	74	43	23	31	60	12	29	25	35	16	35					
8	Число бюллетеней в стационарных ящиках для голосования	6204	816	813	359	254	379	270	84	135	56	170	230	132	213	320	144	246	49	220	320	270	193	348	183					
9	Число недействительных бюллетеней	334	26	26	7	7	30	24	2	8	6	3	10	13	4	25	5	17	0	20	38	31	11	14	7					
10	Число действительных бюллетеней	6926	821	818	381	249	413	343	82	219	112	312	263	196	283	338	162	260	109	212	311	264	217	350	211					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	136	15	15	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	21	4	6	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	5	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	22	7	1	1	0	0	1	0	2	3	0	0	2	0	1	1	0	0	0	0	0	1	0	2					
14	Число погашенных открепительных удостоверений	115	11	9	3	3	5	5	5	5	5	5	5	4	5	5	4	5	5	5	5	5	1	5	5					
15	Число открепительных удостоверений выданных ТИК	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	"1. ""ЕДИНЕНИЕ"""	185	15	20	10	13	19	15	2	7	1	1	4	5	11	10	10	6	2	4	4	12	3	7	4					
		2.54%	1.77%	2.36%	2.57%	5.07%	4.28%	4.08%	2.38%	3.08%	0.84%	0.31%	1.46%	2.39%	3.83%	2.75%	5.98%	2.16%	1.83%	1.72%	1.14%	4.06%	1.31%	1.92%	1.83%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	66	13	3	6	4	3	1	0	5	2	3	3	2	1	3	2	2	0	2	5	1	2	1	2					
		0.90%	1.53%	0.35%	1.54%	1.56%	0.67%	0.27%	0.0%	2.20%	1.69%	0.95%	1.09%	0.95%	0.34%	0.82%	1.19%	0.72%	0.0%	0.86%	1.43%	0.33%	0.87%	0.27%	0.91%					
