Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Унинская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178					
1	"Число избирателей, внесенных в списки избирателей"	8082	206	173	140	80	402	287	135	158	339	491	320	207	144	264	1342	1541	1538	192	123					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8636	220	197	167	88	425	326	163	179	365	525	349	221	165	303	1449	1585	1568	220	121					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5681	171	141	94	64	317	235	93	113	258	343	223	153	118	146	948	1046	980	130	108					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1225	24	21	29	8	40	34	30	33	31	103	46	38	14	79	234	206	208	37	10					
6	Число погашенных избирательных бюллетеней	1730	25	35	44	16	68	57	40	33	76	79	80	30	33	78	267	333	380	53	3					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1225	24	21	29	8	40	34	30	33	31	103	46	38	14	79	234	206	208	37	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5679	171	141	94	64	316	235	93	113	258	343	223	153	118	146	948	1045	980	130	108					
9	Число недействительных избирательных бюллетеней	78	1	0	1	1	4	2	1	1	1	3	9	2	2	3	16	13	15	2	1					
10	Число действительных избирательных бюллетеней	6826	194	162	122	71	352	267	122	145	288	443	260	189	130	222	1166	1238	1173	165	117					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	245	9	10	5	0	10	17	9	12	15	20	17	5	7	10	21	38	30	10	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	244	9	10	5	0	10	17	9	12	15	20	17	5	7	10	21	38	29	10	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	88	1	0	0	2	3	1	2	4	17	4	4	1	1	7	10	14	16	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	194	3	3	9	0	9	6	6	5	22	8	6	3	6	14	30	13	39	12	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	650	71	3	10	4	27	35	12	9	33	26	23	54	14	15	99	101	95	19	0					
		9.41%	36.41%	1.85%	8.13%	5.56%	7.58%	13.01%	9.76%	6.16%	11.42%	5.83%	8.55%	28.27%	10.61%	6.67%	8.38%	8.07%	7.99%	11.38%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	25	1	0	0	1	0	0	0	1	2	1	0	0	0	0	8	5	5	1	0					
		0.36%	0.51%	0.00%	0.00%	1.39%	0.00%	0.00%	0.00%	0.68%	0.69%	0.22%	0.00%	0.00%	0.00%	0.00%	0.68%	0.40%	0.42%	0.60%	0.00%					
20	3.Политическая партия «Демократическая партия России»	16	2	0	0	0	0	0	0	0	1	1	0	0	0	1	4	1	2	4	0					
		0.23%	1.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.22%	0.00%	0.00%	0.00%	0.44%	0.34%	0.08%	0.17%	2.40%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1046	26	43	28	16	29	73	28	42	34	96	34	9	29	28	192	155	155	24	5					
		15.15%	13.33%	26.54%	22.76%	22.22%	8.15%	27.14%	22.76%	28.77%	11.76%	21.52%	12.64%	4.71%	21.97%	12.44%	16.24%	12.39%	13.05%	14.37%	4.24%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	14	0	1	0	0	0	0	0	1	0	0	2	0	0	0	3	5	2	0	0					
		0.20%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.25%	0.40%	0.17%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	11	1	0	0	0	0	0	0	2	1	0	0	2	0	0	1	3	1	0	0					
		0.16%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.37%	0.35%	0.00%	0.00%	1.05%	0.00%	0.00%	0.08%	0.24%	0.08%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	641	13	15	17	5	34	15	13	16	35	48	12	15	11	18	91	136	131	10	6					
		9.28%	6.67%	9.26%	13.82%	6.94%	9.55%	5.58%	10.57%	10.96%	12.11%	10.76%	4.46%	7.85%	8.33%	8.00%	7.70%	10.87%	11.03%	5.99%	5.08%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	293	4	4	2	0	12	9	3	3	6	31	4	11	2	12	63	50	71	5	1					
		4.24%	2.05%	2.47%	1.63%	0.00%	3.37%	3.35%	2.44%	2.05%	2.08%	6.95%	1.49%	5.76%	1.52%	5.33%	5.33%	3.99%	5.98%	2.99%	0.85%					
