Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Большесолдатская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317					
1	"Число избирателей, внесенных в список избирателей"	10204	1531	684	217	561	286	103	104	610	293	186	1396	292	139	486	188	472	561	269	456	370	215	278	411	96					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9527	1418	648	204	522	258	105	103	566	275	173	1272	272	145	459	174	441	523	241	419	347	215	266	384	97					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5207	799	405	119	245	176	63	67	290	138	98	482	148	82	262	95	219	221	112	283	219	143	188	285	68					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1430	69	38	37	118	20	10	10	137	45	27	215	42	34	62	54	118	82	58	46	56	44	36	55	17					
6	Число погашенных избирательных бюллетеней	2890	550	205	48	159	62	32	26	139	92	48	575	82	29	135	25	104	220	71	90	72	28	42	44	12					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1430	69	38	37	118	20	10	10	137	45	27	215	42	34	62	54	118	82	58	46	56	44	36	55	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5207	799	405	119	245	176	63	67	290	138	98	482	148	82	262	95	219	221	112	283	219	143	188	285	68					
9	Число недействительных избирательных бюллетеней	122	13	5	3	5	5	2	0	3	5	5	9	0	2	8	2	5	10	4	7	5	5	6	10	3					
10	Число действительных избирательных бюллетеней	6515	855	438	153	358	191	71	77	424	178	120	688	190	114	316	147	332	293	166	322	270	182	218	330	82					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	188	35	12	5	9	5	3	3	14	5	5	20	7	3	3	3	8	8	5	5	7	5	10	5	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	133	22	12	5	9	0	2	1	14	5	5	7	0	0	3	0	8	8	0	5	7	5	10	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	43	8	3	1	3	1	2	1	1	1	0	6	0	2	0	0	1	1	2	2	3	1	1	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	55	13	0	0	0	5	1	2	0	0	0	13	7	3	0	3	0	0	5	0	0	0	0	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	779	154	71	17	44	11	5	2	37	24	20	91	27	21	43	15	32	40	14	19	29	17	22	18	6					
		11.74%	17.74%	16.03%	10.90%	12.12%	5.61%	6.85%	2.60%	8.67%	13.11%	16.00%	13.06%	14.21%	18.10%	13.27%	10.07%	9.50%	13.20%	8.24%	5.78%	10.55%	9.09%	9.82%	5.29%	7.06%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	667	101	67	12	31	24	5	9	76	21	14	42	13	11	39	8	26	27	23	33	25	16	18	20	6					
		10.05%	11.64%	15.12%	7.69%	8.54%	12.24%	6.85%	11.69%	17.80%	11.48%	11.20%	6.03%	6.84%	9.48%	12.04%	5.37%	7.72%	8.91%	13.53%	10.03%	9.09%	8.56%	8.04%	5.88%	7.06%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	44	9	2	1	2	2	0	0	6	1	0	5	2	0	1	0	2	4	0	3	1	1	2	0	0					
		0.66%	1.04%	0.45%	0.64%	0.55%	1.02%	0.00%	0.00%	1.41%	0.55%	0.00%	0.72%	1.05%	0.00%	0.31%	0.00%	0.59%	1.32%	0.00%	0.91%	0.36%	0.53%	0.89%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1050	153	62	27	82	32	13	9	35	40	29	129	18	15	49	21	50	59	37	45	62	27	25	15	16					
		15.82%	17.63%	13.99%	17.31%	22.59%	16.33%	17.81%	11.69%	8.20%	21.86%	23.20%	18.51%	9.47%	12.93%	15.12%	14.09%	14.84%	19.47%	21.76%	13.68%	22.55%	14.44%	11.16%	4.41%	18.82%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	61	15	1	1	4	1	0	0	4	5	0	9	4	1	0	0	3	1	2	3	2	0	1	4	0					
		0.92%	1.73%	0.23%	0.64%	1.10%	0.51%	0.00%	0.00%	0.94%	2.73%	0.00%	1.29%	2.11%	0.86%	0.00%	0.00%	0.89%	0.33%	1.18%	0.91%	0.73%	0.00%	0.45%	1.18%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3885	418	235	95	191	120	47	57	262	87	56	410	126	65	183	101	217	162	90	218	148	121	150	272	54					
		58.54%	48.16%	53.05%	60.90%	52.62%	61.22%	64.38%	74.03%	61.36%	47.54%	44.80%	58.82%	66.32%	56.03%	56.48%	67.79%	64.39%	53.47%	52.94%	66.26%	53.82%	64.71%	66.96%	80.00%	63.53%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	29	5	0	0	4	1	1	0	4	0	1	2	0	1	1	2	2	0	0	1	3	0	0	1	0					
		0.44%	0.58%	0.00%	0.00%	1.10%	0.51%	1.37%	0.00%	0.94%	0.00%	0.80%	0.29%	0.00%	0.86%	0.31%	1.34%	0.59%	0.00%	0.00%	0.30%	1.09%	0.00%	0.00%	0.29%	0.00%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
