Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
"Наименование Избирательной комиссии:    Казань, Кировская"																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136					
1	"Число избирателей, внесенных в список избирателей"	82087	2153	2703	2641	440	2257	2169	2321	2635	1768	1807	2229	1990	1733	2044	2215	2240	1970	1537	870	1721	2855	2230	2508	2333	1741	650	1180	1939	2068	2108	1165	516	873	1646	1076	1817	2294	2725	2625	2524	2047	1838	336	845	184	356	120	45					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	77165	2000	2500	2500	400	2100	2000	2200	2500	1700	1700	2100	2000	1600	2000	2100	2100	1800	1500	800	1600	2600	2100	2400	2200	1600	600	1050	1800	2000	2000	1050	450	800	1500	1000	1700	2100	2500	2500	2400	2000	1700	300	800	250	400	120	45					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	50769	1222	1609	1138	297	1472	1585	1285	1630	1283	1064	1348	1190	1011	1455	1642	1230	1158	895	527	1005	1704	1565	1860	943	1033	475	830	1171	1463	1191	746	357	655	1009	679	1068	1342	1626	1614	1698	1232	1069	142	552	182	352	120	45					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1825	28	40	19	3	57	39	130	67	37	54	58	72	39	31	59	68	28	42	15	28	46	35	58	29	19	19	21	25	37	74	13	13	36	55	71	22	48	27	54	37	30	64	60	14	0	4	0	0					
6	Число погашенных избирательных бюллетеней	24571	750	851	1343	100	571	376	785	803	380	582	694	738	550	514	399	802	614	563	258	567	850	500	482	1228	548	106	199	604	500	735	291	80	109	436	250	610	710	847	832	665	738	567	98	234	68	44	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1825	28	40	19	3	57	39	130	67	37	54	58	72	39	31	59	68	28	42	15	28	46	35	58	29	19	19	21	25	37	74	13	13	36	55	71	22	48	27	54	37	30	64	60	14	0	4	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	50595	1222	1609	1138	297	1472	1510	1283	1630	1282	1062	1345	1187	1011	1453	1639	1227	1158	895	525	1005	1704	1565	1830	943	1031	475	830	1170	1425	1191	744	357	654	1009	679	1068	1342	1624	1614	1698	1232	1068	141	552	182	352	120	45					
9	Число недействительных избирательных бюллетеней	663	33	7	31	6	8	18	19	15	27	15	13	21	0	12	10	5	16	0	8	4	47	15	42	23	30	8	0	27	0	28	5	2	9	7	0	37	12	17	17	15	7	7	0	10	19	9	2	0					
10	Число действительных избирательных бюллетеней	51757	1217	1642	1126	294	1521	1531	1394	1682	1292	1101	1390	1238	1050	1472	1688	1290	1170	937	532	1029	1703	1585	1846	949	1020	486	851	1168	1462	1237	752	368	681	1057	750	1053	1378	1634	1651	1720	1255	1125	201	556	163	347	118	45					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2200	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1156	31	34	42	6	43	38	26	37	24	30	35	35	20	29	38	41	38	24	10	24	39	23	33	34	21	9	16	19	30	35	12	3	11	24	10	32	27	44	35	30	22	27	2	13	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1209	24	14	30	16	24	22	15	25	28	14	6	6	4	22	12	39	34	17	5	32	25	21	37	19	15	7	19	16	29	28	20	23	13	15	1	10	13	11	10	14	14	13	11	20	182	225	9	0					
14	Число погашенных неиспользованных открепительных удостоверений	1044	19	16	8	44	7	12	24	13	26	20	15	15	30	21	12	9	12	26	40	26	11	27	17	16	29	41	34	31	20	15	38	47	39	26	40	18	23	6	15	20	28	23	48	37	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	0	1	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4759	141	127	166	33	102	78	147	118	112	80	85	65	147	160	92	142	72	102	55	141	265	158	200	183	102	34	128	144	44	93	71	31	53	120	78	113	92	115	118	177	19	101	12	60	31	26	20	6					
		9.08%	11.28%	7.70%	14.35%	11.00%	6.67%	5.04%	10.40%	6.95%	8.49%	7.17%	6.06%	5.16%	14.00%	10.78%	5.42%	10.97%	6.07%	10.89%	10.19%	13.65%	15.14%	9.88%	10.59%	18.83%	9.71%	6.88%	15.04%	12.05%	3.01%	7.35%	9.38%	8.38%	7.68%	11.28%	10.40%	10.37%	6.62%	6.97%	7.07%	10.20%	1.51%	8.92%	5.97%	10.60%	17.03%	7.30%	16.67%	13.33%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3983	74	172	151	12	117	90	111	106	76	101	143	74	10	96	34	94	97	41	43	23	174	137	129	101	105	33	42	109	44	126	65	29	55	96	59	46	154	196	63	129	139	94	20	59	23	78	11	2					
