Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Клявлинская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332					
1	"Число избирателей, внесенных в списки"	12145	780	463	1287	1166	1283	1116	515	257	237	209	491	336	305	321	139	426	109	598	396	393	265	264	427	178	184					
2	"Число бюллетеней, полученных участковыми комиссиями"	12231	781	460	1283	1156	1265	1070	510	261	240	217	504	340	303	340	150	435	124	621	393	405	276	265	440	180	212					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7880	494	255	720	686	864	751	398	175	169	143	291	277	157	264	103	332	101	305	250	263	197	207	205	124	149					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1463	33	73	114	68	34	29	28	27	22	38	194	33	119	23	9	36	8	175	59	114	48	28	100	16	35					
6	Число погашенных бюллетеней	2886	254	132	449	402	367	290	84	59	49	36	19	29	27	53	38	66	15	141	84	28	31	30	135	40	28					
7	Число бюллетеней в переносных ящиках для голосования	1463	33	73	114	68	34	29	28	27	22	38	194	33	119	23	9	36	8	175	59	114	48	28	100	16	35					
8	Число бюллетеней в стационарных ящиках для голосования	7880	494	255	720	686	864	751	398	175	169	143	291	277	157	264	103	332	101	305	250	263	197	207	205	124	149					
9	Число недействительных бюллетеней	203	34	0	9	30	31	21	9	7	0	3	1	0	1	3	1	6	5	0	8	2	4	0	9	15	4					
10	Число действительных бюллетеней	9140	493	328	825	724	867	759	417	195	191	178	484	310	275	284	111	362	104	480	301	375	241	235	296	125	180					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	120	5	4	10	5	10	8	5	8	2	2	5	3	3	3	2	4	1	5	4	4	9	3	9	4	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	54	0	1	2	2	6	2	1	5	1	0	0	0	0	3	1	4	0	2	3	0	7	2	8	3	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	27	2	0	1	7	2	1	0	1	0	0	2	1	1	1	0	1	0	1	2	0	0	1	0	3	0					
14	Число погашенных открепительных удостоверений	66	5	3	8	3	4	6	4	3	1	2	5	3	3	0	1	0	1	3	1	4	2	1	1	1	1					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	144	9	7	11	23	12	12	8	0	5	5	6	3	2	4	1	4	2	3	4	9	5	5	4	0	0					
		1.54%	1.70%	2.13%	1.31%	3.05%	1.33%	1.53%	1.87%	0.0%	2.61%	2.76%	1.23%	0.96%	0.72%	1.39%	0.89%	1.08%	1.83%	0.62%	1.29%	2.38%	2.04%	2.12%	1.31%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	96	6	2	8	8	10	9	9	2	0	0	1	1	0	4	0	4	2	3	4	1	7	4	4	3	4					
