Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    Мечетлинская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №2646	УИК №2647	УИК №2648	УИК №2649	УИК №2650	УИК №2651	УИК №2652	УИК №2653	УИК №2654	УИК №2655	УИК №2656	УИК №2657	УИК №2658	УИК №2659	УИК №2660	УИК №2661	УИК №2662	УИК №2663	УИК №2664	УИК №2665	УИК №2666	УИК №2667	УИК №2668	УИК №2669	УИК №2670	УИК №2671	УИК №2672	УИК №2673	УИК №2674	УИК №2675	УИК №2676	УИК №2677	УИК №2678	УИК №2679	УИК №2680	УИК №2681	УИК №2682	УИК №2683	УИК №2684	УИК №2685					
1	"Число избирателей, внесенных в список избирателей"	15801	177	1724	1285	2094	396	393	363	187	321	123	705	161	155	281	222	191	515	108	346	115	143	147	143	325	197	329	538	267	279	117	895	147	166	313	378	119	628	209	111	488					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17578	168	1997	1312	2129	448	456	414	227	367	145	726	182	200	349	248	222	580	124	448	124	148	163	167	354	238	365	628	291	346	162	1002	171	183	340	413	135	739	230	124	513					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	13179	168	1461	907	1550	371	326	331	173	294	115	650	150	141	260	204	181	487	103	325	106	139	129	132	252	183	297	472	238	232	106	574	122	144	271	323	110	488	178	81	405					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	842	0	63	61	44	13	24	25	9	21	6	20	7	11	15	13	5	14	5	18	8	3	14	7	18	7	15	43	18	24	10	115	18	7	29	35	7	33	16	12	29					
6	Число погашенных избирательных бюллетеней	3557	0	473	344	535	64	106	58	45	52	24	56	25	48	74	31	36	79	16	105	10	6	20	28	84	48	53	113	35	90	46	313	31	32	40	55	18	218	36	31	79					
7	Число избирательных бюллетеней в переносных ящиках для голосования	842	0	63	61	44	13	24	25	9	21	6	20	7	11	15	13	5	14	5	18	8	3	14	7	18	7	15	43	18	24	10	115	18	7	29	35	7	33	16	12	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13179	168	1461	907	1550	371	326	331	173	294	115	650	150	141	260	204	181	487	103	325	106	139	129	132	252	183	297	472	238	232	106	574	122	144	271	323	110	488	178	81	405					
9	Число недействительных избирательных бюллетеней	265	2	16	16	0	6	3	22	1	6	21	13	5	0	4	3	0	16	3	8	0	1	1	2	0	4	6	9	35	4	1	9	1	6	3	0	4	16	3	4	11					
10	Число действительных избирательных бюллетеней	13756	166	1508	952	1594	378	347	334	181	309	100	657	152	152	271	214	186	485	105	335	114	141	142	137	270	186	306	506	221	252	115	680	139	145	297	358	113	505	191	89	423					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1127	2	180	18	67	7	22	42	22	27	22	17	17	17	32	12	14	32	7	82	7	5	12	17	12	27	37	42	12	22	7	62	12	17	17	42	12	77	17	9	23					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1127	2	180	18	67	7	22	42	22	27	22	17	17	17	32	12	14	32	7	82	7	5	12	17	12	27	37	42	12	22	7	62	12	17	17	42	12	77	17	9	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	239	7	26	13	65	5	0	4	2	4	5	4	1	4	3	1	11	2	2	9	0	0	1	5	1	3	10	6	2	4	0	7	2	2	3	5	1	8	1	1	9					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	573	0	62	3	5	41	34	1	12	16	3	0	2	30	28	10	22	26	7	20	0	0	0	10	10	10	3	40	11	41	41	35	12	0	10	0	5	19	2	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	848	16	54	95	146	48	33	14	0	17	3	43	3	13	26	2	3	50	4	15	11	5	3	4	14	3	28	2	4	16	6	12	0	5	28	3	9	74	14	8	14					
		6.05%	9.52%	3.54%	9.81%	9.16%	12.50%	9.43%	3.93%	0.00%	5.40%	2.48%	6.42%	1.91%	8.55%	9.45%	0.92%	1.61%	9.98%	3.70%	4.37%	9.65%	3.52%	2.10%	2.88%	5.19%	1.58%	8.97%	0.39%	1.56%	6.25%	5.17%	1.74%	0.00%	3.31%	9.33%	0.84%	7.69%	14.20%	7.22%	8.60%	3.23%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	555	8	0	61	103	41	51	12	2	3	3	39	7	9	14	3	0	13	0	17	3	5	2	2	6	2	7	10	2	6	12	22	6	6	9	2	10	31	7	2	17					
		3.96%	4.76%	0.00%	6.30%	6.46%	10.68%	14.57%	3.37%	1.10%	0.95%	2.48%	5.82%	4.46%	5.92%	5.09%	1.38%	0.00%	2.59%	0.00%	4.96%	2.63%	3.52%	1.40%	1.44%	2.22%	1.05%	2.24%	1.94%	0.78%	2.34%	10.34%	3.19%	4.29%	3.97%	3.00%	0.56%	8.55%	5.95%	3.61%	2.15%	3.92%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	98	0	0	8	9	7	1	3	2	0	0	7	1	2	1	2	0	4	0	3	0	1	0	3	2	1	2	4	0	2	3	7	0	2	2	1	0	7	0	2	9					
