Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Мечетлинская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №2655	УИК №2656	УИК №2657	УИК №2658	УИК №2659	УИК №2660	УИК №2661	УИК №2662	УИК №2663	УИК №2664	УИК №2665	УИК №2666	УИК №2667	УИК №2668	УИК №2669	УИК №2670	УИК №2671	УИК №2672	УИК №2673	УИК №2674	УИК №2675	УИК №2676	УИК №2677	УИК №2678	УИК №2679	УИК №2680	УИК №2681	УИК №2682	УИК №2683	УИК №2684	УИК №2685	УИК №2686	УИК №2687	УИК №2688	УИК №2689	УИК №2690	УИК №2691	УИК №2692	УИК №2693	УИК №2694					
1	"Число избирателей, внесенных в списки избирателей"	14952	170	1343	1480	1880	389	392	341	199	294	119	689	163	172	294	192	179	513	110	346	103	140	151	131	300	195	303	462	227	289	140	830	148	155	286	324	120	619	195	104	465					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15017	170	1305	1446	1702	391	403	354	198	317	134	703	165	182	293	197	179	532	112	367	103	140	156	132	299	195	329	531	226	294	145	855	148	157	286	324	118	631	195	106	497					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13737	166	1189	1270	1610	365	368	313	196	268	112	670	158	158	268	187	177	495	108	327	100	134	143	130	280	191	268	426	220	274	135	770	136	146	263	292	116	584	179	99	446					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	612	0	33	71	50	17	18	26	0	10	7	19	4	13	22	5	1	13	2	12	3	6	7	0	18	4	32	34	6	12	5	34	12	8	23	32	2	14	15	5	17					
6	Число погашенных избирательных бюллетеней	668	4	83	105	42	9	17	15	2	39	15	14	3	11	3	5	1	24	2	28	0	0	6	2	1	0	29	71	0	8	5	51	0	3	0	0	0	33	1	2	34					
7	Число избирательных бюллетеней в переносных ящиках для голосования	612	0	33	71	50	17	18	26	0	10	7	19	4	13	22	5	1	13	2	12	3	6	7	0	18	4	32	34	6	12	5	34	12	8	23	32	2	14	15	5	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13730	166	1189	1270	1603	365	368	313	196	268	112	670	158	158	268	187	177	495	108	327	100	134	143	130	280	191	268	426	220	274	135	770	136	146	263	292	116	584	179	99	446					
9	Число недействительных избирательных бюллетеней	195	1	28	13	7	4	1	2	3	0	1	8	1	0	4	1	15	25	0	5	8	8	3	0	5	1	3	7	2	2	0	12	0	0	3	0	1	12	0	3	6					
10	Число действительных избирательных бюллетеней	14147	165	1194	1328	1646	378	385	337	193	278	118	681	161	171	286	191	163	483	110	334	95	132	147	130	293	194	297	453	224	284	140	792	148	154	283	324	117	586	194	101	457					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	544	6	30	25	30	4	10	25	7	15	8	36	7	4	16	6	2	6	5	28	5	6	9	2	11	6	13	29	11	18	12	31	9	7	3	19	4	37	10	6	26					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	538	6	30	25	28	4	10	25	7	15	8	36	7	4	16	6	2	6	5	28	5	6	9	1	11	5	13	29	11	18	12	31	9	7	3	19	3	37	10	5	26					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	246	0	11	44	112	3	4	0	4	0	2	5	0	1	5	1	1	3	4	5	0	0	2	0	0	1	4	2	2	3	0	0	1	0	1	12	1	3	1	2	6					
14	Число погашенных неиспользованных открепительных удостоверений	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	1	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
18	1.Политическая партия «Аграрная партия России»	171	0	8	20	6	10	6	7	2	0	1	1	4	0	1	8	7	21	0	15	3	0	0	3	0	0	0	5	4	3	2	10	1	3	2	1	1	4	0	0	12					
