Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Ивнянская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613					
1	"Число избирателей, внесенных в списки избирателей"	18965	618	1958	474	775	509	1724	1404	1429	1911	161	425	639	1158	1385	110	514	432	985	671	413	468	254	548					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18570	625	1850	480	780	510	1650	1400	1360	1850	160	425	640	1130	1350	115	510	420	950	670	420	470	255	550					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14609	510	1270	365	665	316	1557	1261	1082	1634	139	375	547	896	957	98	371	312	648	385	326	317	152	426					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3036	99	428	79	66	161	93	83	230	179	20	41	80	222	197	9	106	101	207	267	50	123	90	105					
6	Число погашенных избирательных бюллетеней	925	16	152	36	49	33	0	56	48	37	1	9	13	12	196	8	33	7	95	18	44	30	13	19					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3036	99	428	79	66	161	93	83	230	179	20	41	80	222	197	9	106	101	207	267	50	123	90	105					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14608	510	1269	365	665	316	1557	1261	1082	1634	139	375	547	896	957	98	371	312	648	385	326	317	152	426					
9	Число недействительных избирательных бюллетеней	185	2	6	0	41	28	14	8	3	10	0	0	5	1	10	6	4	3	7	3	1	13	0	20					
10	Число действительных избирательных бюллетеней	17459	607	1691	444	690	449	1636	1336	1309	1803	159	416	622	1117	1144	101	473	410	848	649	375	427	242	511					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	251	5	15	10	12	5	20	35	15	25	3	3	5	22	20	3	5	5	15	5	10	5	3	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	165	1	7	6	8	5	12	19	14	21	0	0	4	18	18	2	4	3	7	0	9	0	2	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	61	0	7	3	2	1	3	4	5	11	0	0	1	5	3	0	1	2	3	2	3	0	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	86	4	8	4	4	0	8	16	1	4	3	3	1	4	2	1	1	2	8	5	1	5	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	1.Политическая партия «Аграрная партия России»	102	1	27	0	0	8	8	5	4	7	0	0	4	3	9	1	1	2	6	2	9	1	1	3					
		0.58%	0.16%	1.59%	0.00%	0.00%	1.68%	0.48%	0.37%	0.30%	0.39%	0.00%	0.00%	0.64%	0.27%	0.78%	0.93%	0.21%	0.48%	0.70%	0.31%	2.39%	0.23%	0.41%	0.56%					
19	2.Всероссийская политическая партия «Гражданская Сила»	28	0	7	4	0	3	0	3	2	2	0	1	0	0	3	0	0	0	1	1	1	0	0	0					
		0.16%	0.00%	0.41%	0.90%	0.00%	0.63%	0.00%	0.22%	0.15%	0.11%	0.00%	0.24%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.12%	0.15%	0.27%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	7	0	1	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
		0.04%	0.00%	0.06%	0.00%	0.00%	0.00%	0.06%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	988	14	124	12	25	27	122	97	57	157	3	6	23	26	73	10	33	10	84	18	20	26	2	19					
		5.60%	2.30%	7.31%	2.70%	3.42%	5.66%	7.39%	7.22%	4.34%	8.66%	1.89%	1.44%	3.67%	2.33%	6.33%	9.35%	6.92%	2.42%	9.82%	2.76%	5.32%	5.91%	0.83%	3.58%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	15	0	3	1	0	0	2	2	1	2	0	0	0	1	2	0	1	0	0	0	0	0	0	0					
