Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																							
Дата голосования: 07.12.2003 0:00:00																																																							
																																																							
Наименование Избирательной комиссии:    Черемховская городская																																																							
																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																							
																																																							
		Сумма	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510					
1	"Число избирателей, внесенных в списки"	51746	857	1199	1297	1741	621	383	1083	1135	1186	1665	1406	141	1687	1621	1275	1090	1276	1162	766	1341	888	681	819	960	1387	1449	1394	1179	1366	1729	1271	748	303	589	671	200	1168	1811	1714	1166	1335	1491	1272	1141	495	1032	502	53					
2	"Число бюллетеней, полученных участковыми комиссиями"	53702	850	1150	1200	1800	600	390	1100	1150	1200	1800	1550	152	1750	1550	1300	1100	1300	1100	850	1350	950	700	850	950	1450	1550	1550	1250	1400	1800	1350	800	300	650	700	160	1150	2000	1900	1300	1400	1600	1350	1150	550	1050	500	100					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	19719	375	420	392	443	231	123	416	472	492	534	484	93	596	662	606	460	577	475	340	538	259	208	338	357	519	537	498	467	558	615	393	241	147	183	177	100	434	746	655	494	593	610	516	518	179	398	212	38					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1307	8	10	59	17	50	25	49	37	46	46	40	38	30	29	18	12	25	0	15	33	46	12	9	15	33	27	34	17	92	23	15	22	12	0	10	43	18	37	41	25	23	44	42	32	21	20	7	0					
6	Число погашенных бюллетеней	32676	467	720	749	1340	319	242	635	641	662	1220	1026	21	1124	859	676	628	698	625	495	779	645	480	503	578	898	986	1018	766	750	1162	942	537	141	467	513	17	698	1217	1204	781	784	946	792	600	350	632	281	62					
7	Число бюллетеней в переносных ящиках для голосования	1307	8	10	59	17	50	25	49	37	46	46	40	38	30	29	18	12	25	0	15	33	46	12	9	15	33	27	34	17	92	23	15	22	12	0	10	43	18	37	41	25	23	44	42	32	21	20	7	0					
8	Число бюллетеней в стационарных ящиках для голосования	19709	375	420	392	442	231	123	416	471	492	534	484	93	596	662	606	460	577	474	340	538	259	208	338	357	516	536	497	467	558	615	393	241	147	183	177	100	434	746	655	493	593	610	516	518	179	397	212	38					
9	Число недействительных бюллетеней	336	9	5	18	7	8	6	9	10	4	3	9	2	11	14	7	6	9	6	4	12	4	9	11	6	10	5	8	15	2	11	6	2	3	7	3	0	9	4	10	6	3	10	6	14	0	11	2	0					
10	Число действительных бюллетеней	20680	374	425	433	452	273	142	456	498	534	577	515	129	615	677	617	466	593	468	351	559	301	211	336	366	539	558	523	469	648	627	402	261	156	176	184	143	443	779	686	512	613	644	552	536	200	406	217	38					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1000	20	25	20	20	20	15	20	20	20	25	25	0	30	20	20	35	30	20	30	20	20	20	20	30	25	25	20	20	20	25	20	20	20	20	20	10	20	25	25	20	25	25	20	20	15	20	15	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	106	2	0	0	1	1	1	3	4	2	1	4	0	3	4	6	3	2	0	7	1	0	0	3	0	3	4	3	6	3	2	1	0	0	0	0	0	0	3	13	2	4	2	3	6	1	1	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	94	1	3	4	3	0	1	2	3	2	1	3	7	1	1	1	2	0	0	2	0	2	1	1	2	4	1	0	0	4	1	2	1	0	0	1	0	10	1	1	0	2	0	0	1	2	1	0	19					
14	Число погашенных открепительных удостоверений	894	18	25	20	19	19	14	17	16	18	24	21	0	27	16	14	32	28	20	23	19	20	20	17	30	22	21	17	14	17	23	19	20	20	20	20	10	20	22	12	18	21	23	17	14	14	19	14	0					
