Выборы Президента Российской Федерации																														
																														
Наименование Избирательной комиссии:    Горно-Алтайская городская																														
																														
Итоги голосования 																														
																														
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23					
1	"Число избирателей, внесенных в список"	39170	1952	1904	1628	1446	2068	1869	1577	1997	1774	1957	1795	2016	1915	2188	1971	1269	1873	1588	1708	1739	1719	620	597					
2	Число полученных избирательных бюллетеней	37100	1900	1800	1500	1400	1900	1700	1500	1900	2000	1900	1700	1900	1800	2000	1800	1200	1800	1500	1600	1600	1600	550	550					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	20600	1051	1112	864	624	1013	911	908	1087	1040	1078	1022	1055	1026	1031	1177	649	841	761	803	855	934	274	484					
5	"Число избирательных бюллетеней, выданных вне помещения"	1554	50	29	47	143	113	121	23	33	74	15	78	53	66	75	47	45	124	72	103	123	58	62	0					
6	Число погашенных избирательных бюллетеней	14946	799	659	589	633	774	668	569	780	886	807	600	792	708	894	576	506	835	667	694	622	608	214	66					
7	Число избирательных бюллетеней в переносных ящиках	1554	50	29	47	143	113	121	23	33	74	15	78	53	66	75	47	45	124	72	103	123	58	62	0					
8	Число бюллетеней в стационарных ящиках для голосования	20582	1051	1112	864	624	1012	911	908	1087	1040	1078	1009	1055	1023	1031	1177	648	841	761	803	855	934	274	484					
9	Число недействительных избирательных бюллетеней	121	2	4	3	3	8	3	15	4	6	4	2	8	3	7	7	5	5	4	7	5	5	4	7					
10	Число действительных избирательных бюллетеней	22015	1099	1137	908	764	1117	1029	916	1116	1108	1089	1085	1100	1086	1099	1217	688	960	829	899	973	987	332	477					
11	Число полученных открепительных  удостоверений	448	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	28	0					
12	Число выданных открепительных удостоверений	157	4	7	5	5	6	9	7	6	20	14	7	10	9	3	10	8	3	6	5	6	5	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	155	7	11	7	1	6	2	15	6	10	4	12	12	14	4	17	3	3	4	1	3	6	1	6					
14	Число неиспользованных открепительных удостоверений	291	16	13	15	15	14	11	13	14	0	6	13	10	11	17	10	12	17	14	15	14	15	26	0					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																														
18	. Глазьев Сергей Юрьевич	1274	69	57	54	49	40	58	44	113	46	61	89	89	80	54	63	24	46	26	59	63	59	6	25					
		5.76%	6.27%	5.00%	5.93%	6.39%	3.56%	5.62%	4.73%	10.09%	4.13%	5.58%	8.19%	8.03%	7.35%	4.88%	5.15%	3.46%	4.77%	3.12%	6.51%	6.44%	5.95%	1.79%	5.17%					
19	. Малышкин Олег Александрович	327	22	29	5	18	16	8	15	14	19	9	15	9	12	26	12	11	18	11	14	13	14	7	10					
		1.48%	2.00%	2.54%	0.55%	2.35%	1.42%	0.78%	1.61%	1.25%	1.71%	0.82%	1.38%	0.81%	1.10%	2.35%	0.98%	1.59%	1.87%	1.32%	1.55%	1.33%	1.41%	2.08%	2.07%					
20	. Миронов Сергей Михайлович	171	8	8	11	7	10	8	6	10	12	9	8	5	12	9	4	6	6	5	6	7	8	3	3					
		0.77%	0.73%	0.70%	1.21%	0.91%	0.89%	0.78%	0.64%	0.89%	1.08%	0.82%	0.74%	0.45%	1.10%	0.81%	0.33%	0.87%	0.62%	0.60%	0.66%	0.72%	0.81%	0.89%	0.62%					
21	. Путин Владимир Владимирович	15420	736	799	607	505	808	762	586	727	779	782	696	770	721	784	911	515	698	582	633	710	689	272	348					
		69.66%	66.85%	70.03%	66.63%	65.84%	71.82%	73.84%	62.94%	64.91%	69.93%	71.55%	64.03%	69.49%	66.21%	70.89%	74.43%	74.31%	72.33%	69.87%	69.87%	72.60%	69.46%	80.95%	71.90%					
22	. Хакамада Ирина Муцуовна	1107	64	50	60	39	60	39	65	58	71	70	63	58	77	36	68	34	29	53	24	28	27	14	20					
		5.00%	5.81%	4.38%	6.59%	5.08%	5.33%	3.78%	6.98%	5.18%	6.37%	6.40%	5.80%	5.23%	7.07%	3.25%	5.56%	4.91%	3.01%	6.36%	2.65%	2.86%	2.72%	4.17%	4.13%					
23	. Харитонов Николай Михайлович	3091	168	159	133	127	155	137	162	154	142	131	179	140	161	160	130	78	138	130	134	126	169	26	52					
		13.96%	15.26%	13.94%	14.60%	16.56%	13.78%	13.28%	17.40%	13.75%	12.75%	11.99%	16.47%	12.64%	14.78%	14.47%	10.62%	11.26%	14.30%	15.61%	14.79%	12.88%	17.04%	7.74%	10.74%					
																														
24	Против всех	625	32	35	38	19	28	17	38	40	39	27	35	29	23	30	29	20	25	22	29	26	21	4	19					
		2.82%	2.91%	3.07%	4.17%	2.48%	2.49%	1.65%	4.08%	3.57%	3.50%	2.47%	3.22%	2.62%	2.11%	2.71%	2.37%	2.89%	2.59%	2.64%	3.20%	2.66%	2.12%	1.19%	3.93%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
