Выборы Президента Российской Федерации																																																									
																																																									
"Наименование Избирательной комиссии:    Красноярск, Кировская"																																																									
																																																									
Итоги голосования 																																																									
																																																									
		Сумма	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237					
1	"Число избирателей, внесенных в список"	91965	1908	2161	2105	1406	1579	1780	1768	1785	1745	1882	1796	1894	1980	1910	1856	1964	2047	2161	1966	2083	2017	1897	1882	1725	1897	1887	1910	2215	2027	1907	1722	1782	1822	1856	2021	1947	1964	1774	1730	1563	1577	1522	1866	1827	1796	1655	1915	1968	1860	658					
2	Число полученных избирательных бюллетеней	85700	1800	2100	2000	1300	1500	1700	1700	1600	1600	1800	1700	1800	1800	1700	1700	1800	1900	2000	1800	1900	1900	1800	1700	1600	1800	1700	1800	2000	1900	1800	1600	1700	1700	1700	1900	1800	1800	1600	1600	1500	1500	1500	1700	1700	1700	1500	1800	1800	1700	700					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	42004	525	801	933	709	713	821	812	644	738	983	932	964	942	846	829	838	920	1027	997	764	1047	913	934	873	952	943	963	907	811	812	831	606	927	918	1052	867	889	757	588	650	640	767	995	785	882	748	957	1033	945	274					
5	"Число избирательных бюллетеней, выданных вне помещения"	819	34	5	17	7	11	10	8	8	7	17	15	16	5	23	10	19	21	26	16	17	15	17	8	9	9	22	16	21	18	27	20	16	21	16	25	24	25	9	15	20	14	7	27	12	29	20	19	10	29	7					
6	Число погашенных избирательных бюллетеней	42877	1241	1294	1050	584	776	869	880	948	855	800	753	820	853	831	861	943	959	947	787	1119	838	870	758	718	839	735	821	1072	1071	961	749	1078	752	766	823	909	886	834	997	830	846	726	678	903	789	732	824	757	726	419					
7	Число избирательных бюллетеней в переносных ящиках	819	34	5	17	7	11	10	8	8	7	17	15	16	5	23	10	19	21	26	16	17	15	17	8	9	9	22	16	21	18	27	20	16	21	16	25	24	25	9	15	20	14	7	27	12	29	20	19	10	29	7					
8	Число бюллетеней в стационарных ящиках для голосования	41947	525	801	933	709	713	821	812	644	734	983	932	964	942	846	826	837	920	1027	997	762	1047	913	934	872	952	943	963	907	811	812	831	606	906	918	1052	866	888	757	588	650	640	767	995	773	882	746	957	1033	943	267					
9	Число недействительных избирательных бюллетеней	349	5	6	5	7	9	7	5	9	8	10	40	6	6	2	0	3	12	5	7	17	10	11	4	7	11	4	4	7	6	3	5	4	4	6	8	6	0	7	7	9	5	5	9	8	7	5	6	6	6	0					
10	Число действительных избирательных бюллетеней	42417	554	800	945	709	715	824	815	643	733	990	907	974	941	867	836	853	929	1048	1006	762	1052	919	938	874	950	961	975	921	823	836	846	618	923	928	1069	884	913	759	596	661	649	769	1013	777	904	761	970	1037	966	274					
11	Число полученных открепительных  удостоверений	1510	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	40	30	30	30					
12	Число выданных открепительных удостоверений	488	2	3	14	9	7	9	17	4	13	14	6	13	7	7	5	8	9	8	6	4	9	7	9	8	8	7	14	12	8	4	9	12	11	8	11	13	10	5	5	8	6	10	17	1	12	8	29	20	13	29					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	392	4	14	4	11	3	4	5	6	7	8	3	14	6	7	6	10	6	15	8	7	9	4	6	5	4	6	11	8	8	4	6	5	7	7	22	9	5	3	3	8	9	4	10	8	9	9	16	15	15	9					
14	Число неиспользованных открепительных удостоверений	1022	28	27	16	21	23	21	13	26	17	16	24	17	23	23	25	22	21	22	24	26	21	23	21	22	22	23	16	18	22	26	21	18	19	22	19	17	20	25	25	22	24	20	13	29	18	22	11	10	17	1					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																									
