Выборы Президента Российской Федерации																																																											
Дата голосования: 04.03.2012																																																											
																																																											
Наименование Избирательной комиссии:    Красноярск, Кировская																																																											
																																																											
Сводная таблица итогов голосования																																																											
																																																											
	Число участковых избирательных комиссий	48																																																									
	Число участковых избирательных комиссий, приступивших к передаче сведений	48																																																									
																																																											
		Сумма	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235									
1	Число избирателей, включенных в список избирателей	86727	2308	1872	1945	1546	1494	1732	1793	2125	2341	1746	1623	2181	1827	2138	2074	1924	2104	1868	1811	1490	1761	1744	1727	1517	1695	1657	1738	2227	1901	1745	1659	1253	1705	1833	1876	1606	1796	2124	2285	558	1660	1855	1766	1570	1578	2336	1846	1767									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	77000	2000	1600	1700	1400	1300	1500	1600	1900	2000	1600	1400	2000	1600	1900	1900	1800	1900	1700	1600	1400	1600	1600	1600	1400	1500	1500	1600	2000	1700	1600	1500	1000	1500	1600	1700	1400	1600	2000	2000	500	1500	1700	1600	1400	1400	1500	1600	1600									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	51387	932	899	1147	933	829	1067	1105	1069	1260	1091	1072	1453	1202	1345	1130	1047	1216	1177	1218	859	1138	1184	1105	1081	1062	1105	1199	1267	1068	991	1037	588	1192	1244	1164	879	1061	1144	1202	274	1080	1058	1044	832	996	968	1164	1209									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1063	39	6	24	17	9	15	19	8	9	18	15	13	7	15	24	26	28	23	18	7	19	19	11	44	31	15	22	30	37	37	32	10	23	17	23	27	23	25	44	0	26	39	52	13	18	22	42	22									
6	Число погашенных избирательных бюллетеней	24550	1029	695	529	450	462	418	476	823	731	491	313	534	391	540	746	727	656	500	364	534	443	397	484	275	407	380	379	703	595	572	431	402	285	339	513	494	516	831	754	226	394	603	504	555	386	510	394	369									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1063	39	6	24	17	9	15	19	8	9	18	15	13	7	15	24	26	28	23	18	7	19	19	11	44	31	15	22	30	37	37	32	10	23	17	23	27	23	25	44	0	26	39	52	13	18	22	42	22									
8	Число бюллетеней в стационарных ящиках для голосования	51365	932	899	1147	933	829	1067	1105	1069	1260	1091	1072	1446	1202	1345	1124	1047	1216	1177	1217	858	1138	1184	1104	1081	1062	1105	1199	1267	1068	991	1037	588	1192	1244	1164	879	1061	1144	1197	273	1080	1058	1044	832	996	968	1164	1209									
9	Число недействительных избирательных бюллетеней	620	11	10	17	20	13	8	10	14	21	7	23	13	10	18	13	13	12	6	12	14	8	12	13	11	15	14	11	13	12	16	17	10	15	14	11	12	13	9	17	2	11	15	16	9	13	22	10	14									
10	Число действительных избирательных бюллетеней	51808	960	895	1154	930	825	1074	1114	1063	1248	1102	1064	1446	1199	1342	1135	1060	1232	1194	1223	851	1149	1191	1102	1114	1078	1106	1210	1284	1093	1012	1052	588	1200	1247	1176	894	1071	1160	1224	271	1095	1082	1080	836	1001	968	1196	1217									
11	Число полученных открепительных  удостоверений	2400	50	50	50	50	50	50	50	50	50	30	50	50	50	75	50	50	50	50	35	50	50	50	50	85	50	50	50	50	50	50	25	25	50	65	50	50	50	50	75	15	50	50	50	20	50	100	50	50									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1477	21	24	28	19	19	36	37	23	38	17	23	24	25	53	28	32	33	38	29	43	31	29	31	69	30	31	30	35	27	32	11	18	26	41	27	35	34	33	60	7	36	35	23	10	23	70	24	29									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1123	17	18	18	18	9	22	16	13	27	6	36	33	31	4	14	13	25	23	24	11	16	23	30	17	13	19	14	21	14	20	39	20	29	32	25	20	14	20	21	20	16	37	24	46	19	130	26	20									
14	Число неиспользованных открепительных удостоверений	923	29	26	22	31	31	14	13	27	12	13	27	26	25	22	22	18	17	12	6	7	19	21	19	16	20	19	20	15	23	18	14	7	24	24	23	15	16	17	15	8	14	15	27	10	27	30	26	21									
15	Число открепительных удостоверений, выданных избирателям ТИК	22	1	0	0	0	1	1	0	0	1	2	1	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	2	0	0	0	2	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																											
19	Жириновский Владимир Вольфович	4283	90	103	108	87	80	83	95	104	120	95	81	126	98	101	138	79	81	104	106	76	93	91	95	73	70	64	93	111	107	96	87	57	91	86	97	67	91	99	112	27	76	89	82	72	83	59	69	91									
		8.17%	9.27%	11.38%	9.22%	9.16%	9.55%	7.67%	8.45%	9.66%	9.46%	8.57%	7.45%	8.64%	8.11%	7.43%	12.02%	7.36%	6.51%	8.67%	8.58%	8.79%	8.04%	7.56%	8.52%	6.49%	6.40%	5.71%	7.62%	8.56%	9.68%	9.34%	8.14%	9.53%	7.49%	6.82%	8.17%	7.40%	8.39%	8.47%	9.02%	9.89%	6.87%	8.11%	7.48%	8.52%	8.19%	5.96%	5.72%	7.39%									
20	Зюганов Геннадий Андреевич	10132	188	142	215	167	178	231	211	205	259	205	241	258	262	227	220	209	254	278	233	130	224	254	246	230	222	253	242	248	203	211	197	116	271	217	226	206	183	207	215	43	197	184	208	171	189	195	220	241									
		19.33%	19.36%	15.69%	18.36%	17.58%	21.24%	21.35%	18.77%	19.03%	20.41%	18.49%	22.17%	17.68%	21.67%	16.69%	19.16%	19.48%	20.42%	23.17%	18.87%	15.03%	19.36%	21.11%	22.06%	20.44%	20.31%	22.59%	19.82%	19.12%	18.37%	20.53%	18.43%	19.40%	22.30%	17.21%	19.04%	22.74%	16.88%	17.71%	17.32%	15.75%	17.81%	16.77%	18.98%	20.24%	18.64%	19.70%	18.24%	19.58%									
21	Миронов Сергей Михайлович	2084	26	23	36	26	20	42	48	39	52	46	38	74	50	53	42	43	50	41	71	42	69	35	45	37	27	38	52	59	54	41	47	24	43	57	30	29	52	45	60	9	40	32	48	32	43	37	71	66									
		3.97%	2.68%	2.54%	3.07%	2.74%	2.39%	3.88%	4.27%	3.62%	4.10%	4.15%	3.50%	5.07%	4.14%	3.90%	3.66%	4.01%	4.02%	3.42%	5.75%	4.86%	5.96%	2.91%	4.04%	3.29%	2.47%	3.39%	4.26%	4.55%	4.89%	3.99%	4.40%	4.01%	3.54%	4.52%	2.53%	3.20%	4.80%	3.85%	4.83%	3.30%	3.62%	2.92%	4.38%	3.79%	4.24%	3.74%	5.89%	5.36%									
22	Прохоров Михаил Дмитриевич	5246	98	48	101	81	64	105	80	94	152	104	107	186	95	159	104	75	107	113	123	81	110	136	122	93	93	85	97	124	104	89	110	66	114	169	150	100	116	125	115	30	139	120	131	87	102	121	178	143									
		10.01%	10.09%	5.30%	8.63%	8.53%	7.64%	9.70%	7.12%	8.73%	11.98%	9.38%	9.84%	12.75%	7.86%	11.69%	9.06%	6.99%	8.60%	9.42%	9.96%	9.36%	9.51%	11.31%	10.94%	8.27%	8.51%	7.59%	7.94%	9.56%	9.41%	8.66%	10.29%	11.04%	9.38%	13.40%	12.64%	11.04%	10.70%	10.69%	9.27%	10.99%	12.57%	10.94%	11.95%	10.30%	10.06%	12.22%	14.76%	11.62%									
23	Путин Владимир Владимирович	30063	558	579	694	569	483	613	680	621	665	652	597	802	694	802	631	654	740	658	690	522	653	675	594	681	666	666	726	742	625	575	611	325	681	718	673	492	629	684	722	162	643	657	611	474	584	556	658	676									
		57.34%	57.47%	63.98%	59.27%	59.89%	57.64%	56.65%	60.50%	57.66%	52.40%	58.79%	54.92%	54.97%	57.40%	58.97%	54.97%	60.95%	59.49%	54.83%	55.87%	60.35%	56.44%	56.11%	53.27%	60.53%	60.93%	59.46%	59.46%	57.21%	56.56%	55.93%	57.16%	54.35%	56.05%	56.94%	56.70%	54.30%	58.03%	58.51%	58.18%	59.34%	58.14%	59.89%	55.75%	56.09%	57.59%	56.16%	54.56%	54.91%									
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
