Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Межевская																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417					
1	"Число избирателей, внесенных в списки"	4547	123	2304	97	173	544	52	241	68	257	260	93	145	190					
2	"Число бюллетеней, полученных участковыми комиссиями"	4566	125	2309	98	181	546	54	243	69	252	267	91	142	189					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	2502	74	1136	48	95	324	32	124	56	176	166	53	102	116					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	352	7	171	5	8	58	4	18	0	21	26	8	17	9					
6	Число погашенных бюллетеней	1712	44	1002	45	78	164	18	101	13	55	75	30	23	64					
7	Число бюллетеней в переносных ящиках для голосования	352	7	171	5	8	58	4	18	0	21	26	8	17	9					
8	Число бюллетеней в стационарных ящиках для голосования	2502	74	1136	48	95	324	32	124	56	176	166	53	102	116					
9	Число недействительных бюллетеней	31	1	9	1	0	3	1	0	1	6	1	0	2	6					
10	Число действительных бюллетеней	2823	80	1298	52	103	379	35	142	55	191	191	61	117	119					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	60	2	31	1	2	7	1	3	1	3	4	1	2	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	24	2	5	0	1	4	0	3	0	0	4	1	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	18	1	11	0	0	2	1	0	0	0	1	1	0	1					
14	Число погашенных открепительных удостоверений	36	0	26	1	1	3	1	0	1	3	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
