Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Малосердобинская																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995					
1	"Число избирателей, внесенных в списки"	9151	975	771	1109	698	551	467	445	52	118	345	253	149	404	286	83	343	712	112	433	416	348	81					
2	"Число бюллетеней, полученных участковыми комиссиями"	9223	981	794	1109	701	558	469	442	53	123	355	263	149	403	282	85	341	710	112	439	417	357	80					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6248	586	489	738	408	311	362	303	45	98	268	201	119	248	196	75	251	497	102	330	313	245	63					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	488	40	20	58	23	19	23	60	0	9	19	20	11	43	33	0	6	18	0	33	23	27	3					
6	Число погашенных бюллетеней	2487	355	285	313	270	228	84	79	8	16	68	42	19	112	53	10	84	195	10	76	81	85	14					
7	Число бюллетеней в переносных ящиках для голосования	488	40	20	58	23	19	23	60	0	9	19	20	11	43	33	0	6	18	0	33	23	27	3					
8	Число бюллетеней в стационарных ящиках для голосования	6249	586	489	738	408	311	362	303	45	98	268	202	119	248	196	75	251	497	102	330	313	245	63					
9	Число недействительных бюллетеней	71	6	3	0	7	5	5	1	0	2	2	3	2	7	2	0	3	18	0	3	1	1	0					
10	Число действительных бюллетеней	6666	620	506	796	424	325	380	362	45	105	285	219	128	284	227	75	254	497	102	360	335	271	66					
