Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Ялуторовская городская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121					
1	"Число избирателей, внесенных в списки избирателей"	29439	2054	913	2625	1832	1404	1823	1478	1251	1364	1661	1409	1955	1860	723	2478	1701	1329	1579					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	28250	2000	935	2580	1850	1420	1590	1500	1045	1400	1650	1390	1850	1800	740	2200	1700	1050	1550					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	21075	1476	764	2132	1242	1006	1223	1129	898	1033	1151	1015	1366	1316	480	1776	1208	772	1088					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1502	104	38	78	74	88	199	82	38	60	65	72	59	78	28	127	50	225	37					
6	Число погашенных избирательных бюллетеней	5673	420	133	370	534	326	168	289	109	307	434	303	425	406	232	297	442	53	425					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1502	104	38	78	74	88	199	82	38	60	65	72	59	78	28	127	50	225	37					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21064	1476	764	2132	1242	1006	1223	1128	898	1032	1148	1015	1361	1316	480	1776	1207	772	1088					
9	Число недействительных избирательных бюллетеней	198	6	0	2	12	0	14	10	23	10	21	36	15	13	6	6	11	6	7					
10	Число действительных избирательных бюллетеней	22368	1574	802	2208	1304	1094	1408	1200	913	1082	1192	1051	1405	1381	502	1897	1246	991	1118					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	529	30	23	45	28	23	45	50	22	47	29	25	20	30	10	36	21	20	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	487	28	23	45	28	23	45	49	22	44	25	23	16	25	8	28	19	12	24					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	398	41	7	34	10	6	27	27	20	28	11	13	21	52	4	61	12	14	10					
14	Число погашенных неиспользованных открепительных удостоверений	42	2	0	0	0	0	0	1	0	3	4	2	4	5	2	8	2	8	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	3	4	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	347	23	18	31	23	1	23	10	19	22	14	18	25	21	8	28	19	20	24					
		1.54%	1.46%	2.24%	1.40%	1.75%	0.09%	1.62%	0.83%	2.03%	2.01%	1.15%	1.66%	1.76%	1.51%	1.57%	1.47%	1.51%	2.01%	2.13%					
19	2.Всероссийская политическая партия «Гражданская Сила»	115	0	0	21	3	1	8	9	9	3	4	7	8	8	3	11	5	8	7					
		0.51%	0.00%	0.00%	0.95%	0.23%	0.09%	0.56%	0.74%	0.96%	0.27%	0.33%	0.64%	0.56%	0.57%	0.59%	0.58%	0.40%	0.80%	0.62%					
20	3.Политическая партия «Демократическая партия России»	29	0	0	1	3	1	0	2	0	2	5	0	4	1	5	1	3	1	0					
		0.13%	0.00%	0.00%	0.05%	0.23%	0.09%	0.00%	0.17%	0.00%	0.18%	0.41%	0.00%	0.28%	0.07%	0.98%	0.05%	0.24%	0.10%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1466	103	31	148	96	92	150	55	62	89	79	66	88	89	32	76	70	75	65					
		6.50%	6.52%	3.87%	6.70%	7.29%	8.41%	10.55%	4.55%	6.62%	8.15%	6.51%	6.07%	6.20%	6.38%	6.30%	3.99%	5.57%	7.52%	5.78%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	109	6	0	2	5	1	4	6	7	9	6	16	13	8	2	6	8	4	6					
		0.48%	0.38%	0.00%	0.09%	0.38%	0.09%	0.28%	0.50%	0.75%	0.82%	0.49%	1.47%	0.92%	0.57%	0.39%	0.32%	0.64%	0.40%	0.53%					
23	6.Политическая партия «Партия социальной справедливости»	29	0	0	3	1	1	0	4	0	5	2	4	0	3	1	0	1	3	1					
		0.13%	0.00%	0.00%	0.14%	0.08%	0.09%	0.00%	0.33%	0.00%	0.46%	0.16%	0.37%	0.00%	0.22%	0.20%	0.00%	0.08%	0.30%	0.09%					
24	7.Политическая партия «Либерально-демократическая партия России»	2524	199	55	273	165	103	182	86	119	123	145	128	169	178	66	182	103	121	127					
		11.18%	12.59%	6.86%	12.35%	12.54%	9.41%	12.80%	7.11%	12.71%	11.26%	11.95%	11.78%	11.90%	12.77%	12.99%	9.56%	8.19%	12.14%	11.29%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1039	87	48	49	85	8	104	48	49	96	60	29	83	91	28	44	37	5	88					
		4.60%	5.51%	5.99%	2.22%	6.46%	0.73%	7.31%	3.97%	5.24%	8.79%	4.95%	2.67%	5.85%	6.53%	5.51%	2.31%	2.94%	0.50%	7.82%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	120	9	2	8	10	2	10	12	6	7	4	5	8	10	3	9	4	5	6					
		0.53%	0.57%	0.25%	0.36%	0.76%	0.18%	0.70%	0.99%	0.64%	0.64%	0.33%	0.46%	0.56%	0.72%	0.59%	0.47%	0.32%	0.50%	0.53%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	16474	1137	645	1664	908	876	918	957	640	721	869	773	1000	963	354	1530	991	744	784					
		73.00%	71.96%	80.42%	75.29%	68.99%	80.07%	64.56%	79.09%	68.38%	66.03%	71.64%	71.11%	70.42%	69.08%	69.69%	80.40%	78.84%	74.62%	69.69%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	116	10	3	8	5	8	9	11	2	5	4	5	7	9	0	10	5	5	10					
		0.51%	0.63%	0.37%	0.36%	0.38%	0.73%	0.63%	0.91%	0.21%	0.46%	0.33%	0.46%	0.49%	0.65%	0.00%	0.53%	0.40%	0.50%	0.89%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
