Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
"Наименование Избирательной комиссии:    Калининград, Октябрьская"																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288					
1	"Число избирателей, внесенных в списки"	34096	2276	2338	2766	2230	2518	2765	2764	2695	2673	2679	2670	2833	2889					
2	"Число бюллетеней, полученных участковыми комиссиями"	33300	2200	2200	2700	2200	2500	2700	2700	2600	2600	2600	2600	2800	2900					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14217	1168	1146	1203	873	1025	1185	1221	1180	990	940	1044	1061	1181					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	257	29	31	24	21	12	20	12	11	15	15	16	8	43					
6	Число погашенных бюллетеней	18826	1003	1023	1473	1306	1463	1495	1467	1409	1595	1645	1540	1731	1676					
7	Число бюллетеней в переносных ящиках для голосования	256	29	30	24	21	12	20	12	11	15	15	16	8	43					
8	Число бюллетеней в стационарных ящиках для голосования	14210	1168	1146	1203	873	1025	1182	1221	1180	988	940	1044	1059	1181					
9	Число недействительных бюллетеней	150	6	15	12	11	14	9	17	10	6	11	14	14	11					
10	Число действительных бюллетеней	14316	1191	1161	1215	883	1023	1193	1216	1181	997	944	1046	1053	1213					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	325	25	25	25	25	25	25	25	25	25	25	25	25	25					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	60	6	7	6	2	1	6	8	2	1	0	4	5	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	63	14	10	1	5	7	3	7	2	7	1	1	1	4					
14	Число погашенных открепительных удостоверений	265	19	18	19	23	24	19	17	23	24	25	21	20	13					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	"1. ""ЕДИНЕНИЕ"""	107	4	6	6	9	7	11	13	7	4	7	10	9	14					
		0.73%	0.33%	0.51%	0.48%	1.00%	0.67%	0.91%	1.05%	0.58%	0.39%	0.73%	0.94%	0.84%	1.14%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	965	96	78	110	64	50	98	89	92	65	70	57	44	52					
		6.67%	8.02%	6.63%	8.96%	7.15%	4.82%	8.15%	7.21%	7.72%	6.48%	7.32%	5.37%	4.12%	4.24%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	449	36	32	40	38	36	31	33	40	36	33	35	27	32					
		3.10%	3.00%	2.72%	3.25%	4.25%	3.47%	2.57%	2.67%	3.35%	3.58%	3.45%	3.30%	2.53%	2.61%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1054	108	118	108	60	74	109	91	69	73	50	70	67	57					
		7.28%	9.02%	10.03%	8.80%	6.71%	7.13%	9.06%	7.38%	5.79%	7.27%	5.23%	6.60%	6.27%	4.65%					
22	"5. ""За Русь Святую"""	73	1	10	6	5	2	10	5	7	5	4	7	7	4					
		0.50%	0.08%	0.85%	0.48%	0.55%	0.19%	0.83%	0.40%	0.58%	0.49%	0.41%	0.66%	0.65%	0.32%					
23	"6. ""Объединенная Российская партия ""Русь"""	45	5	2	9	5	1	0	2	0	1	5	2	4	9					
		0.31%	0.41%	0.17%	0.73%	0.55%	0.09%	0.0%	0.16%	0.0%	0.09%	0.52%	0.18%	0.37%	0.73%					
24	"7. ""Новый курс - Автомобильная Россия"""	210	14	12	21	11	10	27	16	21	8	19	11	16	24					
		1.45%	1.16%	1.02%	1.71%	1.23%	0.96%	2.24%	1.29%	1.76%	0.79%	1.98%	1.03%	1.49%	1.96%					
25	"8. ""Народно-республиканская партия России"""	12	0	2	1	1	0	0	4	1	0	0	0	2	1					
		0.08%	0.0%	0.17%	0.08%	0.11%	0.0%	0.0%	0.32%	0.08%	0.0%	0.0%	0.0%	0.18%	0.08%					
26	"9. ""Российская экологическая партия ""Зеленые"""	61	8	6	4	2	2	8	6	6	6	3	1	4	5					
		0.42%	0.66%	0.51%	0.32%	0.22%	0.19%	0.66%	0.48%	0.50%	0.59%	0.31%	0.09%	0.37%	0.40%					
27	"10. ""Аграрная партия России"""	249	29	17	15	9	11	9	24	26	15	17	29	19	29					
		1.72%	2.42%	1.44%	1.22%	1.00%	1.06%	0.74%	1.94%	2.18%	1.49%	1.78%	2.73%	1.78%	2.36%					
28	"11. ""Истинные патриоты России"""	15	7	0	1	0	0	0	0	1	1	2	0	0	3					
		0.10%	0.58%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.08%	0.09%	0.20%	0.0%	0.0%	0.24%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	131	9	16	9	14	12	12	11	5	6	5	12	11	9					
		0.90%	0.75%	1.36%	0.73%	1.56%	1.15%	0.99%	0.89%	0.41%	0.59%	0.52%	1.13%	1.03%	0.73%					
30	"13. ""Демократическая партия России"""	213	25	22	8	13	16	22	12	20	14	12	19	19	11					
		1.47%	2.08%	1.87%	0.65%	1.45%	1.54%	1.83%	0.97%	1.67%	1.39%	1.25%	1.79%	1.78%	0.89%					
31	"14. ""Великая Россия - Евразийский Союз"""	35	8	1	1	1	1	3	0	6	4	3	1	5	1					
		0.24%	0.66%	0.08%	0.08%	0.11%	0.09%	0.24%	0.0%	0.50%	0.39%	0.31%	0.09%	0.46%	0.08%					
32	"15. ""Партия СЛОН"""	33	4	6	3	1	1	1	6	0	2	2	3	3	1					
		0.22%	0.33%	0.51%	0.24%	0.11%	0.09%	0.08%	0.48%	0.0%	0.19%	0.20%	0.28%	0.28%	0.08%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1736	192	177	172	108	133	132	139	172	117	101	102	86	105					
		12.00%	16.04%	15.05%	14.01%	12.08%	12.82%	10.98%	11.27%	14.44%	11.66%	10.57%	9.62%	8.05%	8.57%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	16	2	3	1	0	1	1	0	3	0	0	1	1	3					
		0.11%	0.16%	0.25%	0.08%	0.0%	0.09%	0.08%	0.0%	0.25%	0.0%	0.0%	0.09%	0.09%	0.24%					
35	"18. ""ЛДПР"""	1968	124	127	149	130	156	148	177	146	170	157	136	174	174					
