Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Назаровская городская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №571	УИК №572	УИК №573	УИК №574	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №2190	УИК №2191	УИК №2192									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	41202	1544	2318	1983	2160	1753	1882	2007	2129	2268	2418	2377	1234	2516	2877	1587	2340	2123	2276	120	1722	806	762									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	39135	1400	2200	1900	2050	1700	1600	1900	2000	2100	2250	2250	1200	2500	2750	1450	2400	2100	2150	135	1650	750	700									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	15260	557	713	828	890	776	705	831	929	1015	877	998	335	871	891	359	688	1009	646	26	749	285	282									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	322	10	7	11	7	13	13	14	7	4	11	8	6	26	6	5	16	25	20	84	12	10	7									
6	Число погашенных избирательных бюллетеней	23553	833	1480	1061	1153	911	882	1055	1064	1081	1362	1244	859	1603	1853	1086	1696	1066	1484	25	889	455	411									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	322	10	7	11	7	13	13	14	7	4	11	8	6	26	6	5	16	25	20	84	12	10	7									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	15218	557	713	827	890	776	705	831	929	1015	877	998	335	871	891	359	672	984	646	26	749	285	282									
9	Число недействительных избирательных бюллетеней	547	18	24	19	25	34	24	31	40	29	34	37	17	33	25	18	40	29	26	2	17	10	15									
10	Число действительных избирательных бюллетеней	14993	549	696	819	872	755	694	814	896	990	854	969	324	864	872	346	648	980	640	108	744	285	274									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	660	25	37	32	35	29	29	33	35	36	39	38	20	40	46	25	37	34	37	0	28	13	12									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	247	4	11	16	26	15	16	9	9	20	16	16	4	14	14	2	14	11	4	0	16	7	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	156	2	3	6	16	6	5	3	14	5	5	9	2	7	7	8	0	28	10	7	5	4	4									
14	Число погашенных неиспользованных открепительных удостоверений	413	21	26	16	9	14	13	24	26	16	23	22	16	26	32	23	23	23	33	0	12	6	9									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	2	1	0	3	3	0	0	3	4	2	1	1	2	0	0	0	1	1	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	177	3	7	10	16	12	8	7	10	13	4	10	3	9	8	0	3	28	4	2	9	6	5									
		1.14%	0.53%	0.97%	1.19%	1.78%	1.52%	1.11%	0.83%	1.07%	1.28%	0.45%	0.99%	0.88%	1.00%	0.89%	0.00%	0.44%	2.78%	0.60%	1.82%	1.18%	2.03%	1.73%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	504	24	17	34	29	37	26	32	45	34	16	30	7	19	23	13	22	32	19	3	26	4	12									
		3.24%	4.23%	2.36%	4.06%	3.23%	4.69%	3.62%	3.79%	4.81%	3.34%	1.80%	2.98%	2.05%	2.12%	2.56%	3.57%	3.20%	3.17%	2.85%	2.73%	3.42%	1.36%	4.15%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	369	15	16	25	21	15	15	28	20	22	32	31	6	17	10	9	8	25	15	4	26	6	3									
		2.37%	2.65%	2.22%	2.98%	2.34%	1.90%	2.09%	3.31%	2.14%	2.16%	3.60%	3.08%	1.76%	1.90%	1.11%	2.47%	1.16%	2.48%	2.25%	3.64%	3.42%	2.03%	1.04%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6258	199	278	336	354	291	299	356	379	404	361	429	145	372	378	156	259	411	268	57	298	119	109									
		40.27%	35.10%	38.61%	40.10%	39.46%	36.88%	41.64%	42.13%	40.49%	39.65%	40.65%	42.64%	42.52%	41.47%	42.14%	42.86%	37.65%	40.73%	40.24%	51.82%	39.16%	40.34%	37.72%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	92	7	3	11	2	9	4	5	3	6	8	4	2	3	3	1	3	7	5	1	5	0	0									
		0.59%	1.23%	0.42%	1.31%	0.22%	1.14%	0.56%	0.59%	0.32%	0.59%	0.90%	0.40%	0.59%	0.33%	0.33%	0.27%	0.44%	0.69%	0.75%	0.91%	0.66%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	30	1	1	2	1	0	1	2	2	1	2	2	1	0	0	1	0	4	6	0	3	0	0									
		0.19%	0.18%	0.14%	0.24%	0.11%	0.00%	0.14%	0.24%	0.21%	0.10%	0.23%	0.20%	0.29%	0.00%	0.00%	0.27%	0.00%	0.40%	0.90%	0.00%	0.39%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2890	86	135	151	161	134	129	128	172	204	175	168	63	177	205	84	131	170	161	21	131	58	46									
		18.60%	15.17%	18.75%	18.02%	17.95%	16.98%	17.97%	15.15%	18.38%	20.02%	19.71%	16.70%	18.48%	19.73%	22.85%	23.08%	19.04%	16.85%	24.17%	19.09%	17.21%	19.66%	15.92%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	86	3	4	6	6	7	2	3	5	7	4	8	1	5	1	2	3	6	7	0	2	0	4									
		0.55%	0.53%	0.56%	0.72%	0.67%	0.89%	0.28%	0.36%	0.53%	0.69%	0.45%	0.80%	0.29%	0.56%	0.11%	0.55%	0.44%	0.59%	1.05%	0.00%	0.26%	0.00%	1.38%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	96	7	7	6	6	3	3	4	4	9	7	5	1	6	3	1	3	9	2	0	7	2	1									
		0.62%	1.23%	0.97%	0.72%	0.67%	0.38%	0.42%	0.47%	0.43%	0.88%	0.79%	0.50%	0.29%	0.67%	0.33%	0.27%	0.44%	0.89%	0.30%	0.00%	0.92%	0.68%	0.35%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	1	1	0	1	1	1	0	3	0	1	1	0	0	3	0	0	3	1	0	1	1	0									
		0.12%	0.18%	0.14%	0.00%	0.11%	0.13%	0.14%	0.00%	0.32%	0.00%	0.11%	0.10%	0.00%	0.00%	0.33%	0.00%	0.00%	0.30%	0.15%	0.00%	0.13%	0.34%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	120	8	6	11	11	5	2	7	5	13	6	5	2	4	6	1	5	13	1	0	6	2	1									
		0.77%	1.41%	0.83%	1.31%	1.23%	0.63%	0.28%	0.83%	0.53%	1.28%	0.68%	0.50%	0.59%	0.45%	0.67%	0.27%	0.73%	1.29%	0.15%	0.00%	0.79%	0.68%	0.35%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2231	91	105	110	126	110	89	114	130	164	126	149	39	141	128	45	97	148	105	8	117	48	41									
		14.36%	16.05%	14.58%	13.13%	14.05%	13.94%	12.40%	13.49%	13.89%	16.09%	14.19%	14.81%	11.44%	15.72%	14.27%	12.36%	14.10%	14.67%	15.77%	7.27%	15.37%	16.27%	14.19%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1509	86	88	78	99	81	84	91	85	81	79	85	46	74	71	28	90	78	30	5	82	27	41									
