Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Никольская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059					
1	"Число избирателей, внесенных в списки"	31049	1914	2137	1989	1916	1803	1613	2032	1876	2108	1794	969	676	286	151	206	405	296	146	385	194	188	902	65	338	187	133	289	305	372	94	926	252	731	361	503	643	232	227	216	101	1088					
2	"Число бюллетеней, полученных участковыми комиссиями"	30551	1833	2103	1918	1862	1762	1557	1932	1769	2052	1767	962	656	285	146	206	400	297	151	411	198	187	889	76	335	188	205	395	296	381	91	908	248	692	355	504	635	232	232	215	100	1120					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	18670	1037	1291	1060	1084	1061	867	1068	1042	1058	1027	646	447	193	86	165	298	202	113	233	107	122	557	56	271	142	90	249	202	220	68	517	153	563	293	409	426	183	182	144	68	670					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1770	80	36	102	74	55	79	79	63	79	44	34	28	40	40	24	42	20	22	74	40	35	29	3	26	27	43	40	10	63	14	80	21	0	0	0	109	16	15	46	22	116					
6	Число погашенных бюллетеней	10111	716	776	756	704	646	611	785	664	915	696	282	181	52	20	17	60	75	16	104	51	30	303	17	38	19	72	106	84	98	9	311	74	129	62	95	100	33	35	25	10	334					
7	Число бюллетеней в переносных ящиках для голосования	1770	80	36	102	74	55	79	79	63	79	44	34	28	40	40	24	42	20	22	74	40	35	29	3	26	27	43	40	10	63	14	80	21	0	0	0	109	16	15	46	22	116					
8	Число бюллетеней в стационарных ящиках для голосования	18662	1037	1289	1060	1084	1059	867	1067	1042	1058	1024	646	447	193	86	165	298	202	113	233	107	122	557	56	271	142	90	249	202	220	68	517	153	563	293	409	426	183	182	144	68	670					
9	Число недействительных бюллетеней	388	9	16	43	24	15	25	15	10	25	29	6	20	3	0	2	2	2	0	2	0	0	6	0	0	2	7	10	6	10	0	11	0	19	11	8	2	4	21	2	2	19					
10	Число действительных бюллетеней	20044	1108	1309	1119	1134	1099	921	1131	1095	1112	1039	674	455	230	126	187	338	220	135	305	147	157	580	59	297	167	126	279	206	273	82	586	174	544	282	401	533	195	176	188	88	767					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	395	15	15	15	17	19	15	15	17	15	17	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	15	7	7	7	7	17					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	204	14	15	10	17	18	11	14	9	15	6	5	6	0	0	2	0	0	1	5	2	1	3	0	0	0	0	2	3	3	0	3	0	0	1	1	15	4	1	0	0	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	113	3	8	12	6	8	5	7	3	5	9	2	2	0	3	2	2	0	0	1	3	1	5	0	0	1	1	1	1	1	0	4	1	2	0	3	2	0	1	1	0	7					
14	Число погашенных открепительных удостоверений	191	1	0	5	0	1	4	1	8	0	11	2	1	7	7	5	7	7	6	2	5	6	4	7	7	7	7	5	4	4	7	4	7	7	6	6	0	3	6	7	7	0					
15	Число открепительных удостоверений выданных ТИК	5	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
18	"1. ""ЕДИНЕНИЕ"""	361	21	22	23	23	17	11	19	11	18	22	13	11	5	1	5	9	3	0	2	2	0	14	2	0	2	6	12	8	8	0	13	4	9	8	0	9	4	2	1	1	20					
