Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    Ташлинская																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	19686	834	492	168	397	245	178	448	63	168	400	671	161	184	220	1064	458	455	100	183	226	566	444	151	83	338	89	211	880	236	159	1899	1936	2162	686	165	570	157	131	225	186	612	227	190	268									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19740	835	494	170	398	243	176	450	64	165	397	680	163	184	218	1063	459	457	100	180	230	570	448	153	85	338	87	209	894	233	162	1896	1934	2176	691	166	577	153	135	225	186	616	228	187	265									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9850	427	220	75	157	115	68	209	42	93	202	336	97	118	102	434	203	217	52	67	97	263	249	86	47	227	60	120	435	102	65	876	940	1174	406	95	299	111	54	126	110	300	105	101	168									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	537	0	37	8	24	17	0	11	3	6	13	16	3	10	6	32	20	19	0	9	14	10	27	8	0	9	3	18	20	7	4	29	31	20	11	0	15	2	14	14	20	16	5	0	6									
6	Число погашенных избирательных бюллетеней	9353	408	237	87	217	111	108	230	19	66	182	328	63	56	110	597	236	221	48	104	119	297	172	59	38	102	24	71	439	124	93	991	963	982	274	71	263	40	67	85	56	300	118	86	91									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	537	0	37	8	24	17	0	11	3	6	13	16	3	10	6	32	20	19	0	9	14	10	27	8	0	9	3	18	20	7	4	29	31	20	11	0	15	2	14	14	20	16	5	0	6									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9850	427	220	75	157	115	68	209	42	93	202	336	97	118	102	434	203	217	52	67	97	263	249	86	47	227	60	120	435	102	65	876	940	1174	406	95	299	111	54	126	110	300	105	101	168									
9	Число недействительных избирательных бюллетеней	281	6	2	3	10	3	2	1	0	0	8	10	3	5	3	8	4	8	0	3	2	2	5	0	0	57	1	2	14	0	2	30	25	34	5	1	5	0	2	1	6	5	0	1	2									
10	Число действительных избирательных бюллетеней	10106	421	255	80	171	129	66	219	45	99	207	342	97	123	105	458	219	228	52	73	109	271	271	94	47	179	62	136	441	109	67	875	946	1160	412	94	309	113	66	139	124	311	110	100	172									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	245	8	5	3	5	3	3	5	2	3	5	11	3	3	3	8	5	5	2	3	3	7	6	3	2	5	2	3	9	3	3	17	22	26	11	3	7	3	3	3	3	7	3	3	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	156	5	2	3	5	0	1	5	2	0	2	11	3	0	1	1	4	3	0	1	1	0	6	1	2	3	0	0	9	1	0	13	12	26	11	3	7	0	3	0	0	7	1	0	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	134	4	1	4	3	2	3	4	2	3	2	2	4	2	2	3	5	5	0	4	1	1	4	1	1	2	1	2	2	4	1	8	11	10	5	3	3	5	3	2	2	3	1	2	1									
14	Число погашенных неиспользованных открепительных удостоверений	89	3	3	0	0	3	2	0	0	3	3	0	0	3	2	7	1	2	2	2	2	7	0	2	0	2	2	3	0	2	3	4	10	0	0	0	0	3	0	3	3	0	2	3	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	50	0	0	0	0	1	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	7	9	19	2	0	2	0	0	0	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	59	2	1	2	0	1	0	3	0	6	1	2	1	1	3	3	0	0	0	0	1	3	1	0	1	2	0	0	5	1	0	5	3	8	1	0	0	1	0	0	0	0	1	0	0									
