Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Козульская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479					
1	"Число избирателей, внесенных в списки"	13641	1160	961	1026	680	1039	981	494	649	170	266	311	682	358	383	583	96	142	409	85	46	375	1080	1197	468					
2	"Число бюллетеней, полученных участковыми комиссиями"	13572	1155	915	1030	697	1010	970	506	653	175	270	317	667	363	370	585	105	144	398	83	47	370	1097	1185	460					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	41	0	0	0	0	0	0	0	32	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6471	599	414	429	289	453	401	446	276	112	165	189	280	172	222	280	59	96	231	56	34	214	398	462	194					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	421	27	37	18	19	42	16	0	23	12	7	0	15	4	2	21	16	0	17	0	0	7	59	53	26					
6	Число погашенных бюллетеней	6639	529	464	583	389	515	553	60	322	51	98	128	372	182	146	284	30	48	150	27	13	145	640	670	240					
7	Число бюллетеней в переносных ящиках для голосования	462	27	37	18	19	42	16	0	55	12	7	0	15	9	2	21	16	0	17	0	0	11	59	53	26					
8	Число бюллетеней в стационарных ящиках для голосования	6471	599	414	429	289	453	401	446	276	112	165	189	280	172	222	280	59	96	231	56	34	214	398	462	194					
9	Число недействительных бюллетеней	101	5	7	6	2	6	2	5	12	1	2	7	5	0	6	3	0	1	5	0	1	8	0	11	6					
10	Число действительных бюллетеней	6832	621	444	441	306	489	415	441	319	123	170	182	290	181	218	298	75	95	243	56	33	217	457	504	214					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	145	10	10	10	2	10	10	10	7	2	5	3	10	6	3	3	2	2	10	2	2	3	10	10	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	39	4	3	1	1	2	1	0	2	0	3	3	5	3	2	3	1	0	2	0	0	2	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	31	1	1	1	0	1	4	0	5	1	0	1	7	1	1	0	0	0	1	0	0	4	1	0	1					
14	Число погашенных открепительных удостоверений	106	6	7	9	1	8	9	10	5	2	2	0	5	3	1	0	1	2	8	2	2	1	10	9	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	"1. ""ЕДИНЕНИЕ"""	79	8	0	3	3	5	9	9	7	0	1	5	2	1	4	3	0	0	1	1	0	4	4	4	5					
		1.13%	1.27%	0.0%	0.67%	0.97%	1.01%	2.15%	2.01%	2.11%	0.0%	0.58%	2.64%	0.67%	0.55%	1.78%	0.99%	0.0%	0.0%	0.40%	1.78%	0.0%	1.77%	0.87%	0.77%	2.27%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	74	6	4	4	5	6	5	6	1	4	1	0	3	3	1	5	2	2	5	0	4	3	2	1	1					
		1.06%	0.95%	0.88%	0.89%	1.62%	1.21%	1.19%	1.34%	0.30%	3.22%	0.58%	0.0%	1.01%	1.65%	0.44%	1.66%	2.66%	2.08%	2.01%	0.0%	11.76%	1.33%	0.43%	0.19%	0.45%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	144	7	7	5	4	9	8	10	5	9	8	3	5	6	4	6	1	3	9	0	1	9	9	8	8					
		2.07%	1.11%	1.55%	1.11%	1.29%	1.81%	1.91%	2.24%	1.51%	7.25%	4.65%	1.58%	1.69%	3.31%	1.78%	1.99%	1.33%	3.12%	3.62%	0.0%	2.94%	4.0%	1.96%	1.55%	3.63%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	98	4	1	8	3	3	8	10	5	2	1	1	9	6	7	3	0	2	1	0	0	4	7	7	6					
		1.41%	0.63%	0.22%	1.78%	0.97%	0.60%	1.91%	2.24%	1.51%	1.61%	0.58%	0.52%	3.05%	3.31%	3.12%	0.99%	0.0%	2.08%	0.40%	0.0%	0.0%	1.77%	1.53%	1.35%	2.72%					
22	"5. ""За Русь Святую"""	40	0	3	4	2	4	2	3	0	1	4	1	2	0	1	0	1	1	1	0	0	0	6	4	0					
		0.57%	0.0%	0.66%	0.89%	0.64%	0.80%	0.47%	0.67%	0.0%	0.80%	2.32%	0.52%	0.67%	0.0%	0.44%	0.0%	1.33%	1.04%	0.40%	0.0%	0.0%	0.0%	1.31%	0.77%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	19	0	0	2	1	0	1	2	2	1	0	0	1	0	0	0	0	1	2	0	0	0	3	1	2					
		0.27%	0.0%	0.0%	0.44%	0.32%	0.0%	0.23%	0.44%	0.60%	0.80%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	1.04%	0.80%	0.0%	0.0%	0.0%	0.65%	0.19%	0.90%					
24	"7. ""Новый курс - Автомобильная Россия"""	25	3	1	0	1	1	0	3	1	1	0	0	1	1	2	1	0	0	0	0	0	1	2	4	2					
		0.36%	0.47%	0.22%	0.0%	0.32%	0.20%	0.0%	0.67%	0.30%	0.80%	0.0%	0.0%	0.33%	0.55%	0.89%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.43%	0.77%	0.90%					
25	"8. ""Народно-республиканская партия России"""	10	0	1	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	2					
		0.14%	0.0%	0.22%	0.22%	0.32%	0.0%	0.23%	0.0%	0.30%	0.0%	0.0%	0.52%	0.0%	0.0%	0.44%	0.0%	1.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.90%					
26	"9. ""Российская экологическая партия ""Зеленые"""	22	2	1	2	1	3	0	3	0	0	1	1	0	0	0	1	0	0	0	0	1	2	1	2	1					
		0.31%	0.31%	0.22%	0.44%	0.32%	0.60%	0.0%	0.67%	0.0%	0.0%	0.58%	0.52%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	2.94%	0.88%	0.21%	0.38%	0.45%					
27	"10. ""Аграрная партия России"""	184	11	11	8	11	18	10	3	2	5	1	0	8	6	3	25	3	9	15	2	1	6	9	13	4					
		2.65%	1.75%	2.43%	1.78%	3.57%	3.63%	2.39%	0.67%	0.60%	4.03%	0.58%	0.0%	2.71%	3.31%	1.33%	8.30%	4.0%	9.37%	6.04%	3.57%	2.94%	2.66%	1.96%	2.52%	1.81%					
28	"11. ""Истинные патриоты России"""	15	0	1	0	0	0	0	4	0	0	0	0	1	0	1	2	0	1	0	0	0	0	0	3	2					
		0.21%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.89%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.44%	0.66%	0.0%	1.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.90%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	51	0	5	2	2	2	1	0	2	2	1	6	3	0	2	2	0	0	3	0	0	2	6	6	4					
		0.73%	0.0%	1.10%	0.44%	0.64%	0.40%	0.23%	0.0%	0.60%	1.61%	0.58%	3.17%	1.01%	0.0%	0.89%	0.66%	0.0%	0.0%	1.20%	0.0%	0.0%	0.88%	1.31%	1.16%	1.81%					
30	"13. ""Демократическая партия России"""	15	0	1	2	0	1	2	1	1	0	1	0	2	0	0	0	0	0	1	0	0	0	1	2	0					
		0.21%	0.0%	0.22%	0.44%	0.0%	0.20%	0.47%	0.22%	0.30%	0.0%	0.58%	0.0%	0.67%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.21%	0.38%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	13	2	0	0	0	0	1	1	1	0	0	0	2	0	0	0	1	0	1	0	0	0	1	2	1					
		0.18%	0.31%	0.0%	0.0%	0.0%	0.0%	0.23%	0.22%	0.30%	0.0%	0.0%	0.0%	0.67%	0.0%	0.0%	0.0%	1.33%	0.0%	0.40%	0.0%	0.0%	0.0%	0.21%	0.38%	0.45%					
32	"15. ""Партия СЛОН"""	15	0	0	0	1	3	1	1	0	0	0	0	2	0	1	1	0	1	2	0	1	0	1	0	0					
		0.21%	0.0%	0.0%	0.0%	0.32%	0.60%	0.23%	0.22%	0.0%	0.0%	0.0%	0.0%	0.67%	0.0%	0.44%	0.33%	0.0%	1.04%	0.80%	0.0%	2.94%	0.0%	0.21%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	822	111	84	68	50	68	49	13	39	9	19	16	32	21	15	28	1	1	30	0	1	33	52	62	20					
		11.85%	17.73%	18.62%	15.21%	16.23%	13.73%	11.75%	2.91%	11.78%	7.25%	11.04%	8.46%	10.84%	11.60%	6.69%	9.30%	1.33%	1.04%	12.09%	0.0%	2.94%	14.66%	11.37%	12.03%	9.09%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	36	3	0	1	1	2	2	2	2	1	1	0	2	0	0	3	3	1	2	0	0	1	2	5	2					
		0.51%	0.47%	0.0%	0.22%	0.32%	0.40%	0.47%	0.44%	0.60%	0.80%	0.58%	0.0%	0.67%	0.0%	0.0%	0.99%	4.0%	1.04%	0.80%	0.0%	0.0%	0.44%	0.43%	0.97%	0.90%					
35	"18. ""ЛДПР"""	1193	97	46	73	40	69	76	97	70	27	18	29	68	30	46	68	21	20	43	8	2	38	91	78	38					
		17.20%	15.49%	10.19%	16.33%	12.98%	13.93%	18.22%	21.74%	21.14%	21.77%	10.46%	15.34%	23.05%	16.57%	20.53%	22.59%	28.0%	20.83%	17.33%	14.28%	5.88%	16.88%	19.91%	15.14%	17.27%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	108	13	5	8	5	6	7	4	4	3	2	0	6	2	3	7	0	1	4	0	1	2	11	8	6					
		1.55%	2.07%	1.10%	1.78%	1.62%	1.21%	1.67%	0.89%	1.20%	2.41%	1.16%	0.0%	2.03%	1.10%	1.33%	2.32%	0.0%	1.04%	1.61%	0.0%	2.94%	0.88%	2.40%	1.55%	2.72%					
37	"20. ""Политическая партия ""Единая Россия"""	2488	184	170	157	121	178	167	217	90	38	92	78	95	85	95	78	21	38	49	40	12	67	142	188	86					
