Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Гордеевская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296					
1	"Число избирателей, внесенных в список избирателей"	8742	2356	178	146	899	363	294	105	159	221	167	342	263	44	1173	263	318	171	117	280	344	136	198	205					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9083	2477	187	149	904	372	301	111	165	225	175	354	267	51	1186	263	354	177	120	305	352	154	211	223					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6986	1613	157	128	676	280	237	95	124	188	144	319	236	43	980	258	272	167	110	263	250	97	172	177					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	601	59	15	11	203	65	29	0	17	8	13	14	7	0	31	0	21	0	0	0	46	30	12	20					
6	Число погашенных избирательных бюллетеней	1496	805	15	10	25	27	35	16	24	29	18	21	24	8	175	5	61	10	10	42	56	27	27	26					
7	Число избирательных бюллетеней в переносных ящиках для голосования	601	59	15	11	203	65	29	0	17	8	13	14	7	0	31	0	21	0	0	0	46	30	12	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6986	1613	157	128	676	280	237	95	124	188	144	319	236	43	980	258	272	167	110	263	250	97	172	177					
9	Число недействительных избирательных бюллетеней	21	7	0	2	4	0	0	0	0	0	0	0	1	0	2	0	2	0	0	0	3	0	0	0					
10	Число действительных избирательных бюллетеней	7566	1665	172	137	875	345	266	95	141	196	157	333	242	43	1009	258	291	167	110	263	293	127	184	197					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	111	31	3	0	6	0	5	1	2	3	6	7	3	0	7	2	4	1	1	20	2	1	3	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	101	31	3	0	6	0	4	0	1	3	6	5	2	0	7	2	4	1	0	17	2	1	3	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	17	6	0	0	1	0	0	1	0	0	0	2	2	0	2	0	1	0	1	0	0	0	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	10	0	0	0	0	0	1	1	1	0	0	2	1	0	0	0	0	0	1	3	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	38	19	0	0	2	1	2	0	0	0	0	1	1	0	3	0	0	2	0	0	0	1	2	4					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	244	45	11	3	30	4	15	10	4	8	6	10	10	0	33	5	21	12	1	2	8	0	1	5					
		3.22%	2.69%	6.40%	2.16%	3.41%	1.16%	5.64%	10.53%	2.84%	4.08%	3.82%	3.00%	4.12%	0.00%	3.26%	1.94%	7.17%	7.19%	0.91%	0.76%	2.70%	0.00%	0.54%	2.54%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	110	7	5	4	24	10	2	0	4	2	2	6	2	1	5	4	15	3	1	0	9	0	2	2					
		1.45%	0.42%	2.91%	2.88%	2.73%	2.90%	0.75%	0.00%	2.84%	1.02%	1.27%	1.80%	0.82%	2.33%	0.49%	1.55%	5.12%	1.80%	0.91%	0.00%	3.04%	0.00%	1.09%	1.02%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	10	5	0	0	2	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0					
		0.13%	0.30%	0.00%	0.00%	0.23%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	444	148	10	5	59	22	6	1	13	3	2	21	10	0	52	12	35	6	8	7	12	2	8	2					
		5.85%	8.85%	5.81%	3.60%	6.71%	6.38%	2.26%	1.05%	9.22%	1.53%	1.27%	6.31%	4.12%	0.00%	5.14%	4.65%	11.95%	3.59%	7.27%	2.66%	4.05%	1.57%	4.35%	1.02%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	9	4	0	0	1	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0					
		0.12%	0.24%	0.00%	0.00%	0.11%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6745	1455	146	125	759	307	241	84	120	183	147	293	220	42	916	237	220	146	100	254	264	125	173	188					
		88.90%	87.02%	84.88%	89.93%	86.35%	88.99%	90.60%	88.42%	85.11%	93.37%	93.63%	87.99%	90.53%	97.67%	90.60%	91.86%	75.09%	87.43%	90.91%	96.58%	89.19%	98.43%	94.02%	95.43%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	4	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0					
		0.05%	0.06%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
