Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Гордеевская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304					
1	"Число избирателей, внесенных в списки избирателей"	9387	2244	207	200	903	376	319	142	260	203	204	413	261	67	1183	303	351	187	134	342	374	86	153	219	256					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9550	2280	210	200	920	380	320	150	260	210	200	400	260	70	1200	310	350	190	150	350	390	100	160	220	270					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7779	1631	189	169	779	271	277	129	216	187	182	311	250	66	1007	294	306	177	121	324	301	73	135	182	202					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	609	97	16	23	87	72	24	5	31	10	12	54	0	0	26	0	27	0	0	0	52	6	12	20	35					
6	Число погашенных избирательных бюллетеней	1161	551	5	8	54	37	19	16	13	13	6	35	10	4	167	16	17	13	29	26	37	21	13	18	33					
7	Число избирательных бюллетеней в переносных ящиках для голосования	609	97	16	23	87	72	24	5	31	10	12	54	0	0	26	0	27	0	0	0	52	6	12	20	35					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7779	1631	189	169	779	271	277	129	216	187	182	311	250	66	1007	294	306	177	121	324	301	73	135	182	202					
9	Число недействительных избирательных бюллетеней	124	22	0	2	8	2	1	0	0	8	7	1	0	0	38	2	5	0	2	13	0	0	1	11	1					
10	Число действительных избирательных бюллетеней	8264	1706	205	190	858	341	300	134	247	189	187	364	250	66	995	292	328	177	119	311	353	79	146	191	236					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	136	41	4	4	11	4	1	4	4	0	0	4	4	4	11	4	4	4	4	4	4	4	4	4	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	69	41	0	1	5	0	1	0	0	0	0	0	0	0	7	0	0	1	2	4	3	0	0	1	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	45	11	1	0	3	2	0	0	2	2	0	1	2	0	4	1	2	1	2	2	3	0	0	2	4					
14	Число погашенных неиспользованных открепительных удостоверений	67	0	4	3	6	4	0	4	4	0	0	4	4	4	4	4	4	3	2	0	1	4	4	3	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	1.Политическая партия «Аграрная партия России»	90	24	0	4	8	6	3	1	1	3	4	6	3	0	11	1	1	1	2	0	7	0	0	4	0					
		1.07%	1.39%	0.00%	2.08%	0.92%	1.75%	0.99%	0.75%	0.40%	1.52%	2.06%	1.64%	1.20%	0.00%	1.06%	0.34%	0.30%	0.56%	1.65%	0.00%	1.98%	0.00%	0.00%	1.98%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	9	5	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.11%	0.29%	0.00%	0.00%	0.23%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0					
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	796	267	4	23	41	36	15	3	34	7	5	47	10	2	127	23	26	8	11	11	30	3	20	29	14					
		9.49%	15.45%	1.95%	11.98%	4.73%	10.50%	4.98%	2.24%	13.77%	3.55%	2.58%	12.88%	4.00%	3.03%	12.29%	7.82%	7.81%	4.52%	9.09%	3.40%	8.50%	3.80%	13.61%	14.36%	5.91%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	9	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0					
		0.11%	0.17%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.13%	0.83%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
