Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Питерская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395					
1	"Число избирателей, внесенных в списки избирателей"	13579	2324	1826	710	975	674	197	723	471	636	743	133	1050	696	95	74	521	90	751	132	341	417					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13752	2371	1804	717	998	672	197	758	479	660	747	136	1057	711	97	94	535	95	743	130	339	412					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8765	1512	1172	479	594	451	146	498	279	351	475	101	641	451	47	64	330	75	516	108	246	229					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1276	152	145	67	104	35	11	44	30	54	98	7	133	48	27	10	120	15	75	6	12	83					
6	Число погашенных избирательных бюллетеней	3711	707	487	171	300	186	40	216	170	255	174	28	283	212	23	20	85	5	152	16	81	100					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1276	152	145	67	104	35	11	44	30	54	98	7	133	48	27	10	120	15	75	6	12	83					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8762	1512	1169	479	594	451	146	498	279	351	475	101	641	451	47	64	330	75	516	108	246	229					
9	Число недействительных избирательных бюллетеней	193	31	30	9	0	3	5	15	9	14	10	1	14	10	0	0	15	0	13	0	6	8					
10	Число действительных избирательных бюллетеней	9845	1633	1284	537	698	483	152	527	300	391	563	107	760	489	74	74	435	90	578	114	252	304					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	267	85	71	3	5	3	0	25	13	13	3	0	12	11	1	0	6	0	2	0	4	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	267	85	71	3	5	3	0	25	13	13	3	0	12	11	1	0	6	0	2	0	4	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	49	5	8	5	0	4	2	1	2	0	4	0	2	2	0	2	4	0	3	2	0	3					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	8	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	1.Политическая партия «Аграрная партия России»	193	47	28	4	6	9	7	9	7	8	7	3	17	11	0	4	11	0	6	2	3	4					
		1.92%	2.82%	2.13%	0.73%	0.86%	1.85%	4.46%	1.66%	2.27%	1.98%	1.22%	2.78%	2.20%	2.20%	0.00%	5.41%	2.44%	0.00%	1.02%	1.75%	1.16%	1.28%					
19	2.Всероссийская политическая партия «Гражданская Сила»	17	4	4	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	2	0	1	1					
		0.17%	0.24%	0.30%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.13%	0.20%	0.00%	0.00%	0.22%	0.00%	0.34%	0.00%	0.39%	0.32%					
20	3.Политическая партия «Демократическая партия России»	8	1	0	0	0	0	0	0	1	0	2	0	0	2	0	2	0	0	0	0	0	0					
		0.08%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.35%	0.00%	0.00%	0.40%	0.00%	2.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	842	137	96	28	60	56	16	66	34	12	41	8	103	51	7	2	29	2	43	7	25	19					
		8.39%	8.23%	7.31%	5.13%	8.60%	11.52%	10.19%	12.18%	11.00%	2.96%	7.16%	7.41%	13.31%	10.22%	9.46%	2.70%	6.44%	2.22%	7.28%	6.14%	9.69%	6.09%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	8	2	0	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.08%	0.12%	0.00%	0.37%	0.29%	0.00%	0.00%	0.18%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	10	2	5	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0					
		0.10%	0.12%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.13%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	474	110	71	9	8	29	7	32	22	6	13	5	48	19	0	4	19	2	33	8	12	17					
		4.72%	6.61%	5.40%	1.65%	1.15%	5.97%	4.46%	5.90%	7.12%	1.48%	2.27%	4.63%	6.20%	3.81%	0.00%	5.41%	4.22%	2.22%	5.58%	7.02%	4.65%	5.45%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	645	136	98	21	71	20	6	44	18	24	25	2	43	30	3	8	18	1	33	2	22	20					
		6.43%	8.17%	7.46%	3.85%	10.17%	4.12%	3.82%	8.12%	5.83%	5.93%	4.36%	1.85%	5.56%	6.01%	4.05%	10.81%	4.00%	1.11%	5.58%	1.75%	8.53%	6.41%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	40	6	4	3	0	2	0	1	2	1	2	0	2	3	0	5	4	0	1	0	0	4					
		0.40%	0.36%	0.30%	0.55%	0.00%	0.41%	0.00%	0.18%	0.65%	0.25%	0.35%	0.00%	0.26%	0.60%	0.00%	6.76%	0.89%	0.00%	0.17%	0.00%	0.00%	1.28%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7569	1176	967	467	549	367	116	374	211	338	472	89	545	366	64	49	353	85	459	95	188	239					
		75.40%	70.67%	73.59%	85.53%	78.65%	75.51%	73.89%	69.00%	68.28%	83.46%	82.37%	82.41%	70.41%	73.35%	86.49%	66.22%	78.44%	94.44%	77.66%	83.33%	72.87%	76.60%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	39	12	11	2	2	0	0	0	3	1	1	0	0	5	0	0	0	0	1	0	1	0					
		0.39%	0.72%	0.84%	0.37%	0.29%	0.00%	0.00%	0.00%	0.97%	0.25%	0.17%	0.00%	0.00%	1.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.39%	0.00%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
