Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Сосновоборская городская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962					
1	"Число избирателей, внесенных в списки избирателей"	55090	2376	2975	2978	2844	3053	2673	2705	2750	2565	2607	2505	2814	2576	2910	2797	2598	2627	2690	2985	3062					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	49600	1900	2700	2700	2550	2650	2400	2450	2450	2350	2400	2300	2700	2350	2600	2550	2350	2350	2450	2700	2700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	33714	1343	1786	1799	1676	1583	1700	1737	1548	1572	1631	1540	1828	1654	1803	1689	1648	1700	1606	1905	1966					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	468	5	28	45	73	87	17	14	21	18	16	8	20	16	11	25	19	10	10	8	17					
6	Число погашенных избирательных бюллетеней	15418	552	886	856	801	980	683	699	881	760	753	752	852	680	786	836	683	640	834	787	717					
7	Число избирательных бюллетеней в переносных ящиках для голосования	468	5	28	45	73	87	17	14	21	18	16	8	20	16	11	25	19	10	10	8	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	33656	1341	1780	1798	1676	1577	1694	1736	1548	1568	1631	1540	1827	1649	1799	1687	1648	1694	1593	1904	1966					
9	Число недействительных избирательных бюллетеней	421	11	21	24	22	30	19	19	18	25	27	18	17	13	25	17	22	29	18	21	25					
10	Число действительных избирательных бюллетеней	33703	1335	1787	1819	1727	1634	1692	1731	1551	1561	1620	1530	1830	1652	1785	1695	1645	1675	1585	1891	1958					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	940	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	408	19	24	18	22	18	16	23	23	25	35	17	16	26	12	18	16	18	20	25	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	321	16	21	14	19	40	15	16	20	9	17	7	11	9	13	10	16	19	17	21	11					
14	Число погашенных неиспользованных открепительных удостоверений	532	28	23	29	25	29	31	24	24	22	12	30	31	21	35	29	31	29	27	22	30					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	32	2	2	3	3	4	1	3	2	1	2	1	0	1	1	0	1	1	1	0	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	1.Политическая партия «Аграрная партия России»	933	13	61	62	43	49	48	43	53	42	46	36	48	45	53	51	37	56	33	61	53					
		2.73%	0.97%	3.37%	3.36%	2.46%	2.94%	2.81%	2.46%	3.38%	2.65%	2.79%	2.33%	2.60%	2.70%	2.93%	2.98%	2.22%	3.29%	2.06%	3.19%	2.67%					
19	2.Всероссийская политическая партия «Гражданская Сила»	729	15	38	32	31	30	37	32	28	17	34	32	21	49	42	19	50	54	42	48	78					
		2.14%	1.11%	2.10%	1.74%	1.77%	1.80%	2.16%	1.83%	1.78%	1.07%	2.06%	2.07%	1.14%	2.94%	2.32%	1.11%	2.99%	3.17%	2.62%	2.51%	3.93%					
20	3.Политическая партия «Демократическая партия России»	52	1	7	0	6	3	3	1	3	2	2	2	0	2	4	1	2	2	2	5	4					
		0.15%	0.07%	0.39%	0.00%	0.34%	0.18%	0.18%	0.06%	0.19%	0.13%	0.12%	0.13%	0.00%	0.12%	0.22%	0.06%	0.12%	0.12%	0.12%	0.26%	0.20%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4961	76	312	363	296	260	272	267	251	225	207	234	203	241	253	234	281	221	243	277	245					
		14.54%	5.65%	17.26%	19.70%	16.92%	15.63%	15.90%	15.26%	15.99%	14.19%	12.57%	15.12%	10.99%	14.47%	13.98%	13.67%	16.86%	12.97%	15.16%	14.49%	12.36%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	588	12	44	27	24	31	21	31	24	26	18	33	25	23	35	25	25	32	42	38	52					
		1.72%	0.89%	2.43%	1.47%	1.37%	1.86%	1.23%	1.77%	1.53%	1.64%	1.09%	2.13%	1.35%	1.38%	1.93%	1.46%	1.50%	1.88%	2.62%	1.99%	2.62%					
23	6.Политическая партия «Партия социальной справедливости»	110	2	7	3	5	12	2	9	3	5	1	4	7	8	4	9	2	9	7	4	7					
		0.32%	0.15%	0.39%	0.16%	0.29%	0.72%	0.12%	0.51%	0.19%	0.32%	0.06%	0.26%	0.38%	0.48%	0.22%	0.53%	0.12%	0.53%	0.44%	0.21%	0.35%					
24	7.Политическая партия «Либерально-демократическая партия России»	2648	151	109	115	114	178	113	107	167	106	136	102	137	100	174	119	136	148	107	162	167					
		7.76%	11.22%	6.03%	6.24%	6.52%	10.70%	6.60%	6.11%	10.64%	6.68%	8.26%	6.59%	7.42%	6.01%	9.61%	6.95%	8.16%	8.69%	6.67%	8.47%	8.42%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4641	80	257	238	237	148	283	312	217	207	234	203	237	286	217	268	258	249	211	220	279					
		13.60%	5.94%	14.21%	12.91%	13.55%	8.89%	16.54%	17.83%	13.83%	13.05%	14.21%	13.11%	12.83%	17.18%	11.99%	15.65%	15.48%	14.61%	13.16%	11.51%	14.07%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	353	5	12	27	12	25	22	22	16	12	16	29	15	22	11	18	16	14	26	15	18					
		1.03%	0.37%	0.66%	1.47%	0.69%	1.50%	1.29%	1.26%	1.02%	0.76%	0.97%	1.87%	0.81%	1.32%	0.61%	1.05%	0.96%	0.82%	1.62%	0.78%	0.91%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	17631	961	887	899	901	862	850	848	752	884	888	809	1082	805	930	906	778	807	812	994	976					
		51.67%	71.40%	49.06%	48.78%	51.52%	51.80%	49.68%	48.46%	47.93%	55.74%	53.92%	52.26%	58.58%	48.35%	51.38%	52.92%	46.67%	47.36%	50.66%	51.99%	49.22%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1057	19	53	53	58	36	41	59	37	35	38	46	55	71	62	45	60	83	60	67	79					
		3.10%	1.41%	2.93%	2.88%	3.32%	2.16%	2.40%	3.37%	2.36%	2.21%	2.31%	2.97%	2.98%	4.26%	3.43%	2.63%	3.60%	4.87%	3.74%	3.50%	3.98%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
