Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																				
Дата голосования: 02.12.2007																				
																				
Наименование Избирательной комиссии:    Фокинская																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193					
1	"Число избирателей, внесенных в списки избирателей"	23968	2474	2141	2189	1743	2214	2254	1023	2134	801	837	1968	2190	2000					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23820	2475	2110	2175	1775	2225	2260	980	2135	705	870	1975	2125	2010					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14510	1315	1194	1340	1044	1318	1446	801	1429	499	661	1147	1279	1037					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	309	20	24	34	13	21	15	9	24	58	24	24	29	14					
6	Число погашенных избирательных бюллетеней	9001	1140	892	801	718	886	799	170	682	148	185	804	817	959					
7	Число избирательных бюллетеней в переносных ящиках для голосования	309	20	24	34	13	21	15	9	24	58	24	24	29	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14507	1314	1194	1340	1044	1317	1446	801	1429	498	661	1147	1279	1037					
9	Число недействительных избирательных бюллетеней	193	14	15	20	10	16	13	4	14	5	18	22	22	20					
10	Число действительных избирательных бюллетеней	14623	1320	1203	1354	1047	1322	1448	806	1439	551	667	1149	1286	1031					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	739	45	40	60	60	60	95	60	60	60	34	55	55	55					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	366	23	18	20	25	29	84	29	35	14	16	11	55	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	233	22	17	12	16	19	43	6	21	40	3	7	18	9					
14	Число погашенных неиспользованных открепительных удостоверений	373	22	22	40	35	31	11	31	25	46	18	44	0	48					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	157	4	4	4	9	8	10	14	101	3	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	1.Политическая партия «Аграрная партия России»	247	21	22	29	12	31	22	5	29	3	7	23	30	13					
		1.67%	1.57%	1.81%	2.11%	1.14%	2.32%	1.51%	0.62%	1.99%	0.54%	1.02%	1.96%	2.29%	1.24%					
19	2.Всероссийская политическая партия «Гражданская Сила»	133	12	15	10	11	14	22	7	18	1	2	6	4	11					
		0.90%	0.90%	1.23%	0.73%	1.04%	1.05%	1.51%	0.86%	1.24%	0.18%	0.29%	0.51%	0.31%	1.05%					
20	3.Политическая партия «Демократическая партия России»	16	6	1	1	1	0	2	0	2	1	0	0	2	0					
		0.11%	0.45%	0.08%	0.07%	0.09%	0.00%	0.14%	0.00%	0.14%	0.18%	0.00%	0.00%	0.15%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1122	116	127	120	100	130	114	42	116	13	42	71	65	66					
		7.57%	8.70%	10.43%	8.73%	9.46%	9.72%	7.80%	5.19%	7.98%	2.34%	6.13%	6.06%	4.97%	6.28%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	100	9	15	11	8	6	16	5	7	2	0	9	7	5					
		0.67%	0.67%	1.23%	0.80%	0.76%	0.45%	1.10%	0.62%	0.48%	0.36%	0.00%	0.77%	0.54%	0.48%					
23	6.Политическая партия «Партия социальной справедливости»	57	5	2	8	5	5	3	2	5	4	2	5	5	6					
		0.38%	0.37%	0.16%	0.58%	0.47%	0.37%	0.21%	0.25%	0.34%	0.72%	0.29%	0.43%	0.38%	0.57%					
24	7.Политическая партия «Либерально-демократическая партия России»	2219	214	177	227	175	196	241	138	257	78	89	128	169	130					
