Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Пронская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	27021	530	352	720	127	306	88	314	473	1026	294	222	750	166	436	474	697	375	133	102	1030	1356	1253	678	1631	1422	1494	1609	1617	2161	1666	1606	1913									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	27400	550	350	740	130	310	100	320	480	1050	300	220	780	160	450	480	700	390	130	100	1060	1390	1290	700	1650	1430	1510	1620	1620	2150	1690	1610	1940									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10941	367	103	310	54	130	41	111	216	321	96	89	242	58	156	183	257	168	61	26	477	422	530	192	554	478	641	709	732	1106	675	649	787									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	758	56	13	25	26	31	25	48	29	59	34	5	51	9	18	22	25	29	14	21	39	33	20	31	10	14	9	14	17	13	5	5	8									
6	Число погашенных избирательных бюллетеней	15701	127	234	405	50	149	34	161	235	670	170	126	487	93	276	275	418	193	55	53	544	935	740	477	1086	938	860	897	871	1031	1010	956	1145									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	758	56	13	25	26	31	25	48	29	59	34	5	51	9	18	22	25	29	14	21	39	33	20	31	10	14	9	14	17	13	5	5	8									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	10941	367	103	310	54	130	41	111	216	321	96	89	242	58	156	183	257	168	61	26	477	422	530	192	554	478	641	709	732	1106	675	649	787									
9	Число недействительных избирательных бюллетеней	215	2	2	3	1	0	1	1	1	8	0	3	6	1	5	14	1	5	3	2	12	5	32	6	13	7	11	8	14	7	12	14	15									
10	Число действительных избирательных бюллетеней	11484	421	114	332	79	161	65	158	244	372	130	91	287	66	169	191	281	192	72	45	504	450	518	217	551	485	639	715	735	1112	668	640	780									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	321	26	5	9	7	5	5	3	7	22	3	3	16	3	3	3	5	3	3	3	22	24	25	6	11	13	18	8	11	8	13	8	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	259	26	5	9	7	5	5	3	7	15	1	3	16	0	3	3	5	3	3	0	22	22	24	6	6	7	7	7	8	6	8	5	12									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	117	3	3	0	1	5	3	3	0	7	3	1	3	1	2	3	3	2	5	2	6	3	0	2	4	4	4	10	6	20	3	4	1									
14	Число погашенных неиспользованных открепительных удостоверений	62	0	0	0	0	0	0	0	0	7	2	0	0	3	0	0	0	0	0	3	0	2	1	0	5	6	11	1	3	2	5	3	8									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	46	0	0	0	0	0	3	2	0	0	1	0	6	0	3	0	3	2	0	0	1	4	3	0	0	2	4	1	2	1	2	4	2									
