Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Усть-Пристанская 																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739					
1	"Число избирателей, внесенных в списки"	12274	273	922	702	216	472	1769	995	1010	100	621	166	788	410	795	1202	608	585	232	408					
2	"Число бюллетеней, полученных участковыми комиссиями"	12913	273	920	715	212	477	1700	900	1780	100	600	158	780	408	787	1200	690	580	233	400					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7905	203	439	466	174	345	1033	494	966	67	392	121	478	273	596	596	446	391	138	287					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	738	4	87	43	6	2	92	55	44	13	51	19	65	39	39	52	42	33	20	32					
6	Число погашенных бюллетеней	4270	66	394	206	32	130	575	351	770	20	157	18	237	96	152	552	202	156	75	81					
7	Число бюллетеней в переносных ящиках для голосования	738	4	87	43	6	2	92	55	44	13	51	19	65	39	39	52	42	33	20	32					
8	Число бюллетеней в стационарных ящиках для голосования	7902	203	439	466	174	345	1031	494	965	67	392	121	478	273	596	596	446	391	138	287					
9	Число недействительных бюллетеней	131	0	13	8	2	9	15	9	10	2	5	7	4	12	7	10	3	3	6	6					
10	Число действительных бюллетеней	8509	207	513	501	178	338	1108	540	999	78	438	133	539	300	628	638	485	421	152	313					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	83	5	4	4	2	5	8	5	5	2	3	2	5	2	7	5	5	4	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	24	0	3	0	0	0	7	0	2	0	1	0	1	0	0	5	1	3	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	18	2	2	0	1	0	1	2	1	1	0	1	0	0	0	1	0	2	1	3					
14	Число погашенных открепительных удостоверений	59	5	1	4	2	5	1	5	3	2	2	2	4	2	7	0	4	1	4	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	"1. ""ЕДИНЕНИЕ"""	104	4	5	7	4	8	6	5	16	1	2	2	6	5	6	8	9	4	4	2					
		1.20%	1.93%	0.95%	1.37%	2.22%	2.30%	0.53%	0.91%	1.58%	1.25%	0.45%	1.42%	1.10%	1.60%	0.94%	1.23%	1.84%	0.94%	2.53%	0.62%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	159	5	12	15	9	7	12	10	26	2	10	1	3	10	7	11	7	5	1	6					
		1.84%	2.41%	2.28%	2.94%	5.0%	2.01%	1.06%	1.82%	2.57%	2.5%	2.25%	0.71%	0.55%	3.20%	1.10%	1.69%	1.43%	1.17%	0.63%	1.88%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	262	4	15	16	6	7	37	15	29	3	21	3	19	13	15	21	12	14	3	9					
		3.03%	1.93%	2.85%	3.14%	3.33%	2.01%	3.29%	2.73%	2.87%	3.75%	4.74%	2.14%	3.49%	4.16%	2.36%	3.24%	2.45%	3.30%	1.89%	2.82%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	164	3	0	9	4	1	21	4	14	0	6	3	10	7	14	21	11	33	2	1					
		1.89%	1.44%	0.0%	1.76%	2.22%	0.28%	1.86%	0.72%	1.38%	0.0%	1.35%	2.14%	1.84%	2.24%	2.20%	3.24%	2.25%	7.78%	1.26%	0.31%					
