Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Дуванская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №1796	УИК №1797	УИК №1798	УИК №1799	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832					
1	"Число избирателей, внесенных в списки избирателей"	20918	675	1126	968	866	1305	149	847	649	532	326	277	565	298	439	247	276	653	463	828	158	1050	499	464	1047	369	166	203	222	377	765	783	354	688	428	588	777	491					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	21221	671	1149	973	871	1323	151	853	652	539	327	281	575	300	446	257	298	654	465	841	165	1082	505	468	1067	373	167	208	225	379	778	796	357	703	432	593	796	501					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19198	648	1060	938	844	1255	141	792	584	473	324	272	506	287	406	233	268	591	403	617	149	1020	472	406	932	349	133	203	217	366	744	630	332	625	411	500	580	487					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1289	16	34	11	10	22	6	29	51	40	0	0	58	10	25	11	5	44	51	198	7	10	23	52	99	13	33	0	0	3	17	88	15	52	10	78	168	0					
6	Число погашенных избирательных бюллетеней	734	7	55	24	17	46	4	32	17	26	3	9	11	3	15	13	25	19	11	26	9	52	10	10	36	11	1	5	8	10	17	78	10	26	11	15	48	14					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1289	16	34	11	10	22	6	29	51	40	0	0	58	10	25	11	5	44	51	198	7	10	23	52	99	13	33	0	0	3	17	88	15	52	10	78	168	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19198	648	1060	938	844	1255	141	792	584	473	324	272	506	287	406	233	268	591	403	617	149	1020	472	406	932	349	133	203	217	366	744	630	332	625	411	500	580	487					
9	Число недействительных избирательных бюллетеней	111	0	34	0	0	10	1	0	0	1	0	0	3	12	0	0	2	2	7	0	0	3	0	1	3	0	0	0	1	0	3	2	0	0	2	0	14	10					
10	Число действительных избирательных бюллетеней	20376	664	1060	949	854	1267	146	821	635	512	324	272	561	285	431	244	271	633	447	815	156	1027	495	457	1028	362	166	203	216	369	758	716	347	677	419	578	734	477					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	199	3	11	8	10	8	0	2	0	5	0	3	8	0	5	8	10	2	2	13	5	20	2	3	13	2	0	0	0	0	11	10	2	5	5	4	15	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	199	3	11	8	10	8	0	2	0	5	0	3	8	0	5	8	10	2	2	13	5	20	2	3	13	2	0	0	0	0	11	10	2	5	5	4	15	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	49	9	2	0	1	4	0	0	1	2	1	1	1	0	0	1	1	0	2	4	0	0	0	3	2	0	1	0	2	0	2	0	1	2	2	2	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	1.Политическая партия «Аграрная партия России»	87	0	0	1	2	10	0	2	1	3	0	1	0	0	1	3	1	0	0	18	0	0	7	2	0	0	0	0	1	6	0	0	1	0	3	0	22	2					
		0.42%	0.00%	0.00%	0.11%	0.23%	0.78%	0.00%	0.24%	0.16%	0.58%	0.00%	0.37%	0.00%	0.00%	0.23%	1.23%	0.37%	0.00%	0.00%	2.21%	0.00%	0.00%	1.41%	0.44%	0.00%	0.00%	0.00%	0.00%	0.46%	1.63%	0.00%	0.00%	0.29%	0.00%	0.71%	0.00%	2.94%	0.41%					
19	2.Всероссийская политическая партия «Гражданская Сила»	6	0	0	1	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.00%	0.00%	0.11%	0.00%	0.16%	0.00%	0.12%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
