Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    Реутовская городская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №2493	УИК №2494	УИК №2495	УИК №2496	УИК №2497	УИК №2498	УИК №2499	УИК №2500	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526	УИК №2527	УИК №2528	УИК №2529	УИК №2530	УИК №2531	УИК №2532					
1	"Число избирателей, внесенных в список избирателей"	67262	1706	2191	1737	1358	1676	1627	1472	1601	1315	1854	1598	1433	1662	1427	1603	1650	1760	1920	1625	1879	1815	1760	1866	1867	1547	1509	1735	2178	1750	1594	1619	1961	1778	1553	1637	1751	1434	1493	1657	1664					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	59000	1500	2000	1600	1200	1500	1500	1300	1500	1200	1700	1400	1300	1600	1300	1500	1400	1400	1600	1400	1600	1500	1500	1600	1600	1400	1400	1400	1600	1500	1300	1400	1700	1500	1400	1500	1600	1300	1300	1500	1500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	44447	1191	1705	1435	1087	1343	1320	1062	1134	852	1433	1014	1094	1182	1007	1145	1007	1266	1258	1176	1120	934	1270	934	1175	1145	991	1141	1120	913	1157	839	1343	1092	879	978	1030	970	889	932	884					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	632	5	8	14	6	6	13	7	7	14	14	13	5	7	6	10	19	17	17	32	68	11	16	43	12	19	22	17	19	14	18	21	25	19	10	19	3	16	18	11	11					
6	Число погашенных избирательных бюллетеней	13921	304	287	151	107	151	167	231	359	334	253	373	201	411	287	345	374	117	325	192	412	555	214	623	413	236	387	242	461	573	125	540	332	389	511	503	567	314	393	557	605					
7	Число избирательных бюллетеней в переносных ящиках для голосования	632	5	8	14	6	6	13	7	7	14	14	13	5	7	6	10	19	17	17	32	68	11	16	43	12	19	22	17	19	14	18	21	25	19	10	19	3	16	18	11	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	44372	1186	1705	1435	1087	1337	1320	1059	1134	838	1433	1006	1094	1182	1007	1145	995	1262	1258	1175	1106	931	1270	934	1173	1145	991	1141	1120	913	1157	839	1343	1092	879	978	1030	968	889	931	884					
9	Число недействительных избирательных бюллетеней	784	2	16	281	13	0	16	15	1	14	23	15	17	20	9	22	21	26	22	11	0	15	24	1	10	14	25	16	8	10	18	13	19	11	0	0	16	19	0	9	12					
10	Число действительных избирательных бюллетеней	44220	1189	1697	1168	1080	1343	1317	1051	1140	838	1424	1004	1082	1169	1004	1133	993	1253	1253	1196	1174	927	1262	976	1175	1150	988	1142	1131	917	1157	847	1349	1100	889	997	1017	965	907	933	883					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1358	45	45	35	40	35	35	35	50	40	45	35	34	36	35	40	35	25	35	45	45	24	30	25	35	25	25	25	29	25	25	40	40	35	40	35	30	25	20	30	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1115	41	42	26	39	28	34	34	37	38	33	16	28	27	25	32	27	25	35	35	34	18	30	17	30	20	18	22	29	15	18	30	29	32	36	30	27	22	10	27	19					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1887	51	40	13	18	12	13	14	6	8	16	17	35	4	19	15	45	79	75	10	120	53	10	101	115	19	15	135	208	93	143	50	125	109	12	19	10	19	13	17	11					
14	Число погашенных неиспользованных открепительных удостоверений	243	4	3	9	1	7	1	1	13	2	12	19	6	9	10	8	8	0	0	10	11	6	0	8	5	5	7	3	0	10	7	10	11	3	4	5	3	3	10	3	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	42	2	1	1	1	2	2	0	2	0	0	1	1	1	0	2	3	0	1	1	2	0	0	1	1	3	1	0	1	1	1	1	0	3	1	0	0	1	1	3	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2356	21	115	65	8	22	90	13	5	147	61	13	135	156	141	179	136	28	169	32	41	12	73	10	78	39	25	66	21	19	60	30	84	33	17	26	38	33	16	42	57					
		5.24%	1.76%	6.71%	4.49%	0.73%	1.64%	6.75%	1.22%	0.44%	17.25%	4.22%	1.28%	12.28%	13.12%	13.92%	15.50%	13.41%	2.19%	13.25%	2.65%	3.49%	1.27%	5.68%	1.02%	6.58%	3.35%	2.47%	5.70%	1.84%	2.05%	5.11%	3.49%	6.14%	2.97%	1.91%	2.61%	3.68%	3.35%	1.76%	4.46%	6.37%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1948	35	73	29	22	50	50	11	3	91	9	4	104	126	102	107	119	42	155	35	33	9	66	14	49	24	22	23	10	28	57	29	55	32	39	31	21	20	56	103	60					
