Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Буинская городская																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183					
1	"Число избирателей, внесенных в списки"	14261	1069	821	680	1121	834	730	1630	1419	1542	1232	1502	942	739					
2	"Число бюллетеней, полученных участковыми комиссиями"	13904	1037	783	641	1088	811	712	1579	1368	1485	1243	1508	907	742					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11840	841	613	582	939	633	599	1512	1231	1238	996	1303	702	651					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	558	58	19	15	72	41	23	55	14	11	128	38	48	36					
6	Число погашенных бюллетеней	1506	138	151	44	77	137	90	12	123	236	119	167	157	55					
7	Число бюллетеней в переносных ящиках для голосования	558	58	19	15	72	41	23	55	14	11	128	38	48	36					
8	Число бюллетеней в стационарных ящиках для голосования	11829	831	613	582	939	633	599	1512	1231	1238	995	1303	702	651					
9	Число недействительных бюллетеней	110	29	10	2	5	2	5	12	1	11	8	9	14	2					
10	Число действительных бюллетеней	12277	860	622	595	1006	672	617	1555	1244	1238	1115	1332	736	685					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	215	15	10	10	20	15	15	25	15	15	15	25	10	25					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	181	10	4	7	18	15	11	23	15	15	14	25	8	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	126	7	5	1	5	10	9	10	11	2	56	3	5	2					
14	Число погашенных открепительных удостоверений	34	5	6	3	2	0	4	2	0	0	1	0	2	9					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	1	0	0	0					
17	Число не учтенных при получении бюллетеней	1	0	0	0	0	0	0	0	0	0	1	0	0	0					
																				
18	"1. ""ЕДИНЕНИЕ"""	156	15	13	15	11	13	2	3	16	18	0	26	17	7					
		1.25%	1.68%	2.05%	2.51%	1.08%	1.92%	0.32%	0.19%	1.28%	1.44%	0.0%	1.93%	2.26%	1.01%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	50	3	5	5	0	5	4	1	1	3	5	9	4	5					
		0.40%	0.33%	0.79%	0.83%	0.0%	0.74%	0.64%	0.06%	0.08%	0.24%	0.44%	0.67%	0.53%	0.72%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	103	23	7	1	10	10	2	0	0	18	2	12	15	3					
		0.83%	2.58%	1.10%	0.16%	0.98%	1.48%	0.32%	0.0%	0.0%	1.44%	0.17%	0.89%	2.0%	0.43%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	120	7	11	7	5	14	5	1	7	27	4	13	15	4					
		0.96%	0.78%	1.74%	1.17%	0.49%	2.07%	0.80%	0.06%	0.56%	2.16%	0.35%	0.96%	2.0%	0.58%					
22	"5. ""За Русь Святую"""	32	3	0	0	0	5	1	2	0	10	0	9	2	0					
