Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Гусевская																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130					
1	"Число избирателей, внесенных в списки"	26717	1782	1985	2711	1223	1459	1795	2197	1641	2423	2008	1117	137	556	419	769	611	589	628	694	974	314	685					
2	"Число бюллетеней, полученных участковыми комиссиями"	24620	1700	1800	2500	1100	1400	1500	2000	1500	2400	1800	1000	120	550	400	750	550	550	550	650	900	300	600					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14031	1034	1057	1524	581	927	905	1077	962	1409	1189	527	28	232	218	322	225	266	322	314	379	194	339					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	532	13	27	17	26	5	17	16	15	44	37	33	80	46	14	18	8	19	7	18	27	0	45					
6	Число погашенных бюллетеней	10057	653	716	959	493	468	578	907	523	947	574	440	12	272	168	410	317	265	221	318	494	106	216					
7	Число бюллетеней в переносных ящиках для голосования	532	13	27	17	26	5	17	16	15	44	37	33	80	46	14	18	8	19	7	18	27	0	45					
8	Число бюллетеней в стационарных ящиках для голосования	14026	1034	1056	1523	581	926	905	1076	962	1408	1189	527	28	232	218	322	225	266	322	314	379	194	339					
9	Число недействительных бюллетеней	168	6	9	12	5	10	10	11	11	5	10	3	1	10	7	7	12	5	12	5	7	4	6					
10	Число действительных бюллетеней	14390	1041	1074	1528	602	921	912	1081	966	1447	1216	557	107	268	225	333	221	280	317	327	399	190	378					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	210	15	15	20	10	10	10	25	10	20	15	5	0	5	5	5	5	5	5	5	10	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	65	9	3	14	3	3	2	6	4	8	4	2	0	0	1	2	0	0	2	0	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	35	4	4	4	1	2	1	2	2	4	2	0	0	1	0	1	2	0	1	1	1	2	0					
14	Число погашенных открепительных удостоверений	145	6	12	6	7	7	8	19	6	12	11	3	0	5	4	3	5	5	3	5	10	5	3					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	"1. ""ЕДИНЕНИЕ"""	177	9	13	17	7	12	11	10	5	14	4	3	1	6	6	10	6	11	7	3	5	13	4					
		1.21%	0.85%	1.20%	1.10%	1.15%	1.28%	1.19%	0.91%	0.51%	0.96%	0.32%	0.53%	0.92%	2.15%	2.58%	2.94%	2.57%	3.85%	2.12%	0.90%	1.23%	6.70%	1.04%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	297	24	23	43	13	30	6	32	27	33	24	9	0	3	1	5	5	3	5	3	4	2	2					
		2.04%	2.29%	2.12%	2.79%	2.14%	3.22%	0.65%	2.93%	2.76%	2.27%	1.95%	1.60%	0.0%	1.07%	0.43%	1.47%	2.14%	1.05%	1.51%	0.90%	0.98%	1.03%	0.52%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	366	33	35	46	12	17	17	19	29	29	45	20	1	8	6	1	5	5	8	12	6	6	6					
		2.51%	3.15%	3.23%	2.98%	1.97%	1.82%	1.84%	1.73%	2.96%	1.99%	3.67%	3.57%	0.92%	2.87%	2.58%	0.29%	2.14%	1.75%	2.43%	3.61%	1.47%	3.09%	1.56%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	510	39	41	66	36	26	32	37	48	65	59	21	3	5	0	1	5	3	5	4	7	4	3					
		3.50%	3.72%	3.78%	4.28%	5.93%	2.79%	3.47%	3.38%	4.91%	4.47%	4.81%	3.74%	2.77%	1.79%	0.0%	0.29%	2.14%	1.05%	1.51%	1.20%	1.72%	2.06%	0.78%					
22	"5. ""За Русь Святую"""	37	4	1	4	1	5	1	2	2	2	5	2	0	0	1	0	1	1	1	0	2	1	1					
		0.25%	0.38%	0.09%	0.25%	0.16%	0.53%	0.10%	0.18%	0.20%	0.13%	0.40%	0.35%	0.0%	0.0%	0.43%	0.0%	0.42%	0.35%	0.30%	0.0%	0.49%	0.51%	0.26%					
23	"6. ""Объединенная Российская партия ""Русь"""	34	3	1	3	1	4	2	0	2	4	4	0	2	0	0	1	1	2	2	1	0	1	0					
		0.23%	0.28%	0.09%	0.19%	0.16%	0.42%	0.21%	0.0%	0.20%	0.27%	0.32%	0.0%	1.85%	0.0%	0.0%	0.29%	0.42%	0.70%	0.60%	0.30%	0.0%	0.51%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	108	6	9	10	3	12	10	6	6	10	8	8	1	1	0	3	1	1	3	1	2	3	4					
		0.74%	0.57%	0.83%	0.64%	0.49%	1.28%	1.08%	0.54%	0.61%	0.68%	0.65%	1.42%	0.92%	0.35%	0.0%	0.88%	0.42%	0.35%	0.91%	0.30%	0.49%	1.54%	1.04%					
25	"8. ""Народно-республиканская партия России"""	13	0	1	2	1	2	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1					
		0.08%	0.0%	0.09%	0.12%	0.16%	0.21%	0.0%	0.09%	0.10%	0.06%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.24%	0.0%	0.26%					
26	"9. ""Российская экологическая партия ""Зеленые"""	30	1	1	6	3	3	3	2	0	6	1	0	0	0	0	0	1	1	0	0	1	0	1					
		0.20%	0.09%	0.09%	0.38%	0.49%	0.32%	0.32%	0.18%	0.0%	0.41%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.35%	0.0%	0.0%	0.24%	0.0%	0.26%					
27	"10. ""Аграрная партия России"""	344	14	14	17	15	16	17	26	20	26	29	13	3	9	6	8	18	14	21	14	8	5	31					
		2.36%	1.33%	1.29%	1.10%	2.47%	1.71%	1.84%	2.38%	2.04%	1.79%	2.36%	2.32%	2.77%	3.23%	2.58%	2.35%	7.72%	4.91%	6.38%	4.21%	1.97%	2.57%	8.07%					
28	"11. ""Истинные патриоты России"""	24	6	2	1	1	4	2	0	2	0	1	0	0	0	0	0	0	1	1	1	1	1	0					
		0.16%	0.57%	0.18%	0.06%	0.16%	0.42%	0.21%	0.0%	0.20%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.30%	0.30%	0.24%	0.51%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	104	6	6	10	2	11	4	8	7	11	11	6	1	2	2	1	1	1	4	2	3	1	4					
		0.71%	0.57%	0.55%	0.64%	0.32%	1.18%	0.43%	0.73%	0.71%	0.75%	0.89%	1.07%	0.92%	0.71%	0.86%	0.29%	0.42%	0.35%	1.21%	0.60%	0.73%	0.51%	1.04%					
30	"13. ""Демократическая партия России"""	95	16	5	6	5	4	1	10	6	10	9	6	3	0	2	1	1	1	2	4	2	0	1					
		0.65%	1.52%	0.46%	0.38%	0.82%	0.42%	0.10%	0.91%	0.61%	0.68%	0.73%	1.07%	2.77%	0.0%	0.86%	0.29%	0.42%	0.35%	0.60%	1.20%	0.49%	0.0%	0.26%					
31	"14. ""Великая Россия - Евразийский Союз"""	25	2	4	5	2	1	0	1	1	1	3	3	0	0	0	0	0	0	0	2	0	0	0					
		0.17%	0.19%	0.36%	0.32%	0.32%	0.10%	0.0%	0.09%	0.10%	0.06%	0.24%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	30	2	2	4	1	4	3	5	3	2	0	0	0	0	1	0	0	2	0	1	0	0	0					
		0.20%	0.19%	0.18%	0.25%	0.16%	0.42%	0.32%	0.45%	0.30%	0.13%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.70%	0.0%	0.30%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1094	67	87	118	42	57	88	89	100	127	112	59	4	5	10	19	6	10	27	24	27	4	12					
