Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Нефтегорская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356					
1	"Число избирателей, внесенных в списки избирателей"	25166	1016	926	172	854	265	617	511	130	442	656	1805	1775	108	227	78	2581	2489	2665	2542	2784	2523					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	25500	1090	950	180	800	250	600	550	130	450	700	1750	1750	100	230	70	2650	2600	2700	2550	2800	2600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14565	523	754	129	547	154	403	364	84	317	463	1041	1051	91	153	48	1457	1321	1495	1291	1493	1386					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1243	142	91	10	104	40	66	45	9	41	99	147	100	4	9	0	56	50	52	67	41	70					
6	Число погашенных избирательных бюллетеней	9692	425	105	41	149	56	131	141	37	92	138	562	599	5	68	22	1137	1229	1153	1192	1266	1144					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1243	142	91	10	104	40	66	45	9	41	99	147	100	4	9	0	56	50	52	67	41	70					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14564	523	754	129	547	154	403	364	84	317	463	1041	1051	91	153	48	1457	1321	1495	1291	1492	1386					
9	Число недействительных избирательных бюллетеней	198	9	28	3	1	1	2	3	2	5	2	18	17	5	2	0	12	16	21	12	20	19					
10	Число действительных избирательных бюллетеней	15609	656	817	136	650	193	467	406	91	353	560	1170	1134	90	160	48	1501	1355	1526	1346	1513	1437					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	498	40	25	2	30	10	20	20	10	50	50	25	25	10	10	5	20	20	40	26	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	371	31	18	2	9	4	15	10	4	30	50	25	20	1	7	0	19	17	30	23	30	26					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	181	3	13	1	3	8	6	2	2	9	18	7	20	1	0	6	18	9	9	14	15	17					
14	Число погашенных неиспользованных открепительных удостоверений	127	9	7	0	21	6	5	10	6	20	0	0	5	9	3	5	1	3	10	3	0	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	33	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	7	7	5	1	9	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	1.Политическая партия «Аграрная партия России»	361	21	25	11	38	2	10	17	1	3	19	27	20	4	5	0	27	25	22	27	34	23					
		2.28%	3.16%	2.96%	7.91%	5.84%	1.03%	2.13%	4.16%	1.08%	0.84%	3.38%	2.27%	1.74%	4.21%	3.09%	0.00%	1.78%	1.82%	1.42%	1.99%	2.22%	1.58%					
19	2.Всероссийская политическая партия «Гражданская Сила»	85	2	3	0	2	0	3	3	0	0	2	3	2	1	1	0	8	11	11	10	13	10					
		0.54%	0.30%	0.36%	0.00%	0.31%	0.00%	0.64%	0.73%	0.00%	0.00%	0.36%	0.25%	0.17%	1.05%	0.62%	0.00%	0.53%	0.80%	0.71%	0.74%	0.85%	0.69%					
20	3.Политическая партия «Демократическая партия России»	20	0	2	0	1	0	0	0	0	0	2	1	0	0	0	0	1	0	4	2	0	7					
		0.13%	0.00%	0.24%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.08%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.26%	0.15%	0.00%	0.48%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1823	61	48	26	65	26	51	59	3	39	38	156	185	6	25	4	187	170	182	141	179	172					
		11.53%	9.17%	5.68%	18.71%	9.98%	13.40%	10.87%	14.43%	3.23%	10.89%	6.76%	13.13%	16.07%	6.32%	15.43%	8.33%	12.36%	12.40%	11.76%	10.38%	11.68%	11.81%					
