Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																			
Дата голосования: 04.12.2011																																																			
																																																			
Наименование Избирательной комиссии:    Шамильская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877	УИК №1878	УИК №1879	УИК №1880	УИК №1881	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896					
1	"Число избирателей, внесенных в список избирателей"	18474	590	821	154	367	163	179	429	367	1127	493	108	162	144	146	201	962	238	334	318	399	202	56	79	219	1143	223	472	261	72	205	2153	861	171	494	240	801	619	58	1219	90	613	209	199	113					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17000	543	755	141	331	151	166	394	332	1034	451	100	148	134	139	196	887	220	305	314	375	186	54	76	203	1084	215	432	253	69	194	1930	801	160	453	220	735	561	56	1090	86	555	186	179	106					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16770	538	742	111	328	146	158	387	322	1017	446	98	147	132	138	192	880	200	303	311	371	186	52	73	201	1076	202	427	248	69	192	1923	795	159	451	217	731	556	56	1084	85	552	184	178	106					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	221	4	11	30	3	5	8	7	10	16	5	2	1	2	1	4	7	20	2	3	4	0	2	3	2	7	13	5	4	0	2	7	4	1	2	2	4	5	0	6	1	3	2	1	0					
6	Число погашенных избирательных бюллетеней	9	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	221	4	11	30	3	5	8	7	10	16	5	2	1	2	1	4	7	20	2	3	4	0	2	3	2	7	13	5	4	0	2	7	4	1	2	2	4	5	0	6	1	3	2	1	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16770	538	742	111	328	146	158	387	322	1017	446	98	147	132	138	192	880	200	303	311	371	186	52	73	201	1076	202	427	248	69	192	1923	795	159	451	217	731	556	56	1084	85	552	184	178	106					
9	Число недействительных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	16989	542	753	141	331	151	166	394	332	1033	451	100	148	134	139	196	887	220	305	314	375	186	54	76	203	1083	215	432	252	69	194	1928	799	160	453	219	735	561	56	1090	86	555	186	179	106					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	98	2	2	1	3	1	1	3	3	3	3	1	1	1	1	3	3	1	3	3	3	3	1	1	3	3	3	3	3	1	3	4	3	1	3	3	3	3	1	4	1	3	1	1	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	92	2	2	1	3	1	1	3	3	3	1	1	1	1	1	3	3	1	3	3	3	3	1	1	3	3	3	3	3	1	0	4	3	1	3	3	2	3	1	4	1	3	1	1	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
