Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Волжская - 158																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №701	УИК №702	УИК №703	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №719	УИК №720	УИК №732	УИК №736									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	26818	2371	1599	1512	1766	1768	1832	1701	916	2517	606	412	1382	1308	1067	1630	793	1596	2042									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26100	2300	1500	1400	1700	1700	1800	1700	900	2500	600	400	1350	1250	1000	1600	800	1600	2000									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	17112	981	789	757	870	997	1307	1469	610	2118	567	334	648	661	468	1350	655	1218	1313									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2123	132	100	103	96	163	128	70	74	288	20	40	113	47	127	160	78	234	150									
6	Число погашенных избирательных бюллетеней	6861	1187	611	540	734	540	365	161	216	94	13	26	589	538	405	90	67	148	537									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2123	132	100	103	96	163	128	70	74	288	20	40	113	47	127	160	78	234	150									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	17112	981	789	757	870	997	1307	1469	610	2118	567	334	648	661	468	1350	655	1218	1313									
9	Число недействительных избирательных бюллетеней	350	29	24	17	42	19	36	23	36	32	2	6	24	15	15	12	2	16	0									
10	Число действительных избирательных бюллетеней	18885	1084	865	843	924	1141	1399	1516	648	2374	585	368	737	693	580	1498	731	1436	1463									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	500	49	33	39	37	37	30	58	31	35	8	10	12	11	18	10	12	43	27									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	499	49	33	39	37	37	30	58	31	35	8	10	12	11	18	10	11	43	27									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	205	16	21	4	15	16	2	9	2	3	3	2	5	3	11	12	6	5	70									
14	Число погашенных неиспользованных открепительных удостоверений	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	2	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	185	18	11	15	11	9	12	5	4	27	5	4	7	8	5	9	2	14	19									
		0.96%	1.62%	1.24%	1.74%	1.14%	0.78%	0.84%	0.32%	0.58%	1.12%	0.85%	1.07%	0.92%	1.13%	0.84%	0.60%	0.27%	0.96%	1.30%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	461	43	39	38	28	37	33	42	0	54	4	9	11	17	12	13	16	29	36									
		2.40%	3.86%	4.39%	4.42%	2.90%	3.19%	2.30%	2.73%	0.00%	2.24%	0.68%	2.41%	1.45%	2.40%	2.02%	0.86%	2.18%	1.99%	2.46%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	188	19	12	7	8	9	19	9	1	38	2	2	10	8	2	6	3	21	12									
		0.98%	1.71%	1.35%	0.81%	0.83%	0.78%	1.32%	0.58%	0.15%	1.58%	0.34%	0.53%	1.31%	1.13%	0.34%	0.40%	0.41%	1.45%	0.82%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13151	513	416	430	536	733	932	1170	499	1551	491	259	552	487	464	1302	613	1077	1126									
		68.37%	46.09%	46.79%	50.00%	55.49%	63.19%	64.95%	76.02%	72.95%	64.46%	83.65%	69.25%	72.54%	68.79%	77.98%	86.23%	83.63%	74.17%	76.97%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	113	11	3	4	3	11	3	2	0	31	0	6	6	9	0	5	3	3	13									
		0.59%	0.99%	0.34%	0.47%	0.31%	0.95%	0.21%	0.13%	0.00%	1.29%	0.00%	1.60%	0.79%	1.27%	0.00%	0.33%	0.41%	0.21%	0.89%									
24	"6. Политическая партия ""Гражданская Платформа"""	49	2	5	5	1	3	5	2	8	6	0	0	2	0	2	0	0	4	4									
		0.25%	0.18%	0.56%	0.58%	0.10%	0.26%	0.35%	0.13%	1.17%	0.25%	0.00%	0.00%	0.26%	0.00%	0.34%	0.00%	0.00%	0.28%	0.27%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2103	164	137	140	140	141	191	147	97	342	44	40	70	75	33	64	48	128	102									
		10.93%	14.73%	15.41%	16.28%	14.49%	12.16%	13.31%	9.55%	14.18%	14.21%	7.50%	10.70%	9.20%	10.59%	5.55%	4.24%	6.55%	8.82%	6.97%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	131	15	6	3	5	9	7	7	1	30	2	3	3	4	2	5	6	3	20									
		0.68%	1.35%	0.67%	0.35%	0.52%	0.78%	0.49%	0.45%	0.15%	1.25%	0.34%	0.80%	0.39%	0.56%	0.34%	0.33%	0.82%	0.21%	1.37%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	132	24	7	6	3	9	12	9	1	28	2	2	8	4	4	3	1	1	8									
		0.69%	2.16%	0.79%	0.70%	0.31%	0.78%	0.84%	0.58%	0.15%	1.16%	0.34%	0.53%	1.05%	0.56%	0.67%	0.20%	0.14%	0.07%	0.55%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	32	2	2	1	1	1	2	2	0	12	3	0	1	1	0	0	0	2	2									
		0.17%	0.18%	0.22%	0.12%	0.10%	0.09%	0.14%	0.13%	0.00%	0.50%	0.51%	0.00%	0.13%	0.14%	0.00%	0.00%	0.00%	0.14%	0.14%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	159	31	12	13	9	6	8	7	1	16	3	2	12	7	1	4	2	5	20									
		0.83%	2.79%	1.35%	1.51%	0.93%	0.52%	0.56%	0.45%	0.15%	0.67%	0.51%	0.53%	1.58%	0.99%	0.17%	0.26%	0.27%	0.34%	1.37%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1880	221	195	159	164	155	142	102	36	211	28	35	41	58	54	68	30	122	59									
		9.77%	19.86%	21.93%	18.49%	16.98%	13.36%	9.90%	6.63%	5.26%	8.77%	4.77%	9.36%	5.39%	8.19%	9.08%	4.50%	4.09%	8.40%	4.03%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	41	3	2	2	2	4	8	2	0	2	0	2	6	2	0	1	0	3	2									
		0.21%	0.27%	0.22%	0.23%	0.21%	0.34%	0.56%	0.13%	0.00%	0.08%	0.00%	0.53%	0.79%	0.28%	0.00%	0.07%	0.00%	0.21%	0.14%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	260	18	18	20	13	14	25	10	0	26	1	4	8	13	1	18	7	24	40									
		1.35%	1.62%	2.02%	2.33%	1.35%	1.21%	1.74%	0.65%	0.00%	1.08%	0.17%	1.07%	1.05%	1.84%	0.17%	1.19%	0.95%	1.65%	2.73%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
