7	Число избирательных бюллетеней в переносных ящиках для голосования	7758	288	61	77	152	89	167	26	139	274	179	267	184	130	77	120	149	103	92	230	169	96	166	150	87	39	93	326	37	128	70	87	135	119	58	91	13	93	89	106	45	20	19	166	141	126	102	26	67	5	43	2	99	76	88	166	28	26	97	80	39	15	64	151	45	60	70	62	39	160	81	23	13	369	155	34	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	51003	954	759	897	920	865	908	548	1099	891	1255	1567	1215	1241	1007	1400	1093	980	988	878	1084	656	941	1759	274	492	528	1119	339	891	450	1244	894	419	444	267	486	577	531	398	104	195	67	1044	831	919	495	239	694	189	328	104	134	904	825	710	126	67	403	563	214	110	766	1026	311	437	310	432	325	306	1003	156	152	1316	1041	423	126	350									
9	Число недействительных избирательных бюллетеней	656	7	7	12	15	12	17	9	14	15	21	22	21	17	10	11	16	15	11	25	11	8	5	10	6	10	14	12	6	7	5	13	0	4	5	3	0	21	5	3	2	2	0	23	20	23	2	0	3	0	2	0	2	9	3	8	0	0	7	5	4	1	0	21	0	7	4	7	6	7	3	0	0	34	15	0	2	9									
10	Число действительных избирательных бюллетеней	58105	1235	813	962	1057	942	1058	565	1224	1150	1413	1812	1378	1354	1074	1509	1226	1068	1069	1083	1242	744	1102	1899	355	521	607	1433	370	1012	515	1318	1029	534	497	355	499	649	615	501	147	213	86	1187	952	1022	595	265	758	194	369	106	231	971	910	868	154	93	493	638	249	124	830	1156	356	490	376	487	358	459	1081	179	165	1651	1181	457	124	341									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																								
13	Бабурин Сергей Николаевич	426	6	10	5	7	2	16	1	11	5	0	7	6	6	4	9	9	3	9	4	5	9	8	111	3	5	3	5	1	2	1	8	6	0	0	1	0	12	6	3	2	1	0	10	8	11	1	0	3	0	5	0	3	1	4	3	1	0	1	1	0	1	3	5	4	6	4	0	6	2	2	0	0	16	4	4	0	5									
		0.72%	0.48%	1.22%	0.51%	0.65%	0.21%	1.49%	0.17%	0.89%	0.43%	0.00%	0.38%	0.43%	0.44%	0.37%	0.59%	0.72%	0.28%	0.83%	0.36%	0.40%	1.20%	0.72%	5.81%	0.83%	0.94%	0.48%	0.35%	0.27%	0.20%	0.19%	0.60%	0.58%	0.00%	0.00%	0.28%	0.00%	1.79%	0.97%	0.60%	1.34%	0.47%	0.00%	0.83%	0.82%	1.05%	0.17%	0.00%	0.39%	0.00%	1.35%	0.00%	1.29%	0.10%	0.44%	0.34%	0.65%	0.00%	0.20%	0.16%	0.00%	0.80%	0.36%	0.42%	1.12%	1.21%	1.05%	0.00%	1.65%	0.43%	0.18%	0.00%	0.00%	0.95%	0.33%	0.88%	0.00%	1.43%									
14	Грудинин Павел Николаевич	6404	152	124	120	154	128	143	74	163	153	26	116	208	231	160	139	181	153	160	35	196	104	145	200	47	67	101	207	53	107	64	201	105	44	99	68	45	57	89	46	12	16	0	99	122	79	39	44	56	9	21	3	16	157	89	92	12	7	63	35	12	9	79	10	29	33	31	82	40	51	38	3	12	175	50	58	32	24									
		10.90%	12.24%	15.12%	12.32%	14.37%	13.42%	13.30%	12.89%	13.17%	13.13%	1.81%	6.32%	14.87%	16.85%	14.76%	9.14%	14.57%	14.13%	14.81%	3.16%	15.64%	13.83%	13.10%	10.48%	13.02%	12.62%	16.26%	14.33%	14.10%	10.50%	12.31%	15.10%	10.20%	8.18%	19.72%	18.99%	9.02%	8.51%	14.35%	9.13%	8.05%	7.44%	0.00%	8.18%	12.55%	7.56%	6.53%	16.60%	7.36%	4.64%	5.66%	2.83%	6.87%	16.02%	9.75%	10.50%	7.79%	7.53%	12.60%	5.44%	4.74%	7.20%	9.52%	0.85%	8.15%	6.64%	8.16%	16.60%	10.99%	10.94%	3.51%	1.68%	7.27%	10.39%	4.18%	12.69%	25.40%	6.86%									
15	Жириновский Владимир Вольфович	3088	71	35	67	63	53	49	30	67	50	24	65	95	87	43	69	74	63	55	22	64	49	69	95	21	46	55	72	49	50	42	67	49	17	77	17	13	51	63	29	13	19	6	115	72	47	25	3	31	6	20	4	11	36	54	52	6	4	36	19	7	8	41	2	15	17	21	20	26	28	40	5	0	74	63	24	10	31									
		5.26%	5.72%	4.27%	6.88%	5.88%	5.56%	4.56%	5.23%	5.41%	4.29%	1.67%	3.54%	6.79%	6.35%	3.97%	4.54%	5.96%	5.82%	5.09%	1.99%	5.11%	6.52%	6.23%	4.98%	5.82%	8.66%	8.86%	4.98%	13.03%	4.91%	8.08%	5.03%	4.76%	3.16%	15.34%	4.75%	2.61%	7.61%	10.16%	5.75%	8.72%	8.84%	6.98%	9.50%	7.41%	4.50%	4.19%	1.13%	4.07%	3.09%	5.39%	3.77%	4.72%	3.67%	5.91%	5.94%	3.90%	4.30%	7.20%	2.95%	2.77%	6.40%	4.94%	0.17%	4.21%	3.42%	5.53%	4.05%	7.14%	6.01%	3.69%	2.79%	0.00%	4.39%	5.27%	5.25%	7.94%	8.86%									
16	Путин Владимир Владимирович	46823	984	620	747	806	728	816	438	946	907	1361	1583	1039	994	824	1267	928	827	805	1003	941	564	863	1426	279	383	438	1102	258	827	401	1003	820	464	316	261	439	511	438	416	117	168	75	901	721	866	516	215	659	178	322	98	197	756	741	703	130	77	384	570	225	106	700	1127	301	417	300	376	283	371	996	171	153	1364	1051	365	78	272									
		79.68%	79.23%	75.61%	76.69%	75.19%	76.31%	75.91%	76.31%	76.41%	77.85%	94.91%	86.31%	74.27%	72.50%	76.01%	83.36%	74.72%	76.36%	74.54%	90.52%	75.10%	75.00%	77.96%	74.70%	77.29%	72.13%	70.53%	76.26%	68.62%	81.16%	77.12%	75.36%	79.69%	86.25%	62.95%	72.91%	87.98%	76.27%	70.65%	82.54%	78.52%	78.14%	87.21%	74.46%	74.18%	82.87%	86.43%	81.13%	86.60%	91.75%	86.79%	92.45%	84.55%	77.14%	81.16%	80.25%	84.42%	82.80%	76.80%	88.65%	88.93%	84.80%	84.34%	95.75%	84.55%	83.90%	78.95%	76.11%	77.75%	79.61%	91.88%	95.53%	92.73%	80.95%	87.88%	79.87%	61.90%	77.71%									
17	Собчак Ксения Анатольевна	564	6	6	11	6	12	13	10	16	16	0	17	13	10	15	14	12	8	8	8	14	7	8	47	4	12	5	22	4	9	2	14	16	5	3	4	1	9	9	2	1	5	3	32	9	9	6	2	2	1	0	1	0	8	11	8	1	2	2	4	2	0	5	3	2	12	10	2	1	3	1	0	0	5	5	1	0	7									
		0.96%	0.48%	0.73%	1.13%	0.56%	1.26%	1.21%	1.74%	1.29%	1.37%	0.00%	0.93%	0.93%	0.73%	1.38%	0.92%	0.97%	0.74%	0.74%	0.72%	1.12%	0.93%	0.72%	2.46%	1.11%	2.26%	0.81%	1.52%	1.06%	0.88%	0.38%	1.05%	1.55%	0.93%	0.60%	1.12%	0.20%	1.34%	1.45%	0.40%	0.67%	2.33%	3.49%	2.64%	0.93%	0.86%	1.01%	0.75%	0.26%	0.52%	0.00%	0.94%	0.00%	0.82%	1.20%	0.91%	0.65%	2.15%	0.40%	0.62%	0.79%	0.00%	0.60%	0.25%	0.56%	2.41%	2.63%	0.40%	0.27%	0.64%	0.09%	0.00%	0.00%	0.30%	0.42%	0.22%	0.00%	2.00%									
18	Сурайкин Максим Александрович	360	7	9	5	7	7	5	4	9	12	0	8	8	18	9	5	6	4	9	7	11	3	5	6	1	2	5	22	2	9	4	7	4	1	2	2	1	3	3	5	1	1	2	19	10	8	2	0	2	0	0	0	3	8	6	6	2	1	5	6	1	0	2	3	4	1	6	4	1	1	2	0	0	6	2	4	3	1									
		0.61%	0.56%	1.10%	0.51%	0.65%	0.73%	0.47%	0.70%	0.73%	1.03%	0.00%	0.44%	0.57%	1.31%	0.83%	0.33%	0.48%	0.37%	0.83%	0.63%	0.88%	0.40%	0.45%	0.31%	0.28%	0.38%	0.81%	1.52%	0.53%	0.88%	0.77%	0.53%	0.39%	0.19%	0.40%	0.56%	0.20%	0.45%	0.48%	0.99%	0.67%	0.47%	2.33%	1.57%	1.03%	0.77%	0.34%	0.00%	0.26%	0.00%	0.00%	0.00%	1.29%	0.82%	0.66%	0.68%	1.30%	1.08%	1.00%	0.93%	0.40%	0.00%	0.24%	0.25%	1.12%	0.20%	1.58%	0.81%	0.27%	0.21%	0.18%	0.00%	0.00%	0.36%	0.17%	0.88%	2.38%	0.29%									
19	Титов Борис Юрьевич	260	6	3	5	9	5	8	4	9	6	1	7	5	7	11	5	10	6	8	4	6	8	3	6	0	2	0	2	3	6	1	9	22	1	0	1	0	3	3	0	1	2	0	6	9	2	6	1	4	0	0	0	0	3	1	3	1	0	2	3	2	0	0	2	0	1	0	1	1	1	0	0	0	5	5	1	1	1									
		0.44%	0.48%	0.37%	0.51%	0.84%	0.52%	0.74%	0.70%	0.73%	0.52%	0.07%	0.38%	0.36%	0.51%	1.01%	0.33%	0.81%	0.55%	0.74%	0.36%	0.48%	1.06%	0.27%	0.31%	0.00%	0.38%	0.00%	0.14%	0.80%	0.59%	0.19%	0.68%	2.14%	0.19%	0.00%	0.28%	0.00%	0.45%	0.48%	0.00%	0.67%	0.93%	0.00%	0.50%	0.93%	0.19%	1.01%	0.38%	0.53%	0.00%	0.00%	0.00%	0.00%	0.31%	0.11%	0.34%	0.65%	0.00%	0.40%	0.47%	0.79%	0.00%	0.00%	0.17%	0.00%	0.20%	0.00%	0.20%	0.27%	0.21%	0.00%	0.00%	0.00%	0.30%	0.42%	0.22%	0.79%	0.29%									
20	Явлинский Григорий Алексеевич	180	3	6	2	5	7	8	4	3	1	1	9	4	1	8	1	6	4	15	0	5	0	1	8	0	4	0	1	0	2	0	9	7	2	0	1	0	3	4	0	0	1	0	5	1	0	0	0	1	0	1	0	1	2	4	1	1	2	0	0	0	0	0	4	1	3	4	2	0	2	2	0	0	6	1	0	0	0									
		0.31%	0.24%	0.73%	0.21%	0.47%	0.73%	0.74%	0.70%	0.24%	0.09%	0.07%	0.49%	0.29%	0.07%	0.74%	0.07%	0.48%	0.37%	1.39%	0.00%	0.40%	0.00%	0.09%	0.42%	0.00%	0.75%	0.00%	0.07%	0.00%	0.20%	0.00%	0.68%	0.68%	0.37%	0.00%	0.28%	0.00%	0.45%	0.65%	0.00%	0.00%	0.47%	0.00%	0.41%	0.10%	0.00%	0.00%	0.00%	0.13%	0.00%	0.27%	0.00%	0.43%	0.20%	0.44%	0.11%	0.65%	2.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.28%	0.60%	1.05%	0.40%	0.00%	0.43%	0.18%	0.00%	0.00%	0.36%	0.08%	0.00%	0.00%	0.00%									
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
																																																																																								
