15	"Число открепительных удостоверений, выданных избирателям ТИК"	21	0	1	1	2	1	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	2	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																													
18	Богданов Андрей Владимирович	448	3	24	11	42	14	8	10	13	12	17	9	15	11	14	23	10	11	4	13	14	19	2	3	9	1	8	2	0	1	1	1	2	3	0	2	0	3	10	7	2	4	2	0	1	4	1	3	0	4	0	2	1	5	0	1	8	10	3	4	9	4	0	1	6	0	1	3	1	4	12					
		0.70%	0.52%	1.28%	0.66%	2.21%	0.82%	0.59%	1.01%	0.76%	0.84%	0.90%	0.45%	1.31%	0.99%	1.40%	1.08%	0.47%	0.54%	0.41%	0.77%	1.30%	1.61%	0.49%	0.45%	0.59%	0.20%	0.49%	0.19%	0.00%	0.22%	0.23%	0.34%	0.38%	0.27%	0.00%	0.42%	0.00%	1.19%	0.95%	0.60%	0.18%	1.07%	0.70%	0.00%	0.55%	1.17%	1.00%	0.88%	0.00%	0.31%	0.00%	0.74%	0.18%	0.74%	0.00%	0.53%	1.18%	1.12%	0.88%	1.28%	2.43%	0.91%	0.00%	0.19%	0.53%	0.00%	0.54%	0.20%	0.10%	0.80%	1.30%					
19	Жириновский Владимир Вольфович	3540	61	137	117	182	103	110	12	111	126	122	136	147	132	127	122	128	101	72	102	103	138	30	12	24	13	28	35	8	4	6	5	14	32	7	40	0	17	104	78	55	21	20	8	5	57	8	7	6	23	9	4	22	13	8	9	75	73	45	12	27	53	2	2	10	0	1	30	20	5	64					
		5.53%	10.61%	7.32%	7.03%	9.58%	6.02%	8.18%	1.21%	6.48%	8.81%	6.47%	6.82%	12.86%	11.90%	12.66%	5.75%	6.03%	4.93%	7.44%	6.08%	9.53%	11.67%	7.39%	1.81%	1.56%	2.66%	1.73%	3.25%	0.86%	0.87%	1.39%	1.68%	2.63%	2.93%	0.70%	8.39%	0.00%	6.72%	9.85%	6.71%	5.05%	5.63%	6.97%	0.90%	2.76%	16.62%	8.00%	2.05%	0.47%	1.79%	0.70%	1.49%	3.98%	1.91%	3.15%	4.79%	11.06%	8.16%	13.24%	3.85%	7.30%	12.05%	0.52%	0.39%	0.89%	0.00%	0.54%	1.99%	1.95%	1.00%	6.96%					
20	Зюганов Геннадий Андреевич	8537	119	244	287	325	178	223	47	213	290	350	267	330	259	289	317	312	235	127	207	278	278	131	30	90	17	70	102	65	91	49	41	45	40	64	118	13	41	258	227	218	63	41	50	31	76	12	45	72	165	70	10	62	46	12	41	139	166	59	70	76	68	4	15	40	10	7	40	30	15	117					
		13.34%	20.70%	13.03%	17.24%	17.11%	10.40%	16.58%	4.74%	12.43%	20.28%	18.56%	13.38%	28.87%	23.35%	28.81%	14.93%	14.71%	11.46%	13.12%	12.33%	25.72%	23.50%	32.27%	4.52%	5.85%	3.48%	4.31%	9.46%	7.03%	19.87%	11.32%	13.80%	8.44%	3.66%	6.37%	24.74%	7.74%	16.21%	24.43%	19.54%	20.00%	16.89%	14.29%	5.62%	17.13%	22.16%	12.00%	13.20%	5.62%	12.81%	5.43%	3.72%	11.21%	6.77%	4.72%	21.81%	20.50%	18.55%	17.35%	22.44%	20.54%	15.45%	1.05%	2.92%	3.57%	4.88%	3.80%	2.65%	2.92%	3.00%	12.72%					
21	Медведев Дмитрий Анатольевич	50830	385	1444	1204	1339	1403	996	911	1364	989	1380	1569	633	682	552	1643	1649	1689	757	1344	673	730	240	609	1405	448	1509	939	842	354	372	250	465	1013	911	311	154	190	681	815	801	274	220	832	140	197	74	282	1195	1092	1207	253	466	615	234	134	437	625	233	216	255	309	374	491	1066	195	175	1435	976	475	708					
		79.41%	66.96%	77.14%	72.31%	70.47%	81.95%	74.05%	91.93%	79.63%	69.16%	73.17%	78.65%	55.38%	61.50%	55.03%	77.39%	77.75%	82.39%	78.20%	80.05%	62.26%	61.71%	59.11%	91.86%	91.35%	91.80%	92.98%	87.11%	91.03%	77.29%	85.91%	84.18%	87.24%	92.60%	90.65%	65.20%	91.67%	75.10%	64.49%	70.14%	73.49%	73.46%	76.66%	93.48%	77.35%	57.43%	74.00%	82.70%	93.21%	84.78%	93.57%	94.05%	84.27%	90.57%	92.13%	71.28%	64.45%	69.83%	68.53%	69.23%	68.92%	70.23%	97.91%	95.53%	95.01%	95.12%	95.11%	95.03%	95.03%	95.00%	76.96%					
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
