Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Таловская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №3601	УИК №3602	УИК №3603	УИК №3604	УИК №3605	УИК №3606	УИК №3607	УИК №3608	УИК №3609	УИК №3610	УИК №3611	УИК №3612	УИК №3613	УИК №3614	УИК №3615	УИК №3616	УИК №3617	УИК №3618	УИК №3619	УИК №3620	УИК №3621	УИК №3622	УИК №3623	УИК №3624	УИК №3625	УИК №3626	УИК №3627	УИК №3628	УИК №3629	УИК №3630	УИК №3631	УИК №3632	УИК №3633	УИК №3634	УИК №3635	УИК №3636	УИК №3637	УИК №3638	УИК №3639	УИК №3640					
1	"Число избирателей, внесенных в списки избирателей"	34338	1406	2234	1518	2321	2109	284	381	751	1309	1642	354	473	580	451	1073	1088	837	1005	840	412	1111	632	451	291	648	604	284	220	471	690	651	1396	1268	728	1164	451	933	413	265	599					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	32150	1200	1900	1300	2000	1800	300	400	750	1300	1500	300	500	550	500	1000	1000	750	900	750	450	1100	750	450	250	650	600	250	200	500	750	700	1300	1200	700	1000	450	900	400	250	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18966	707	1248	868	1439	1107	154	196	452	745	1040	180	228	327	247	455	537	394	442	393	327	545	389	314	233	307	351	192	117	233	368	363	740	653	422	684	282	553	224	121	389					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	6106	205	174	120	138	215	63	113	113	157	120	113	225	89	133	357	284	198	259	227	66	301	183	56	13	188	96	51	64	117	165	175	166	222	188	78	144	204	90	104	132					
6	Число погашенных избирательных бюллетеней	7078	288	478	312	423	478	83	91	185	398	340	7	47	134	120	188	179	158	199	130	57	254	178	80	4	155	153	7	19	150	217	162	394	325	90	238	24	143	86	25	79					
7	Число избирательных бюллетеней в переносных ящиках для голосования	6106	205	174	120	138	215	63	113	113	157	120	113	225	89	133	357	284	198	259	227	66	301	183	56	13	188	96	51	64	117	165	175	166	222	188	78	144	204	90	104	132					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18961	707	1248	868	1439	1107	154	196	452	745	1040	180	228	327	247	455	537	394	442	393	327	545	389	314	233	306	351	192	117	233	368	363	740	652	422	684	279	553	224	121	389					
9	Число недействительных избирательных бюллетеней	233	3	14	10	19	17	2	3	5	5	9	1	0	0	2	2	4	2	9	10	3	30	8	0	3	4	7	0	1	3	7	9	5	9	1	10	3	7	2	1	3					
10	Число действительных избирательных бюллетеней	24834	909	1408	978	1558	1305	215	306	560	897	1151	292	453	416	378	810	817	590	692	610	390	816	564	370	243	490	440	243	180	347	526	529	901	865	609	752	420	750	312	224	518					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1195	40	29	17	43	29	25	35	36	14	44	5	30	20	50	16	17	6	12	7	60	80	180	5	5	5	30	0	21	35	105	90	22	15	12	15	10	10	2	8	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1169	40	29	17	39	27	25	35	36	14	44	5	30	20	50	7	17	6	12	6	60	80	180	5	5	5	30	0	21	35	105	90	22	15	12	10	10	10	2	3	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	247	28	21	11	16	14	5	3	5	3	3	21	5	10	5	4	3	3	4	3	3	5	15	2	8	2	2	1	0	5	7	5	2	2	6	5	4	2	1	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	26	0	0	0	4	2	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
18	1.Политическая партия «Аграрная партия России»	873	7	35	28	42	21	2	5	17	59	47	14	11	13	12	35	37	20	24	27	12	61	21	20	14	28	31	14	4	13	21	22	27	25	18	23	9	29	7	3	15					
		3.48%	0.77%	2.46%	2.83%	2.66%	1.59%	0.92%	1.62%	3.01%	6.54%	4.05%	4.78%	2.43%	3.13%	3.16%	4.31%	4.51%	3.38%	3.42%	4.35%	3.05%	7.21%	3.67%	5.41%	5.69%	5.67%	6.94%	5.76%	2.21%	3.71%	3.94%	4.09%	2.98%	2.86%	2.95%	3.02%	2.13%	3.83%	2.23%	1.33%	2.88%					
19	2.Всероссийская политическая партия «Гражданская Сила»	113	0	10	12	13	12	0	1	2	5	4	2	2	1	1	2	0	2	1	6	1	7	4	10	0	1	0	0	0	0	3	1	4	0	3	2	0	0	0	0	1					
		0.45%	0.00%	0.70%	1.21%	0.82%	0.91%	0.00%	0.32%	0.35%	0.55%	0.34%	0.68%	0.44%	0.24%	0.26%	0.25%	0.00%	0.34%	0.14%	0.97%	0.25%	0.83%	0.70%	2.70%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.56%	0.19%	0.44%	0.00%	0.49%	0.26%	0.00%	0.00%	0.00%	0.00%	0.19%					
20	3.Политическая партия «Демократическая партия России»	28	0	2	4	4	1	0	0	0	1	0	3	0	0	0	1	0	1	0	2	0	0	2	1	0	0	2	0	0	0	1	0	1	1	0	0	0	0	0	0	1					
		0.11%	0.00%	0.14%	0.40%	0.25%	0.08%	0.00%	0.00%	0.00%	0.11%	0.00%	1.02%	0.00%	0.00%	0.00%	0.12%	0.00%	0.17%	0.00%	0.32%	0.00%	0.00%	0.35%	0.27%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.19%	0.00%	0.11%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3368	119	213	173	271	233	24	21	61	156	290	24	38	31	58	101	90	88	109	71	24	116	56	85	32	77	55	29	14	39	100	35	112	86	35	135	45	54	31	5	32					
		13.44%	13.05%	14.98%	17.51%	17.18%	17.62%	11.06%	6.80%	10.80%	17.29%	25.00%	8.19%	8.39%	7.45%	15.26%	12.44%	10.96%	14.86%	15.55%	11.45%	6.11%	13.71%	9.79%	22.97%	13.01%	15.59%	12.30%	11.93%	7.73%	11.14%	18.76%	6.51%	12.36%	9.84%	5.74%	17.72%	10.64%	7.13%	9.87%	2.22%	6.14%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	35	0	1	4	3	6	1	0	0	0	3	0	0	0	0	1	0	0	0	1	0	4	1	0	2	0	1	0	0	0	0	2	0	1	0	3	0	0	0	0	1					
		0.14%	0.00%	0.07%	0.40%	0.19%	0.45%	0.46%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.16%	0.00%	0.47%	0.17%	0.00%	0.81%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.11%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.19%					
23	6.Политическая партия «Партия социальной справедливости»	37	0	1	5	2	2	0	0	4	1	6	0	0	0	0	1	1	0	0	2	0	0	0	0	1	0	0	0	2	3	0	1	0	1	0	0	1	2	0	0	1					
		0.15%	0.00%	0.07%	0.51%	0.13%	0.15%	0.00%	0.00%	0.71%	0.11%	0.52%	0.00%	0.00%	0.00%	0.00%	0.12%	0.12%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	1.10%	0.86%	0.00%	0.19%	0.00%	0.11%	0.00%	0.00%	0.24%	0.26%	0.00%	0.00%	0.19%					
24	7.Политическая партия «Либерально-демократическая партия России»	2334	31	183	125	151	153	21	12	52	102	107	31	49	40	25	57	34	59	56	47	52	69	48	24	13	57	52	20	16	33	76	49	99	76	39	117	41	45	30	9	34					
		9.31%	3.40%	12.87%	12.65%	9.58%	11.57%	9.68%	3.88%	9.20%	11.31%	9.22%	10.58%	10.82%	9.62%	6.58%	7.02%	4.14%	9.97%	7.99%	7.58%	13.23%	8.16%	8.39%	6.49%	5.28%	11.54%	11.63%	8.23%	8.84%	9.43%	14.26%	9.11%	10.93%	8.70%	6.39%	15.35%	9.69%	5.94%	9.55%	4.00%	6.53%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2952	180	190	139	206	218	22	17	81	104	134	30	51	28	36	79	57	50	91	81	45	81	50	51	37	61	46	37	5	41	57	69	83	106	58	118	39	58	47	12	57					
		11.78%	19.74%	13.36%	14.07%	13.06%	16.49%	10.14%	5.50%	14.34%	11.53%	11.55%	10.24%	11.26%	6.73%	9.47%	9.73%	6.94%	8.45%	12.98%	13.06%	11.45%	9.57%	8.74%	13.78%	15.04%	12.35%	10.29%	15.23%	2.76%	11.71%	10.69%	12.83%	9.16%	12.13%	9.51%	15.49%	9.22%	7.66%	14.97%	5.33%	10.94%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	122	0	5	6	7	11	1	3	3	7	6	1	3	3	1	5	5	0	4	4	3	2	3	0	1	0	2	0	0	6	4	0	6	5	2	3	3	3	3	1	0					
		0.49%	0.00%	0.35%	0.61%	0.44%	0.83%	0.46%	0.97%	0.53%	0.78%	0.52%	0.34%	0.66%	0.72%	0.26%	0.62%	0.61%	0.00%	0.57%	0.65%	0.76%	0.24%	0.52%	0.00%	0.41%	0.00%	0.45%	0.00%	0.00%	1.71%	0.75%	0.00%	0.66%	0.57%	0.33%	0.39%	0.71%	0.40%	0.96%	0.44%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	14893	572	763	477	843	643	144	246	340	460	547	187	299	297	245	528	593	369	401	368	252	475	377	179	141	266	251	143	139	210	260	348	565	561	453	348	282	559	193	194	375					
		59.41%	62.72%	53.66%	48.28%	53.46%	48.64%	66.36%	79.61%	60.18%	50.99%	47.16%	63.82%	66.00%	71.39%	64.47%	65.02%	72.23%	62.33%	57.20%	59.35%	64.12%	56.15%	65.91%	48.38%	57.32%	53.85%	56.15%	58.85%	76.80%	60.00%	48.78%	64.68%	62.36%	64.19%	74.26%	45.67%	66.67%	73.84%	61.46%	86.22%	71.98%					
