Выборы Президента Российской Федерации																																																																												
Дата голосования: 04.03.2012																																																																												
																																																																												
Наименование Избирательной комиссии:    Ковровская городская																																																																												
																																																																												
Сводная таблица итогов голосования																																																																												
																																																																												
	Число участковых избирательных комиссий	65																																																																										
	Число участковых избирательных комиссий, приступивших к передаче сведений	65																																																																										
																																																																												
		Сумма	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754									
1	Число избирателей, включенных в список избирателей	123171	819	1434	1805	2635	2440	897	1882	2045	1959	2525	610	1734	2668	1168	2640	2104	1755	1605	1635	2136	2383	1942	2058	1928	2038	2091	2498	2451	2304	2079	2232	1903	1913	2744	1902	2371	2482	2647	244	2549	2780	2956	2791	1415	1966	2141	1939	2024	1891	2205	2214	2051	2190	2382	2499	2186	2162	1880	2923	750	436	28	51	37	19									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	110820	740	1260	1620	2350	2160	810	1710	1840	1730	2250	530	1550	2380	1030	2390	1880	1570	1450	1460	1930	2150	1730	1870	1730	1850	1890	2240	2220	2090	1870	2000	1720	1710	2490	1710	2140	2230	2390	200	2260	2460	2680	2520	1260	1790	1920	1750	1830	1710	2000	2000	1850	1950	2130	2240	1980	1970	1700	2660	670	370	30	70	50	100									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	68587	518	677	870	1913	1838	406	952	1102	1018	1089	295	889	1269	676	1408	1092	867	763	956	1307	1392	1118	1264	1109	1230	1339	1327	1486	1437	1194	1155	1060	1018	1505	1163	1333	1380	1531	149	1478	1341	1679	1443	639	989	1136	1090	1145	1028	1275	1271	1203	1294	1224	1273	1294	1334	978	1596	361	318	28	20	36	19									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2125	6	24	34	42	14	35	47	51	58	31	22	55	65	17	36	37	27	52	30	40	38	22	45	22	25	27	69	26	8	15	30	56	27	26	25	54	35	42	6	35	64	25	35	30	58	44	19	32	19	16	40	34	32	21	71	29	42	64	53	10	0	0	31	0	0									
6	Число погашенных избирательных бюллетеней	40108	216	559	716	395	308	369	711	687	654	1130	213	606	1046	337	946	751	676	635	474	583	720	590	561	599	595	524	844	708	645	661	815	604	665	959	522	753	815	817	45	747	1055	976	1042	591	743	740	641	653	663	709	689	613	624	885	896	657	594	658	1011	299	52	2	19	14	81									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2125	6	24	34	42	14	35	47	51	58	31	22	55	65	17	36	37	27	52	30	40	38	22	45	22	25	27	69	26	8	15	30	56	27	26	25	54	35	42	6	35	64	25	35	30	58	44	19	32	19	16	40	34	32	21	71	29	42	64	53	10	0	0	31	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	68579	518	677	870	1913	1838	406	952	1102	1018	1089	295	889	1269	676	1408	1092	867	763	955	1307	1392	1118	1264	1109	1230	1339	1327	1486	1437	1194	1155	1060	1018	1505	1163	1333	1379	1531	149	1478	1341	1679	1443	639	989	1136	1089	1145	1026	1275	1271	1203	1294	1224	1272	1293	1333	978	1596	361	318	28	20	36	19									
9	Число недействительных избирательных бюллетеней	859	9	6	18	26	9	2	19	11	11	15	3	11	26	9	18	15	9	3	18	14	15	14	13	13	17	12	20	24	18	16	15	15	9	12	19	15	12	18	1	11	19	20	14	14	12	14	11	15	11	16	13	9	14	17	33	22	19	11	25	6	0	3	0	0	0									
10	Число действительных избирательных бюллетеней	69845	515	695	886	1929	1843	439	980	1142	1065	1105	314	933	1308	684	1426	1114	885	812	967	1333	1415	1126	1296	1118	1238	1354	1376	1488	1427	1193	1170	1101	1036	1519	1169	1372	1402	1555	154	1502	1386	1684	1464	655	1035	1166	1097	1162	1034	1275	1298	1228	1312	1228	1310	1300	1356	1031	1624	365	318	25	51	36	19									
11	Число полученных открепительных  удостоверений	2525	10	30	50	95	80	30	40	40	40	40	10	40	50	20	50	30	30	30	30	30	40	40	40	30	30	40	50	50	50	40	40	30	40	50	50	40	50	60	30	60	60	60	60	40	40	40	40	40	40	50	50	40	40	50	50	40	40	30	60	20	0	0	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1221	2	8	13	95	32	8	13	14	22	19	0	8	18	14	25	12	12	19	15	24	25	9	12	14	19	21	30	30	27	19	18	19	16	35	16	26	26	34	3	34	22	35	32	9	24	16	23	16	15	14	16	12	21	26	25	23	31	7	38	10	0	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	810	8	12	1	42	31	3	3	11	20	13	6	17	23	27	11	30	7	8	16	9	16	13	4	9	5	12	5	16	8	14	19	11	6	6	11	12	11	18	9	35	31	10	12	13	11	10	5	7	10	2	10	12	9	10	14	10	11	11	18	10	17	3	7	0	19									
14	Число неиспользованных открепительных удостоверений	1304	8	22	37	0	48	22	27	26	18	21	10	32	32	6	25	18	18	11	15	6	15	31	28	16	11	19	20	20	23	21	22	11	24	15	34	14	24	26	27	26	38	25	28	31	16	24	17	24	25	36	34	28	19	24	25	17	9	23	22	10	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	0	0	3	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																												
19	Жириновский Владимир Вольфович	5706	61	61	83	203	104	41	80	72	77	109	25	94	116	67	119	107	67	85	85	122	114	100	92	99	96	105	97	133	107	98	96	89	92	143	103	121	118	110	10	94	117	89	154	72	71	84	78	96	62	107	96	84	94	109	126	111	97	65	130	38	23	0	6	1	1									
		8.07%	11.64%	8.70%	9.18%	10.38%	5.62%	9.30%	8.01%	6.24%	7.16%	9.73%	7.89%	9.96%	8.70%	9.67%	8.24%	9.48%	7.49%	10.43%	8.63%	9.06%	7.97%	8.77%	7.03%	8.75%	7.65%	7.69%	6.95%	8.80%	7.40%	8.11%	8.10%	7.97%	8.80%	9.34%	8.67%	8.72%	8.35%	6.99%	6.45%	6.21%	8.33%	5.22%	10.42%	10.76%	6.78%	7.12%	7.04%	8.16%	5.93%	8.29%	7.32%	6.79%	7.09%	8.76%	9.38%	8.40%	7.05%	6.24%	7.88%	10.24%	7.23%	0.00%	11.76%	2.78%	5.26%									
20	Зюганов Геннадий Андреевич	14793	100	166	173	232	134	119	211	282	236	255	77	183	246	171	314	237	175	188	233	297	248	257	293	203	262	285	299	318	351	278	260	237	219	298	197	294	288	324	39	297	253	390	345	102	266	285	259	265	244	273	253	285	266	289	294	281	338	260	403	67	71	10	4	9	5									
		20.92%	19.08%	23.68%	19.14%	11.87%	7.24%	26.98%	21.12%	24.46%	21.93%	22.77%	24.29%	19.39%	18.44%	24.68%	21.75%	20.99%	19.57%	23.07%	23.65%	22.05%	17.34%	22.54%	22.38%	17.95%	20.88%	20.86%	21.42%	21.03%	24.29%	22.99%	21.94%	21.24%	20.96%	19.46%	16.58%	21.20%	20.37%	20.60%	25.16%	19.63%	18.01%	22.89%	23.34%	15.25%	25.41%	24.15%	23.38%	22.51%	23.35%	21.15%	19.30%	23.04%	20.06%	23.21%	21.89%	21.26%	24.58%	24.95%	24.44%	18.06%	22.33%	35.71%	7.84%	25.00%	26.32%									
21	Миронов Сергей Михайлович	5865	28	36	68	76	44	17	80	74	68	55	24	52	86	55	83	122	94	59	94	139	127	124	128	149	103	113	123	159	131	97	117	100	93	162	133	127	116	165	5	130	125	100	140	64	106	96	106	94	76	131	123	113	131	104	84	114	120	86	131	33	27	0	3	2	0									
		8.30%	5.34%	5.14%	7.52%	3.89%	2.38%	3.85%	8.01%	6.42%	6.32%	4.91%	7.57%	5.51%	6.45%	7.94%	5.75%	10.81%	10.51%	7.24%	9.54%	10.32%	8.88%	10.88%	9.78%	13.17%	8.21%	8.27%	8.81%	10.52%	9.07%	8.02%	9.87%	8.96%	8.90%	10.58%	11.20%	9.16%	8.20%	10.49%	3.23%	8.59%	8.90%	5.87%	9.47%	9.57%	10.12%	8.14%	9.57%	7.99%	7.27%	10.15%	9.38%	9.14%	9.88%	8.35%	6.25%	8.62%	8.73%	8.25%	7.94%	8.89%	8.49%	0.00%	5.88%	5.56%	0.00%									
22	Прохоров Михаил Дмитриевич	6684	34	69	83	192	86	32	70	85	97	108	30	74	156	56	162	84	86	66	67	133	161	99	132	104	151	166	139	145	159	93	108	105	77	137	103	114	140	133	25	171	129	212	108	49	80	136	106	111	109	121	133	122	127	105	152	170	156	84	165	41	18	5	8	2	3									
		9.45%	6.49%	9.84%	9.18%	9.82%	4.64%	7.26%	7.01%	7.37%	9.01%	9.64%	9.46%	7.84%	11.69%	8.08%	11.22%	7.44%	9.62%	8.10%	6.80%	9.87%	11.26%	8.68%	10.08%	9.20%	12.03%	12.15%	9.96%	9.59%	11.00%	7.69%	9.11%	9.41%	7.37%	8.95%	8.67%	8.22%	9.90%	8.46%	16.13%	11.30%	9.18%	12.44%	7.31%	7.32%	7.64%	11.53%	9.57%	9.43%	10.43%	9.37%	10.14%	9.86%	9.58%	8.43%	11.32%	12.86%	11.35%	8.06%	10.01%	11.05%	5.66%	17.86%	15.69%	5.56%	15.79%									
23	Путин Владимир Владимирович	36797	292	363	479	1226	1475	230	539	629	587	578	158	530	704	335	748	564	463	414	488	642	765	546	651	563	626	685	718	733	679	627	589	570	555	779	633	716	740	823	75	810	762	893	717	368	512	565	548	596	543	643	693	624	694	621	654	624	645	536	795	186	179	10	30	22	10									
		52.04%	55.73%	51.78%	52.99%	62.71%	79.64%	52.15%	53.95%	54.55%	54.55%	51.61%	49.84%	56.14%	52.77%	48.34%	51.80%	49.96%	51.79%	50.80%	49.54%	47.66%	53.50%	47.89%	49.73%	49.78%	49.88%	50.15%	51.43%	48.48%	46.99%	51.86%	49.70%	51.08%	53.11%	50.88%	53.28%	51.62%	52.33%	52.32%	48.39%	53.54%	54.23%	52.41%	48.51%	55.01%	48.90%	47.88%	49.46%	50.64%	51.96%	49.81%	52.86%	50.44%	52.34%	49.88%	48.70%	47.20%	46.91%	51.44%	48.21%	50.13%	56.29%	35.71%	58.82%	61.11%	52.63%									
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
