Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
"Наименование Избирательной комиссии:    Новосибирск, Центральная  "																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №1999	УИК №2000	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032					
1	"Число избирателей, внесенных в список избирателей"	58909	2073	1748	2388	2123	1808	2228	1181	1429	1415	1566	1813	1794	2330	2064	2489	1805	2141	2125	2254	1565	1706	1409	1468	1831	1519	964	1608	2191	1999	1676	1638	1052	1441	68					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	52500	1500	1500	2200	1900	1700	2200	1100	1400	1300	1500	1500	1500	2000	2000	2100	1600	1900	2000	2000	1400	1600	1200	1200	1700	1100	700	1500	1700	1900	1400	1500	800	1200	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	36045	1419	990	1464	1301	1085	1325	708	864	846	944	1259	1211	1400	1200	1389	1088	1178	1228	1340	1023	1150	830	834	1120	810	628	959	1436	1195	1127	1019	668	939	68					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1267	25	147	50	30	19	31	4	20	16	35	19	5	42	62	37	32	172	12	16	44	21	79	10	21	12	9	34	151	25	27	25	18	17	0					
6	Число погашенных избирательных бюллетеней	15188	56	363	686	569	596	844	388	516	438	521	222	284	558	738	674	480	550	760	644	333	429	291	356	559	278	63	507	113	680	246	456	114	244	632					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1267	25	147	50	30	19	31	4	20	16	35	19	5	42	62	37	32	172	12	16	44	21	79	10	21	12	9	34	151	25	27	25	18	17	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	35998	1417	990	1461	1300	1085	1323	708	864	845	942	1256	1211	1399	1200	1374	1086	1178	1227	1339	1023	1149	828	834	1119	810	628	957	1434	1193	1127	1018	667	938	68					
9	Число недействительных избирательных бюллетеней	489	23	21	14	13	27	23	9	11	13	4	19	24	18	20	22	12	24	25	21	6	8	10	9	11	13	9	9	26	16	10	8	3	7	1					
10	Число действительных избирательных бюллетеней	36776	1419	1116	1497	1317	1077	1331	703	873	848	973	1256	1192	1423	1242	1389	1106	1326	1214	1334	1061	1162	897	835	1129	809	628	982	1559	1202	1144	1035	682	948	67					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1441	70	42	61	50	37	51	29	31	32	37	43	69	53	43	49	55	64	50	59	35	39	38	31	34	43	15	36	70	46	35	27	25	42	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1413	69	42	59	50	37	50	29	30	31	36	40	67	53	43	49	53	62	50	58	34	39	36	31	34	43	14	35	70	46	34	27	23	39	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	3046	82	129	151	266	63	41	31	15	45	27	26	76	31	55	53	26	90	49	84	99	121	129	88	112	26	151	29	486	54	139	85	86	33	68					
14	Число погашенных неиспользованных открепительных удостоверений	28	1	0	2	0	0	1	0	1	1	1	3	2	0	0	0	2	2	0	1	1	0	2	0	0	0	1	1	0	0	1	0	2	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	104	4	3	4	4	6	4	0	2	0	5	3	9	5	9	1	3	5	2	5	1	1	2	3	2	5	0	2	6	3	3	1	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5270	169	157	174	184	176	217	124	123	142	177	133	168	231	161	208	183	195	164	172	142	158	119	127	130	116	109	143	203	173	159	164	111	146	12					
		14.14%	11.72%	13.81%	11.52%	13.83%	15.94%	16.03%	17.42%	13.91%	16.49%	18.12%	10.43%	13.82%	16.03%	12.76%	14.74%	16.37%	14.44%	13.24%	12.69%	13.31%	13.50%	13.12%	15.05%	11.40%	14.11%	17.11%	14.43%	12.81%	14.20%	13.78%	15.72%	16.20%	15.29%	17.65%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5124	225	179	166	174	161	171	84	104	111	123	191	197	203	208	216	162	180	176	184	144	114	115	116	123	154	100	111	297	119	144	102	74	189	7					
		13.75%	15.60%	15.74%	10.99%	13.08%	14.58%	12.63%	11.80%	11.76%	12.89%	12.59%	14.98%	16.20%	14.09%	16.48%	15.31%	14.49%	13.33%	14.21%	13.58%	13.50%	9.74%	12.68%	13.74%	10.79%	18.73%	15.70%	11.20%	18.74%	9.77%	12.48%	9.78%	10.80%	19.79%	10.29%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	458	22	12	18	12	26	7	6	12	6	10	24	16	8	14	18	12	13	17	13	18	15	20	11	17	8	9	18	24	13	9	15	6	9	0					
