Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Кавалеровская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1280									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	22037	425	188	146	243	224	270	1324	1370	993	1448	1229	1225	1220	1328	1466	1285	1165	1415	758	577	842	695	1239	527	382	53									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16500	320	150	110	180	170	200	990	1020	750	1080	940	910	920	1000	1020	970	870	1060	570	430	630	520	940	400	280	70									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	8080	158	76	65	127	114	106	404	400	316	574	482	512	540	525	641	425	340	498	250	210	280	248	410	205	131	43									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	372	25	8	9	14	3	15	22	30	14	20	7	6	10	18	20	12	11	23	18	6	24	11	34	2	2	8									
6	Число погашенных избирательных бюллетеней	8048	137	66	36	39	53	79	564	590	420	486	451	392	370	457	359	533	519	539	302	214	326	261	496	193	147	19									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	372	25	8	9	14	3	15	22	30	14	20	7	6	10	18	20	12	11	23	18	6	24	11	34	2	2	8									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	8077	158	76	65	127	114	106	404	400	316	574	482	512	539	525	640	425	340	498	250	210	280	248	410	204	131	43									
9	Число недействительных избирательных бюллетеней	331	12	2	10	4	5	13	23	11	14	23	15	21	13	15	31	9	12	16	14	19	4	13	15	7	9	1									
10	Число действительных избирательных бюллетеней	8118	171	82	64	137	112	108	403	419	316	571	474	497	536	528	629	428	339	505	254	197	300	246	429	199	124	50									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	595	10	10	10	10	10	10	20	20	20	25	30	30	30	35	35	35	30	35	25	25	25	25	40	30	20	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	181	10	10	10	10	7	5	6	5	5	11	8	14	13	14	9	6	8	8	2	0	3	1	14	2	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	107	2	2	1	2	1	4	2	5	0	0	7	4	7	6	14	4	8	2	0	5	7	6	3	0	10	5									
14	Число погашенных неиспользованных открепительных удостоверений	414	0	0	0	0	3	5	14	15	15	14	22	16	17	21	26	29	22	27	23	25	22	24	26	28	20	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	93	4	0	0	0	0	2	1	3	4	9	6	6	9	6	10	8	4	2	0	1	2	4	6	6	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	139	5	1	0	1	1	1	4	4	4	13	11	11	9	13	18	7	7	7	4	2	7	2	2	3	2	0									
