Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Белозерская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94					
1	"Число избирателей, внесенных в список"	16320	1743	1709	1798	1832	1777	354	94	192	311	71	284	62	181	209	200	468	62	303	350	115	310	205	141	306	376	792	245	74	88	477	973	218					
2	Число полученных избирательных бюллетеней	16177	1758	1677	1767	1755	1770	354	96	194	298	73	284	62	179	214	202	462	65	303	349	113	305	212	135	304	370	800	242	76	89	472	977	220					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	8459	871	827	959	907	870	171	42	121	166	24	146	29	105	105	96	239	28	197	204	32	208	121	58	160	232	440	167	65	62	207	480	120					
5	"Число избирательных бюллетеней, выданных вне помещения"	1548	102	46	38	159	29	97	41	17	58	30	48	15	24	33	59	104	26	35	77	76	20	38	50	25	15	20	40	6	5	110	77	28					
6	Число погашенных избирательных бюллетеней	6170	785	804	770	689	871	86	13	56	74	19	90	18	50	76	47	119	11	71	68	5	77	53	27	119	123	340	35	5	22	155	420	72					
7	Число избирательных бюллетеней в переносных ящиках	1548	102	46	38	159	29	97	41	17	58	30	48	15	24	33	59	104	26	35	77	76	20	38	50	25	15	20	40	6	5	110	77	28					
8	Число бюллетеней в стационарных ящиках для голосования	8457	871	827	959	905	870	171	42	121	166	24	146	29	105	105	96	239	28	197	204	32	208	121	58	160	232	440	167	65	62	207	480	120					
9	Число недействительных избирательных бюллетеней	70	9	3	9	5	9	1	0	0	2	0	1	0	2	1	0	2	0	2	1	0	0	1	0	3	4	8	0	0	1	1	5	0					
10	Число действительных избирательных бюллетеней	9935	964	870	988	1059	890	267	83	138	222	54	193	44	127	137	155	341	54	230	280	108	228	158	108	182	243	452	207	71	66	316	552	148					
11	Число полученных открепительных  удостоверений	920	60	60	60	60	60	30	15	20	30	10	25	10	15	25	20	35	15	30	35	10	30	15	15	25	30	40	25	10	10	35	40	20					
12	Число выданных открепительных удостоверений	68	6	8	5	13	9	4	0	1	0	0	2	0	1	1	1	2	0	1	3	0	2	3	0	0	2	2	0	0	0	1	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	78	4	4	9	5	10	4	3	0	4	1	0	2	2	0	1	8	0	0	2	3	3	2	2	2	2	1	1	0	1	1	1	0					
14	Число неиспользованных открепительных удостоверений	852	54	52	55	47	51	26	15	19	30	10	23	10	14	24	19	33	15	29	32	10	28	12	15	25	28	38	25	10	10	34	39	20					
15	"Число открепительных удостоверений, выданных в ТИК"	11	1	2	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																							
18	. Глазьев Сергей Юрьевич	158	18	21	19	26	20	1	2	0	0	0	0	0	1	1	1	4	1	2	2	2	2	0	1	6	4	7	3	1	0	1	9	3					
		1.58%	1.85%	2.41%	1.91%	2.44%	2.22%	0.37%	2.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.72%	0.65%	1.17%	1.85%	0.86%	0.71%	1.85%	0.88%	0.00%	0.93%	3.24%	1.62%	1.52%	1.45%	1.41%	0.00%	0.32%	1.62%	2.03%					
19	. Малышкин Олег Александрович	146	17	14	15	8	13	3	0	1	3	0	10	0	2	1	0	2	1	6	3	0	6	9	2	2	3	11	2	0	1	2	7	2					
		1.46%	1.75%	1.60%	1.50%	0.75%	1.45%	1.12%	0.00%	0.72%	1.34%	0.00%	5.15%	0.00%	1.55%	0.72%	0.00%	0.58%	1.85%	2.59%	1.07%	0.00%	2.63%	5.66%	1.85%	1.08%	1.21%	2.39%	0.97%	0.00%	1.49%	0.63%	1.26%	1.35%					
20	. Миронов Сергей Михайлович	72	7	15	7	10	9	1	0	1	1	0	2	0	0	0	0	4	1	0	1	0	0	0	2	2	1	1	2	0	0	0	1	4					
		0.72%	0.72%	1.72%	0.70%	0.94%	1.00%	0.37%	0.00%	0.72%	0.45%	0.00%	1.03%	0.00%	0.00%	0.00%	0.00%	1.17%	1.85%	0.00%	0.36%	0.00%	0.00%	0.00%	1.85%	1.08%	0.40%	0.22%	0.97%	0.00%	0.00%	0.00%	0.18%	2.70%					
21	. Путин Владимир Владимирович	8062	780	682	773	742	683	226	75	119	190	52	142	35	108	118	123	276	48	209	241	101	188	143	76	159	210	385	178	57	57	280	481	125					
		80.58%	80.16%	78.12%	77.53%	69.74%	75.97%	84.33%	90.36%	86.23%	84.82%	96.30%	73.20%	79.55%	83.72%	85.51%	79.35%	80.47%	88.89%	90.09%	85.77%	93.52%	82.46%	89.94%	70.37%	85.95%	85.02%	83.70%	85.99%	80.28%	85.07%	88.33%	86.36%	84.46%					
22	. Хакамада Ирина Муцуовна	149	19	9	10	24	29	3	1	2	0	0	3	0	2	0	2	5	0	1	8	0	4	1	1	3	4	3	3	0	0	3	3	6					
		1.49%	1.95%	1.03%	1.00%	2.26%	3.23%	1.12%	1.20%	1.45%	0.00%	0.00%	1.55%	0.00%	1.55%	0.00%	1.29%	1.46%	0.00%	0.43%	2.85%	0.00%	1.75%	0.63%	0.93%	1.62%	1.62%	0.65%	1.45%	0.00%	0.00%	0.95%	0.54%	4.05%					
23	. Харитонов Николай Михайлович	1271	112	118	155	234	134	30	4	15	27	2	35	9	13	17	28	49	3	12	24	5	26	4	26	10	18	43	17	13	8	28	47	5					
		12.70%	11.51%	13.52%	15.55%	21.99%	14.91%	11.19%	4.82%	10.87%	12.05%	3.70%	18.04%	20.45%	10.08%	12.32%	18.06%	14.29%	5.56%	5.17%	8.54%	4.63%	11.40%	2.52%	24.07%	5.41%	7.29%	9.35%	8.21%	18.31%	11.94%	8.83%	8.44%	3.38%					
																																							
24	Против всех	77	11	11	9	15	2	3	1	0	1	0	1	0	1	0	1	1	0	0	1	0	2	1	0	0	3	2	2	0	0	2	4	3					
		0.77%	1.13%	1.26%	0.90%	1.41%	0.22%	1.12%	1.20%	0.00%	0.45%	0.00%	0.52%	0.00%	0.78%	0.00%	0.65%	0.29%	0.00%	0.00%	0.36%	0.00%	0.88%	0.63%	0.00%	0.00%	1.21%	0.43%	0.97%	0.00%	0.00%	0.63%	0.72%	2.03%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
