Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
"Наименование Избирательной комиссии:    Красноярск, Железнодорожная"																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186					
1	"Число избирателей, внесенных в списки избирателей"	73090	1137	2751	1205	2120	1962	1145	1918	2210	2370	2368	2551	2762	2371	2719	2469	2661	2254	2574	2370	2497	2450	2503	2615	2577	2393	2259	2489	2465	2081	2592	2184	2068					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	71050	1050	2400	1150	2100	1950	1450	1950	2100	2300	2200	2200	2700	2250	2600	2350	2650	2200	2050	2300	2400	2500	2500	2700	2500	2300	2250	2400	2500	1950	2500	2500	2100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	38822	483	1290	744	1256	1207	800	1241	1255	1265	1292	1237	1499	1100	1430	1097	1082	1241	1427	1322	1282	1187	1189	1389	1232	1334	1194	1484	1252	797	1390	1607	1217					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1725	18	161	20	28	42	34	41	31	26	50	31	43	24	73	39	33	39	43	24	25	56	27	41	27	25	25	25	37	22	16	577	22					
6	Число погашенных избирательных бюллетеней	30503	549	949	386	816	701	616	668	814	1009	858	932	1158	1126	1097	1214	1535	920	580	954	1093	1257	1284	1270	1241	941	1031	891	1211	1131	1094	316	861					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1724	18	160	20	28	42	34	41	31	26	50	31	43	24	73	39	33	39	43	24	25	56	27	41	27	25	25	25	37	22	16	577	22					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	38797	483	1290	743	1256	1205	799	1241	1252	1265	1284	1237	1499	1100	1430	1095	1082	1240	1426	1322	1282	1187	1185	1389	1231	1334	1194	1484	1252	797	1390	1606	1217					
9	Число недействительных избирательных бюллетеней	572	3	11	15	14	15	12	20	18	22	18	28	24	11	29	14	10	20	12	17	16	29	17	20	22	17	17	27	10	8	13	56	7					
10	Число действительных избирательных бюллетеней	39949	498	1439	748	1270	1232	821	1262	1265	1269	1316	1240	1518	1113	1474	1120	1105	1259	1457	1329	1291	1214	1195	1410	1236	1342	1202	1482	1279	811	1393	2127	1232					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2000	30	70	35	65	55	45	55	65	70	60	60	80	70	80	70	80	60	60	70	70	70	70	80	70	70	65	70	70	55	70	0	60					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	748	8	21	6	21	13	14	32	21	46	26	32	23	14	31	12	35	30	16	24	30	19	28	35	22	25	24	30	28	23	34	0	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	886	11	32	20	33	34	12	19	32	26	18	24	23	18	14	13	23	24	15	20	20	23	18	26	19	18	14	17	26	16	31	226	21					
14	Число погашенных неиспользованных открепительных удостоверений	1252	22	49	29	44	42	31	23	44	24	34	28	57	56	49	58	45	30	44	46	40	51	42	45	48	45	41	40	42	32	36	0	35					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	39	1	2	0	1	0	0	0	1	6	2	1	1	3	0	0	1	1	0	3	0	1	3	1	1	0	1	1	3	0	2	0	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	1.Политическая партия «Аграрная партия России»	1040	14	29	20	38	33	24	42	34	24	43	43	56	22	30	18	20	50	39	38	37	45	34	32	31	30	37	44	30	8	47	11	37					
		2.57%	2.79%	2.00%	2.62%	2.96%	2.65%	2.88%	3.28%	2.65%	1.86%	3.22%	3.39%	3.63%	1.96%	1.99%	1.59%	1.79%	3.91%	2.65%	2.82%	2.83%	3.62%	2.81%	2.24%	2.46%	2.21%	3.04%	2.92%	2.33%	0.98%	3.34%	0.50%	2.99%					
19	2.Всероссийская политическая партия «Гражданская Сила»	568	8	12	16	13	20	14	24	23	21	21	17	16	10	12	5	16	18	16	16	27	19	34	14	18	18	20	28	24	13	15	14	26					
		1.40%	1.60%	0.83%	2.10%	1.01%	1.60%	1.68%	1.87%	1.79%	1.63%	1.57%	1.34%	1.04%	0.89%	0.80%	0.44%	1.43%	1.41%	1.09%	1.19%	2.07%	1.53%	2.81%	0.98%	1.43%	1.32%	1.64%	1.86%	1.86%	1.59%	1.07%	0.64%	2.10%					
20	3.Политическая партия «Демократическая партия России»	68	0	3	1	0	1	3	2	3	3	2	2	1	0	0	1	4	4	1	2	1	4	3	1	4	2	3	2	1	0	1	10	3					
