Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																			
Дата голосования: 02.12.2007																			
																			
Наименование Избирательной комиссии:    Межевская																			
																			
Сводная таблица результатов выборов																			
																			
		Сумма	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416					
1	"Число избирателей, внесенных в списки избирателей"	4379	98	2381	72	156	511	234	93	205	245	67	134	183					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	4383	101	2353	79	160	510	238	99	205	247	74	135	182					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	2661	58	1290	45	108	342	163	65	133	174	48	94	141					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	335	11	158	1	4	42	23	12	22	26	10	20	6					
6	Число погашенных избирательных бюллетеней	1387	32	905	33	48	126	52	22	50	47	16	21	35					
7	Число избирательных бюллетеней в переносных ящиках для голосования	335	11	158	1	4	42	23	12	22	26	10	20	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	2661	58	1290	45	108	342	163	65	133	174	48	94	141					
9	Число недействительных избирательных бюллетеней	9	0	5	0	0	0	0	0	4	0	0	0	0					
10	Число действительных избирательных бюллетеней	2987	69	1443	46	112	384	186	77	151	200	58	114	147					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	49	2	15	2	2	6	3	2	4	4	2	3	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	26	0	9	1	0	6	0	0	4	2	0	3	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	18	1	12	0	0	1	0	1	0	1	0	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	23	2	6	1	2	0	3	2	0	2	2	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	4	0	0	1	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
																			
18	1.Политическая партия «Аграрная партия России»	93	4	29	5	11	12	11	4	7	1	1	5	3					
		3.10%	5.80%	2.00%	10.87%	9.82%	3.13%	5.91%	5.19%	4.52%	0.50%	1.72%	4.39%	2.04%					
19	2.Всероссийская политическая партия «Гражданская Сила»	6	0	4	0	0	0	0	1	1	0	0	0	0					
		0.20%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	1.30%	0.65%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	3	0	0	0	0	2	0	0	0	1	0	0	0					
		0.10%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	421	3	256	7	13	44	26	7	26	12	3	6	18					
		14.05%	4.35%	17.68%	15.22%	11.61%	11.46%	13.98%	9.09%	16.77%	6.00%	5.17%	5.26%	12.24%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	19	0	15	0	0	1	0	0	3	0	0	0	0					
		0.63%	0.00%	1.04%	0.00%	0.00%	0.26%	0.00%	0.00%	1.94%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	3	0	1	0	0	1	0	0	0	1	0	0	0					
		0.10%	0.00%	0.07%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	281	4	159	2	12	24	19	7	10	9	7	16	12					
		9.38%	5.80%	10.98%	4.35%	10.71%	6.25%	10.22%	9.09%	6.45%	4.50%	12.07%	14.04%	8.16%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	423	4	248	2	17	25	41	2	14	46	5	9	10					
		14.12%	5.80%	17.13%	4.35%	15.18%	6.51%	22.04%	2.60%	9.03%	23.00%	8.62%	7.89%	6.80%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	14	0	4	0	0	5	0	0	0	3	0	0	2					
		0.47%	0.00%	0.28%	0.00%	0.00%	1.30%	0.00%	0.00%	0.00%	1.50%	0.00%	0.00%	1.36%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	1710	53	717	30	59	269	89	56	90	126	41	78	102					
		57.08%	76.81%	49.52%	65.22%	52.68%	70.05%	47.85%	72.73%	58.06%	63.00%	70.69%	68.42%	69.39%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	14	1	10	0	0	1	0	0	0	1	1	0	0					
		0.47%	1.45%	0.69%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.50%	1.72%	0.00%	0.00%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
