Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Икрянинская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169					
1	"Число избирателей, внесенных в список избирателей"	37071	1353	2453	2358	2677	381	2063	404	386	1292	1437	2490	1428	1279	162	663	168	482	233	284	609	348	346	291	1994	190	547	572	298	602	984	1048	766	114	731	790	388	1563	527	1201	743	426					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	37256	1367	2288	2421	2578	383	2066	411	387	1294	1480	2534	1450	1241	160	685	171	487	238	295	621	353	345	291	2017	192	566	577	307	602	1000	1043	790	116	739	818	389	1580	541	1228	764	441					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15689	570	1176	701	1260	135	701	186	221	501	668	1183	644	512	39	308	104	264	90	125	265	162	175	150	791	18	177	197	122	230	319	454	281	59	510	429	222	632	214	452	262	180					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2125	97	86	127	61	35	115	15	23	66	24	44	26	30	12	46	6	12	28	34	41	43	29	16	135	0	46	24	14	40	63	53	74	30	43	42	36	219	75	68	54	93					
6	Число погашенных избирательных бюллетеней	19442	700	1026	1593	1257	213	1250	210	143	727	788	1307	780	699	109	331	61	211	120	136	315	148	141	125	1091	174	343	356	171	332	618	536	435	27	186	347	131	729	252	708	448	168					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2125	97	86	127	61	35	115	15	23	66	24	44	26	30	12	46	6	12	28	34	41	43	29	16	135	0	46	24	14	40	63	53	74	30	43	42	36	219	75	68	54	93					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15689	570	1176	701	1260	135	701	186	221	501	668	1183	644	512	39	308	104	264	90	125	265	162	175	150	791	18	177	197	122	230	319	454	281	59	510	429	222	632	214	452	262	180					
9	Число недействительных избирательных бюллетеней	364	12	22	14	30	4	20	2	2	5	15	32	17	15	2	7	0	5	2	5	6	3	7	6	19	0	4	7	2	3	14	7	6	1	3	12	14	16	5	9	4	5					
10	Число действительных избирательных бюллетеней	17450	655	1240	814	1291	166	796	199	242	562	677	1195	653	527	49	347	110	271	116	154	300	202	197	160	907	18	219	214	134	267	368	500	349	88	550	459	244	835	284	511	312	268					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	490	14	21	20	28	2	27	8	6	20	18	32	29	12	0	1	4	2	1	5	9	6	6	5	19	5	8	7	5	16	16	25	12	5	11	19	5	21	9	16	9	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	392	14	20	14	26	2	25	7	6	20	18	31	28	12	0	1	4	2	0	1	8	5	6	2	16	2	6	3	3	15	15	24	12	1	8	14	2	7	3	3	3	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	450	27	189	62	36	4	10	2	3	1	10	6	4	2	1	1	3	2	0	0	4	2	6	5	6	2	3	3	0	4	2	19	3	1	3	2	6	12	0	1	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	98	0	1	6	2	0	2	1	0	0	0	1	1	0	0	0	0	0	1	4	1	1	0	3	3	3	2	4	2	1	1	1	0	4	3	5	3	14	6	13	6	3					
