Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
Наименование Избирательной комиссии:    Икрянинская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №696					
1	"Число избирателей, внесенных в списки избирателей"	36669	1362	2256	2292	2639	363	1939	413	377	1231	1528	2474	1405	1234	137	674	155	471	221	284	603	357	315	279	2033	192	520	580	321	732	1022	824	767	117	708	831	433	1569	519	1262	777	434	11	8					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	36850	1362	2271	2305	2652	356	1960	408	391	1229	1484	2517	1419	1229	133	685	158	467	224	289	611	355	314	285	2044	191	538	576	324	747	1063	790	766	118	727	845	412	1590	521	1264	772	436	11	11					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19661	738	1158	910	1585	187	945	242	252	580	763	1360	693	615	58	421	109	335	163	148	302	188	236	182	1071	152	221	305	184	342	552	466	426	89	503	527	299	776	258	645	343	313	11	8					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2377	78	144	125	51	23	133	9	26	55	78	54	44	29	12	73	7	15	2	37	48	39	26	17	158	10	77	46	24	44	35	63	61	14	64	77	50	256	68	89	54	62	0	0					
6	Число погашенных избирательных бюллетеней	14812	546	969	1270	1016	146	882	157	113	594	643	1103	682	585	63	191	42	117	59	104	261	128	52	86	815	29	240	225	116	361	476	261	279	15	160	241	63	558	195	530	375	61	0	3					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2377	78	144	125	51	23	133	9	26	55	78	54	44	29	12	73	7	15	2	37	48	39	26	17	158	10	77	46	24	44	35	63	61	14	64	77	50	256	68	89	54	62	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19661	738	1158	910	1585	187	945	242	252	580	763	1360	693	615	58	421	109	335	163	148	302	188	236	182	1071	152	221	305	184	342	552	466	426	89	503	527	299	776	258	645	343	313	11	8					
9	Число недействительных избирательных бюллетеней	266	11	17	9	20	0	5	2	7	2	17	21	7	10	1	1	3	4	2	2	9	1	5	2	13	0	3	2	1	7	6	8	5	0	6	11	6	16	4	8	6	6	0	0					
10	Число действительных избирательных бюллетеней	21772	805	1285	1026	1616	210	1073	249	271	633	824	1393	730	634	69	493	113	346	163	183	341	226	257	197	1216	162	295	349	207	379	581	521	482	103	561	593	343	1016	322	726	391	369	11	8					
