Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Серовская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813					
1	"Число избирателей, внесенных в списки избирателей"	16967	1315	1304	1023	902	1599	848	1035	1100	994	506	1459	150	1165	1182	244	34	619	472	166	150	172	143	168	81	136					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16180	1250	1230	900	800	1500	800	950	1100	950	500	1450	150	1150	1200	250	40	600	450	150	130	150	120	150	80	130					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	3	9	0	0	32	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8792	628	615	524	467	761	448	496	652	542	316	735	77	596	637	149	21	349	216	88	87	102	72	92	36	86					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1004	23	40	57	31	31	64	65	79	48	31	91	14	48	152	21	2	61	45	21	10	5	24	30	0	11					
6	Число погашенных избирательных бюллетеней	6307	599	575	319	302	708	288	389	369	360	153	624	59	506	411	80	17	190	156	41	30	34	24	28	12	33					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1081	23	40	57	31	31	64	65	79	48	31	91	14	48	152	21	2	61	78	21	13	14	24	30	32	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8792	628	615	524	467	761	448	496	652	542	316	735	77	596	637	149	21	349	216	88	87	102	72	92	36	86					
9	Число недействительных избирательных бюллетеней	74	11	0	6	4	16	9	3	9	5	1	4	0	2	1	0	1	0	0	0	0	2	0	0	0	0					
10	Число действительных избирательных бюллетеней	9799	640	655	575	494	776	503	558	722	585	346	822	91	642	788	170	22	410	294	109	100	114	96	122	68	97					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	223	5	5	10	10	10	10	8	22	10	2	13	2	10	25	5	5	28	5	5	6	2	8	7	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	206	5	5	8	4	7	10	8	22	10	2	13	2	10	25	5	5	28	4	2	6	2	7	7	5	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	93	0	9	3	6	4	4	2	1	1	4	15	3	4	4	1	4	10	0	0	8	2	5	3	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	17	0	0	2	6	3	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	1.Политическая партия «Аграрная партия России»	125	11	5	9	7	13	5	2	6	7	1	10	0	12	7	0	0	13	6	1	0	3	2	3	0	2					
		1.27%	1.69%	0.76%	1.55%	1.41%	1.64%	0.98%	0.36%	0.82%	1.19%	0.29%	1.21%	0.00%	1.86%	0.89%	0.00%	0.00%	3.17%	2.04%	0.92%	0.00%	2.59%	2.08%	2.46%	0.00%	2.06%					
19	2.Всероссийская политическая партия «Гражданская Сила»	73	5	6	9	4	4	0	8	9	6	1	0	2	4	2	0	0	4	2	0	1	1	2	2	1	0					
		0.74%	0.77%	0.92%	1.55%	0.80%	0.51%	0.00%	1.43%	1.23%	1.02%	0.29%	0.00%	2.20%	0.62%	0.25%	0.00%	0.00%	0.98%	0.68%	0.00%	1.00%	0.86%	2.08%	1.64%	1.47%	0.00%					
20	3.Политическая партия «Демократическая партия России»	7	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0					
		0.07%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	1.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	464	42	39	25	37	40	18	31	36	34	15	32	4	22	27	8	1	23	7	4	4	7	1	3	1	3					
		4.70%	6.45%	5.95%	4.30%	7.43%	5.05%	3.52%	5.53%	4.92%	5.76%	4.32%	3.87%	4.40%	3.42%	3.42%	4.71%	4.35%	5.61%	2.38%	3.67%	4.00%	6.03%	1.04%	2.46%	1.47%	3.09%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	122	6	4	1	1	7	16	6	15	29	3	4	0	3	2	6	0	6	4	5	2	1	1	0	0	0					
		1.24%	0.92%	0.61%	0.17%	0.20%	0.88%	3.13%	1.07%	2.05%	4.92%	0.86%	0.48%	0.00%	0.47%	0.25%	3.53%	0.00%	1.46%	1.36%	4.59%	2.00%	0.86%	1.04%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	21	1	2	1	2	2	0	1	4	2	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0					
		0.21%	0.15%	0.31%	0.17%	0.40%	0.25%	0.00%	0.18%	0.55%	0.34%	0.29%	0.12%	0.00%	0.00%	0.13%	0.00%	0.00%	0.24%	0.00%	0.92%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1119	73	77	61	58	77	61	63	82	48	19	90	11	129	80	11	3	77	28	7	20	6	4	15	9	10					
		11.33%	11.21%	11.76%	10.50%	11.65%	9.72%	11.91%	11.23%	11.22%	8.14%	5.48%	10.90%	12.09%	20.03%	10.14%	6.47%	13.04%	18.78%	9.52%	6.42%	20.00%	5.17%	4.17%	12.30%	13.24%	10.31%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	404	31	35	22	19	36	15	17	22	22	12	41	0	32	35	6	0	25	18	3	3	1	5	1	1	2					
		4.09%	4.76%	5.34%	3.79%	3.82%	4.55%	2.93%	3.03%	3.01%	3.73%	3.46%	4.96%	0.00%	4.97%	4.44%	3.53%	0.00%	6.10%	6.12%	2.75%	3.00%	0.86%	5.21%	0.82%	1.47%	2.06%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	58	5	9	3	2	6	1	4	3	3	0	5	2	1	7	1	0	0	4	0	1	1	0	0	0	0					
		0.59%	0.77%	1.37%	0.52%	0.40%	0.76%	0.20%	0.71%	0.41%	0.51%	0.00%	0.61%	2.20%	0.16%	0.89%	0.59%	0.00%	0.00%	1.36%	0.00%	1.00%	0.86%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7358	460	475	442	362	587	387	426	543	422	291	634	72	438	627	138	18	257	223	88	66	92	80	98	54	78					
		74.53%	70.66%	72.52%	76.08%	72.69%	74.12%	75.59%	75.94%	74.28%	71.53%	83.86%	76.76%	79.12%	68.01%	79.47%	81.18%	78.26%	62.68%	75.85%	80.73%	66.00%	79.31%	83.33%	80.33%	79.41%	80.41%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	48	5	3	2	2	4	0	0	1	10	3	5	0	1	0	0	0	2	2	0	2	2	0	0	2	2					
		0.49%	0.77%	0.46%	0.34%	0.40%	0.51%	0.00%	0.00%	0.14%	1.69%	0.86%	0.61%	0.00%	0.16%	0.00%	0.00%	0.00%	0.49%	0.68%	0.00%	2.00%	1.72%	0.00%	0.00%	2.94%	2.06%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
