Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																						
Дата голосования: 04.12.2011																						
																						
Наименование Избирательной комиссии:    Серовская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №805	УИК №806	УИК №807	УИК №811	УИК №2515	УИК №2516					
1	"Число избирателей, внесенных в список избирателей"	11351	1117	1098	1105	1166	1223	482	805	1203	1009	601	487	154	155	368	378					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11000	1100	1050	1100	1150	1200	450	750	1200	950	600	450	150	150	350	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	24	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5106	549	449	512	577	522	189	295	561	490	300	203	63	80	156	160					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	649	53	27	45	37	42	60	66	76	55	57	51	18	24	14	24					
6	Число погашенных избирательных бюллетеней	5221	498	574	543	536	636	201	389	563	405	243	172	69	46	180	166					
7	Число избирательных бюллетеней в переносных ящиках для голосования	673	53	27	45	37	42	60	66	76	55	57	75	18	24	14	24					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5106	549	449	512	577	522	189	295	561	490	300	203	63	80	156	160					
9	Число недействительных избирательных бюллетеней	146	10	15	11	13	11	9	15	18	21	2	4	5	1	5	6					
10	Число действительных избирательных бюллетеней	5633	592	461	546	601	553	240	346	619	524	355	274	76	103	165	178					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	237	20	20	20	20	20	10	10	27	20	30	10	5	10	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	148	5	7	7	7	13	8	8	27	19	30	0	1	10	3	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	47	4	4	3	0	6	2	3	2	6	7	4	0	4	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	89	15	13	13	13	7	2	2	0	1	0	10	4	0	7	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1309	176	127	156	149	114	48	58	96	77	88	88	20	20	57	35					
		22.65%	29.24%	26.68%	28.01%	24.27%	20.21%	19.28%	16.07%	15.07%	14.13%	24.65%	31.65%	24.69%	19.23%	33.53%	19.02%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1075	109	74	89	103	105	59	107	136	100	85	30	7	10	28	33					
		18.60%	18.11%	15.55%	15.98%	16.78%	18.62%	23.69%	29.64%	21.35%	18.35%	23.81%	10.79%	8.64%	9.62%	16.47%	17.93%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	65	8	7	12	5	8	3	3	9	4	0	3	0	1	1	1					
		1.12%	1.33%	1.47%	2.15%	0.81%	1.42%	1.20%	0.83%	1.41%	0.73%	0.00%	1.08%	0.00%	0.96%	0.59%	0.54%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	804	82	58	73	106	77	25	42	92	99	56	33	11	10	22	18					
		13.91%	13.62%	12.18%	13.11%	17.26%	13.65%	10.04%	11.63%	14.44%	18.17%	15.69%	11.87%	13.58%	9.62%	12.94%	9.78%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	89	7	5	10	9	6	3	4	17	11	3	2	0	3	4	5					
		1.54%	1.16%	1.05%	1.80%	1.47%	1.06%	1.20%	1.11%	2.67%	2.02%	0.84%	0.72%	0.00%	2.88%	2.35%	2.72%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2173	203	186	195	216	238	92	130	249	224	118	94	37	59	51	81					
		37.60%	33.72%	39.08%	35.01%	35.18%	42.20%	36.95%	36.01%	39.09%	41.10%	33.05%	33.81%	45.68%	56.73%	30.00%	44.02%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	118	7	4	11	13	5	10	2	20	9	5	24	1	0	2	5					
		2.04%	1.16%	0.84%	1.97%	2.12%	0.89%	4.02%	0.55%	3.14%	1.65%	1.40%	8.63%	1.23%	0.00%	1.18%	2.72%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
