Выборы Президента Российской Федерации																																	
																																	
Наименование Избирательной комиссии:    Хилокская																																	
																																	
Итоги голосования 																																	
																																	
		Сумма	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313					
1	"Число избирателей, внесенных в список"	24513	2257	2164	1366	1964	1451	117	427	1321	1530	1067	217	152	286	943	1953	622	155	159	1437	117	928	1059	848	823	1045	105					
2	Число полученных избирательных бюллетеней	22714	2000	2000	1300	1800	1400	109	400	1200	1400	1000	200	142	270	850	1800	600	155	165	1300	117	850	1000	800	750	1000	106					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10348	780	814	558	622	504	83	283	478	539	559	151	128	157	482	871	314	87	100	711	84	472	511	264	357	374	65					
5	"Число избирательных бюллетеней, выданных вне помещения"	724	73	29	23	53	40	0	9	38	59	57	0	0	23	35	47	44	17	12	66	0	23	35	19	18	4	0					
6	Число погашенных избирательных бюллетеней	11642	1147	1157	719	1125	856	26	108	684	802	384	49	14	90	333	882	242	51	53	523	33	355	454	517	375	622	41					
7	Число избирательных бюллетеней в переносных ящиках	724	73	29	23	53	40	0	9	38	59	57	0	0	23	35	47	44	17	12	66	0	23	35	19	18	4	0					
8	Число бюллетеней в стационарных ящиках для голосования	10348	780	814	558	622	504	83	283	478	539	559	151	128	157	482	871	314	87	100	711	84	472	511	264	357	374	65					
9	Число недействительных избирательных бюллетеней	95	5	8	5	9	6	0	1	1	8	1	0	1	1	9	4	8	1	0	5	0	7	6	0	7	2	0					
10	Число действительных избирательных бюллетеней	10977	848	835	576	666	538	83	291	515	590	615	151	127	179	508	914	350	103	112	772	84	488	540	283	368	376	65					
11	Число полученных открепительных  удостоверений	385	25	25	25	25	25	5	10	15	15	40	5	5	5	10	25	10	5	5	20	5	10	15	15	15	15	10					
12	Число выданных открепительных удостоверений	79	3	12	1	2	1	0	4	3	6	4	0	0	3	9	9	0	2	1	4	0	5	5	2	1	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	62	7	9	2	0	1	1	2	2	3	9	2	1	0	4	1	3	1	0	5	0	1	4	1	1	1	1					
14	Число неиспользованных открепительных удостоверений	306	22	13	24	23	24	5	6	12	9	36	5	5	2	1	16	10	3	4	16	5	5	10	13	14	13	10					
15	"Число открепительных удостоверений, выданных в ТИК"	15	3	0	1	2	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
