Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Целинная																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782					
1	"Число избирателей, внесенных в списки избирателей"	14668	2130	1110	1490	547	378	940	64	1274	809	540	118	927	745	125	393	721	148	555	529	234	177	714					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14300	1970	1060	1440	550	380	850	70	1230	810	545	120	930	750	130	400	720	150	560	520	225	180	710					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8796	1173	634	816	337	265	583	39	829	499	346	63	504	416	105	257	446	103	351	316	143	124	447					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	873	163	60	86	33	9	48	2	70	65	19	2	52	60	9	19	18	18	21	35	26	12	46					
6	Число погашенных избирательных бюллетеней	4631	634	366	538	180	106	219	29	331	246	180	55	374	274	16	124	256	29	188	169	56	44	217					
7	Число избирательных бюллетеней в переносных ящиках для голосования	873	163	60	86	33	9	48	2	70	65	19	2	52	60	9	19	18	18	21	35	26	12	46					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8789	1168	634	816	337	265	583	39	827	499	346	63	504	416	105	257	446	103	351	316	143	124	447					
9	Число недействительных избирательных бюллетеней	101	5	4	19	6	3	7	1	19	1	3	1	6	5	0	4	0	4	2	2	1	3	5					
10	Число действительных избирательных бюллетеней	9561	1326	690	883	364	271	624	40	878	563	362	64	550	471	114	272	464	117	370	349	168	133	488					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	93	18	4	21	0	2	4	2	2	1	4	2	4	1	2	3	4	2	4	4	2	3	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	66	15	4	21	0	0	1	0	2	1	0	0	2	1	2	3	4	2	0	2	0	3	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	52	8	2	4	0	4	3	0	0	2	0	0	3	1	2	3	3	2	2	6	4	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	27	3	0	0	0	2	3	2	0	0	4	2	2	0	0	0	0	0	4	2	2	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	2	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
