Выборы Президента Российской Федерации																																				
																																				
Наименование Избирательной комиссии:    Октябрьская																																				
																																				
Итоги голосования 																																				
																																				
		Сумма	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315					
1	"Число избирателей, внесенных в список"	18005	1334	1333	1234	491	496	376	651	189	1018	215	158	626	199	444	110	278	752	1384	2211	1624	501	259	123	175	146	602	761	197	118					
2	Число полученных избирательных бюллетеней	17675	1350	1350	1250	500	500	350	650	200	1000	200	170	650	200	450	115	300	750	1300	2000	1500	500	250	130	180	150	600	750	200	130					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9800	710	609	593	279	308	267	393	132	524	141	97	358	120	263	76	168	364	723	1118	768	290	190	79	123	83	312	476	145	91					
5	"Число избирательных бюллетеней, выданных вне помещения"	854	70	84	53	29	86	0	34	8	44	10	3	24	10	24	8	19	100	70	51	13	20	3	2	6	6	53	16	5	3					
6	Число погашенных избирательных бюллетеней	7021	570	657	604	192	106	83	223	60	432	49	70	268	70	163	31	113	286	507	831	719	190	57	49	51	61	235	258	50	36					
7	Число избирательных бюллетеней в переносных ящиках	854	70	84	53	29	86	0	34	8	44	10	3	24	10	24	8	19	100	70	51	13	20	3	2	6	6	53	16	5	3					
8	Число бюллетеней в стационарных ящиках для голосования	9800	710	609	593	279	308	267	393	132	524	141	97	358	120	263	76	168	364	723	1118	768	290	190	79	123	83	312	476	145	91					
9	Число недействительных избирательных бюллетеней	112	7	3	10	5	2	0	0	3	8	2	0	2	1	1	0	6	5	3	17	6	7	4	2	3	0	2	8	5	0					
10	Число действительных избирательных бюллетеней	10542	773	690	636	303	392	267	427	137	560	149	100	380	129	286	84	181	459	790	1152	775	303	189	79	126	89	363	484	145	94					
11	Число полученных открепительных  удостоверений	325	15	15	15	10	15	10	10	5	10	5	5	10	5	10	5	5	10	30	30	30	10	10	5	5	5	15	15	5	5					
12	Число выданных открепительных удостоверений	87	0	2	5	5	13	1	1	0	9	2	0	1	1	10	0	1	1	9	21	3	0	0	1	0	0	0	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	39	2	3	0	2	2	0	0	0	2	0	0	1	0	0	3	1	0	6	10	3	0	0	1	0	0	1	0	1	1					
14	Число неиспользованных открепительных удостоверений	238	15	13	10	5	2	9	9	5	1	3	5	9	4	0	5	4	9	21	9	27	10	10	4	5	5	15	14	5	5					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																				
18	. Глазьев Сергей Юрьевич	288	16	18	37	10	9	5	1	6	11	2	1	6	1	5	1	5	12	22	37	31	6	2	0	1	4	18	13	3	5					
		2.70%	2.05%	2.60%	5.73%	3.25%	2.28%	1.87%	0.23%	4.29%	1.94%	1.32%	1.00%	1.57%	0.77%	1.74%	1.19%	2.67%	2.59%	2.77%	3.17%	3.97%	1.94%	1.04%	0.00%	0.78%	4.49%	4.93%	2.64%	2.00%	5.32%					
19	. Малышкин Олег Александрович	295	11	21	18	13	4	10	7	4	18	5	8	13	5	8	0	4	11	20	32	32	2	7	2	7	1	17	12	1	2					
		2.77%	1.41%	3.03%	2.79%	4.22%	1.02%	3.75%	1.64%	2.86%	3.17%	3.31%	8.00%	3.40%	3.85%	2.79%	0.00%	2.14%	2.37%	2.52%	2.74%	4.10%	0.65%	3.63%	2.47%	5.43%	1.12%	4.66%	2.44%	0.67%	2.13%					
20	. Миронов Сергей Михайлович	69	3	6	6	4	1	0	2	0	5	1	3	0	1	1	3	0	2	5	2	7	2	0	0	1	0	4	9	0	1					
		0.65%	0.38%	0.87%	0.93%	1.30%	0.25%	0.00%	0.47%	0.00%	0.88%	0.66%	3.00%	0.00%	0.77%	0.35%	3.57%	0.00%	0.43%	0.63%	0.17%	0.90%	0.65%	0.00%	0.00%	0.78%	0.00%	1.10%	1.83%	0.00%	1.06%					
21	. Путин Владимир Владимирович	6218	359	359	406	162	271	197	310	99	330	103	44	251	77	193	33	109	205	457	674	480	171	109	56	68	56	239	258	88	54					
		58.36%	46.03%	51.80%	62.85%	52.60%	68.78%	73.78%	72.60%	70.71%	58.10%	68.21%	44.00%	65.71%	59.23%	67.25%	39.29%	58.29%	44.18%	57.63%	57.66%	61.46%	55.16%	56.48%	69.14%	52.71%	62.92%	65.48%	52.44%	58.67%	57.45%					
22	. Хакамада Ирина Муцуовна	231	12	14	13	3	19	1	5	2	10	1	3	6	0	2	0	3	20	22	23	24	5	6	4	7	9	4	5	5	3					
		2.17%	1.54%	2.02%	2.01%	0.97%	4.82%	0.37%	1.17%	1.43%	1.76%	0.66%	3.00%	1.57%	0.00%	0.70%	0.00%	1.60%	4.31%	2.77%	1.97%	3.07%	1.61%	3.11%	4.94%	5.43%	10.11%	1.10%	1.02%	3.33%	3.19%					
23	. Харитонов Николай Михайлович	3277	355	266	150	107	88	53	98	26	178	35	38	99	42	76	45	60	200	235	357	186	110	63	16	41	19	76	184	45	29					
		30.76%	45.51%	38.38%	23.22%	34.74%	22.34%	19.85%	22.95%	18.57%	31.34%	23.18%	38.00%	25.92%	32.31%	26.48%	53.57%	32.09%	43.10%	29.63%	30.54%	23.82%	35.48%	32.64%	19.75%	31.78%	21.35%	20.82%	37.40%	30.00%	30.85%					
																																				
24	Против всех	164	17	6	6	4	0	1	4	0	8	2	3	5	3	1	2	0	9	29	27	15	7	2	1	1	0	5	3	3	0					
		1.54%	2.18%	0.87%	0.93%	1.30%	0.00%	0.37%	0.94%	0.00%	1.41%	1.32%	3.00%	1.31%	2.31%	0.35%	2.38%	0.00%	1.94%	3.66%	2.31%	1.92%	2.26%	1.04%	1.23%	0.78%	0.00%	1.37%	0.61%	2.00%	0.00%					
																																				
																																				
																																				
