13	"Число избирателей, проголосовавших по открепительным удостоверениям"	493	5	14	12	2	5	10	6	11	6	19	6	6	12	11	10	2	14	13	6	9	9	6	8	8	0	10	12	9	13	9	4	3	7	0	8	7	7	9	11	5	14	11	10	9	25	14	9	4	11	9	10	16	9	18					
14	Число неиспользованных открепительных удостоверений	529	11	12	18	7	6	1	8	17	9	10	18	14	16	11	15	10	13	12	16	14	14	7	11	4	5	8	14	3	10	8	1	18	16	13	8	5	11	4	18	10	7	4	8	9	11	10	6	10	4	6	6	11	11	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	18	1	0	0	0	0	0	0	0	1	1	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	1	0	0	1	0	1	0	0	1	1	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																													
18	Богданов Андрей Владимирович	877	10	15	22	19	12	13	15	16	16	15	15	13	7	11	14	13	6	24	11	21	24	14	18	15	13	12	16	26	8	31	11	14	15	33	32	15	14	19	14	14	13	18	20	11	13	22	18	11	11	25	17	21	21	10					
		1.78%	2.16%	1.39%	1.80%	1.74%	1.22%	1.47%	1.61%	1.64%	1.60%	1.62%	1.63%	1.71%	0.65%	1.34%	1.78%	1.56%	0.62%	2.53%	1.16%	1.96%	2.42%	1.43%	1.70%	1.58%	1.76%	1.67%	1.45%	3.34%	0.97%	3.04%	1.08%	1.52%	1.59%	3.21%	3.52%	1.61%	1.42%	1.98%	1.37%	1.50%	1.35%	2.01%	1.90%	1.25%	1.91%	2.93%	1.79%	1.46%	1.26%	2.33%	2.26%	2.59%	2.49%	2.38%					
19	Жириновский Владимир Вольфович	6825	63	180	181	161	124	93	90	114	144	123	128	126	142	101	111	115	137	158	170	144	151	159	142	137	116	102	150	119	117	134	132	126	122	151	121	127	136	132	109	121	111	122	159	100	107	97	111	86	119	161	114	130	120	79					
		13.85%	13.61%	16.67%	14.84%	14.77%	12.58%	10.53%	9.66%	11.67%	14.43%	13.27%	13.94%	16.56%	13.23%	12.33%	14.10%	13.82%	14.08%	16.65%	17.89%	13.41%	15.24%	16.19%	13.42%	14.39%	15.70%	14.17%	13.57%	15.30%	14.22%	13.12%	12.95%	13.64%	12.91%	14.67%	13.33%	13.66%	13.79%	13.78%	10.70%	12.96%	11.49%	13.60%	15.10%	11.33%	15.71%	12.93%	11.07%	11.42%	13.68%	14.98%	15.16%	16.05%	14.25%	18.81%					
20	Зюганов Геннадий Андреевич	12245	97	235	297	244	228	225	216	212	189	170	177	161	247	204	160	159	256	218	243	267	224	257	272	284	184	203	323	209	214	334	270	236	243	255	183	232	231	299	315	289	277	208	262	267	123	192	327	217	206	245	165	172	224	98					
		24.85%	20.95%	21.76%	24.34%	22.39%	23.12%	25.48%	23.18%	21.70%	18.94%	18.34%	19.28%	21.16%	23.02%	24.91%	20.33%	19.11%	26.31%	22.97%	25.58%	24.86%	22.60%	26.17%	25.71%	29.83%	24.90%	28.19%	29.23%	26.86%	26.00%	32.71%	26.50%	25.54%	25.71%	24.78%	20.15%	24.95%	23.43%	31.21%	30.91%	30.94%	28.67%	23.19%	24.88%	30.24%	18.06%	25.60%	32.60%	28.82%	23.68%	22.79%	21.94%	21.23%	26.60%	23.33%					
21	Медведев Дмитрий Анатольевич	28552	289	644	702	650	608	545	594	621	633	604	589	449	655	485	492	537	556	541	508	625	579	541	605	499	421	390	598	415	468	497	587	539	552	572	561	546	585	491	571	489	555	534	592	498	427	424	535	415	519	620	441	476	451	232					
		57.95%	62.42%	59.63%	57.54%	59.63%	61.66%	61.72%	63.73%	63.56%	63.43%	65.16%	64.16%	59.00%	61.04%	59.22%	62.52%	64.54%	57.14%	57.01%	53.47%	58.19%	58.43%	55.09%	57.18%	52.42%	56.97%	54.17%	54.12%	53.34%	56.87%	48.68%	57.61%	58.33%	58.41%	55.59%	61.78%	58.71%	59.33%	51.25%	56.04%	52.36%	57.45%	59.53%	56.22%	56.40%	62.70%	56.53%	53.34%	55.11%	59.66%	57.67%	58.64%	58.77%	53.56%	55.24%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
