Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Кулинская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817					
1	"Число избирателей, внесенных в списки избирателей"	6130	1138	1811	209	209	386	343	127	148	625	109	169	219	152	276	43	44	122					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	6102	1134	1795	206	209	381	343	127	148	625	109	169	219	152	276	43	44	122					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5663	896	1667	206	177	381	343	127	148	604	108	164	217	140	276	43	44	122					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	38	0	0	0	0	0	0	0	0	21	0	5	0	12	0	0	0	0					
6	Число погашенных избирательных бюллетеней	401	238	128	0	32	0	0	0	0	0	1	0	2	0	0	0	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	38	0	0	0	0	0	0	0	0	21	0	5	0	12	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5663	896	1667	206	177	381	343	127	148	604	108	164	217	140	276	43	44	122					
9	Число недействительных избирательных бюллетеней	32	0	7	2	6	0	13	0	0	0	0	0	4	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	5669	896	1660	204	171	381	330	127	148	625	108	169	213	152	276	43	44	122					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	120	12	12	6	6	6	6	6	6	12	6	6	6	6	6	6	6	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	3	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	117	12	11	6	6	5	6	5	6	12	6	6	6	6	6	6	6	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
