Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Усольская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №3901	УИК №3902	УИК №3903	УИК №3904	УИК №3905	УИК №3906	УИК №3907	УИК №3908	УИК №3909	УИК №3910	УИК №3911	УИК №3912	УИК №3913	УИК №3914	УИК №3915	УИК №3916	УИК №3917	УИК №3918	УИК №3919					
1	"Число избирателей, внесенных в списки"	9439	1097	124	543	261	1022	990	963	629	200	1458	266	120	337	211	216	108	517	269	108					
2	"Число бюллетеней, полученных участковыми комиссиями"	9360	1050	119	529	258	970	960	960	670	210	1480	256	111	350	210	208	114	516	278	111					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5188	706	75	280	88	531	581	460	383	132	788	136	69	229	105	91	70	285	139	40					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	869	30	5	41	79	42	83	48	65	23	91	40	22	43	44	63	10	50	58	32					
6	Число погашенных бюллетеней	3303	314	39	208	91	397	296	452	222	55	601	80	20	78	61	54	34	181	81	39					
7	Число бюллетеней в переносных ящиках для голосования	868	30	5	41	78	42	83	48	65	23	91	40	22	43	44	63	10	50	58	32					
8	Число бюллетеней в стационарных ящиках для голосования	5146	706	75	280	88	531	543	459	383	132	785	136	69	229	105	91	70	285	139	40					
9	Число недействительных бюллетеней	247	19	2	10	7	16	57	12	9	9	41	4	12	9	3	4	3	17	13	0					
10	Число действительных бюллетеней	5767	717	78	311	159	557	569	495	439	146	835	172	79	263	146	150	77	318	184	72					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	149	20	5	5	5	21	10	15	20	1	20	3	5	5	2	2	0	5	5	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	139	20	5	5	0	21	10	15	20	1	20	2	1	5	2	2	0	5	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	139	12	6	14	5	9	13	27	7	8	9	7	2	3	0	6	2	8	1	0					
14	Число погашенных открепительных удостоверений	10	0	0	0	5	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	"1. ""ЕДИНЕНИЕ"""	160	19	0	6	4	6	15	10	17	3	24	5	1	4	5	3	6	15	13	4					
		2.66%	2.58%	0.0%	1.86%	2.40%	1.04%	2.39%	1.97%	3.79%	1.93%	2.73%	2.84%	1.09%	1.47%	3.35%	1.94%	7.5%	4.47%	6.59%	5.55%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	303	49	2	10	2	31	58	27	9	7	58	6	1	8	8	3	1	9	10	4					
		5.03%	6.65%	2.5%	3.11%	1.20%	5.41%	9.26%	5.32%	2.00%	4.51%	6.62%	3.40%	1.09%	2.94%	5.36%	1.94%	1.25%	2.68%	5.07%	5.55%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	284	25	7	16	8	16	40	25	21	13	35	5	3	15	6	8	6	26	5	4					
		4.72%	3.39%	8.75%	4.98%	4.81%	2.79%	6.38%	4.93%	4.68%	8.38%	3.99%	2.84%	3.29%	5.51%	4.02%	5.19%	7.5%	7.76%	2.53%	5.55%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	189	26	4	9	8	31	35	10	12	1	28	1	4	7	3	4	4	0	1	1					
		3.14%	3.53%	5.0%	2.80%	4.81%	5.41%	5.59%	1.97%	2.67%	0.64%	3.19%	0.56%	4.39%	2.57%	2.01%	2.59%	5.0%	0.0%	0.50%	1.38%					
22	"5. ""За Русь Святую"""	63	7	0	3	2	11	4	2	3	2	14	4	0	4	1	0	0	4	2	0					
		1.04%	0.95%	0.0%	0.93%	1.20%	1.91%	0.63%	0.39%	0.66%	1.29%	1.59%	2.27%	0.0%	1.47%	0.67%	0.0%	0.0%	1.19%	1.01%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	27	2	1	2	0	1	3	1	1	0	3	3	2	1	1	2	0	1	2	1					
		0.44%	0.27%	1.25%	0.62%	0.0%	0.17%	0.47%	0.19%	0.22%	0.0%	0.34%	1.70%	2.19%	0.36%	0.67%	1.29%	0.0%	0.29%	1.01%	1.38%					
24	"7. ""Новый курс - Автомобильная Россия"""	76	14	1	11	2	11	10	6	4	0	7	1	0	1	3	0	1	1	3	0					
		1.26%	1.90%	1.25%	3.42%	1.20%	1.91%	1.59%	1.18%	0.89%	0.0%	0.79%	0.56%	0.0%	0.36%	2.01%	0.0%	1.25%	0.29%	1.52%	0.0%					
25	"8. ""Народно-республиканская партия России"""	20	2	0	0	0	1	5	1	0	0	4	0	0	2	1	0	2	0	2	0					
		0.33%	0.27%	0.0%	0.0%	0.0%	0.17%	0.79%	0.19%	0.0%	0.0%	0.45%	0.0%	0.0%	0.73%	0.67%	0.0%	2.5%	0.0%	1.01%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	25	1	1	0	1	5	4	2	1	2	1	0	0	1	0	1	1	1	2	1					
		0.41%	0.13%	1.25%	0.0%	0.60%	0.87%	0.63%	0.39%	0.22%	1.29%	0.11%	0.0%	0.0%	0.36%	0.0%	0.64%	1.25%	0.29%	1.01%	1.38%					
27	"10. ""Аграрная партия России"""	261	24	2	15	10	19	23	22	24	17	40	2	7	6	8	3	0	21	12	6					
		4.33%	3.26%	2.5%	4.67%	6.02%	3.31%	3.67%	4.33%	5.35%	10.96%	4.56%	1.13%	7.69%	2.20%	5.36%	1.94%	0.0%	6.26%	6.09%	8.33%					
28	"11. ""Истинные патриоты России"""	5	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0					
		0.08%	0.13%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.36%	0.0%	0.0%	1.25%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	62	7	0	3	1	3	3	6	4	3	12	0	1	4	3	3	0	8	1	0					
		1.03%	0.95%	0.0%	0.93%	0.60%	0.52%	0.47%	1.18%	0.89%	1.93%	1.36%	0.0%	1.09%	1.47%	2.01%	1.94%	0.0%	2.38%	0.50%	0.0%					
30	"13. ""Демократическая партия России"""	14	3	0	1	2	3	0	0	1	1	0	0	0	1	1	0	1	0	0	0					
		0.23%	0.40%	0.0%	0.31%	1.20%	0.52%	0.0%	0.0%	0.22%	0.64%	0.0%	0.0%	0.0%	0.36%	0.67%	0.0%	1.25%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	20	1	0	1	1	1	1	1	2	0	2	1	0	1	1	1	1	0	5	0					
		0.33%	0.13%	0.0%	0.31%	0.60%	0.17%	0.15%	0.19%	0.44%	0.0%	0.22%	0.56%	0.0%	0.36%	0.67%	0.64%	1.25%	0.0%	2.53%	0.0%					
32	"15. ""Партия СЛОН"""	8	0	0	0	0	1	1	0	0	0	2	0	1	0	0	1	0	0	2	0					
		0.13%	0.0%	0.0%	0.0%	0.0%	0.17%	0.15%	0.0%	0.0%	0.0%	0.22%	0.0%	1.09%	0.0%	0.0%	0.64%	0.0%	0.0%	1.01%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	304	42	7	16	13	33	15	21	19	7	71	10	3	5	8	5	2	18	9	0					
		5.05%	5.70%	8.75%	4.98%	7.83%	5.75%	2.39%	4.14%	4.24%	4.51%	8.10%	5.68%	3.29%	1.83%	5.36%	3.24%	2.5%	5.37%	4.56%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	25	2	0	2	1	5	3	3	1	0	1	0	0	2	0	0	0	2	1	2					
		0.41%	0.27%	0.0%	0.62%	0.60%	0.87%	0.47%	0.59%	0.22%	0.0%	0.11%	0.0%	0.0%	0.73%	0.0%	0.0%	0.0%	0.59%	0.50%	2.77%					
35	"18. ""ЛДПР"""	925	112	20	34	12	99	98	96	69	26	142	29	11	36	19	32	17	39	21	13					
		15.38%	15.21%	25.0%	10.59%	7.22%	17.27%	15.65%	18.93%	15.40%	16.77%	16.21%	16.47%	12.08%	13.23%	12.75%	20.77%	21.25%	11.64%	10.65%	18.05%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	230	30	0	15	11	21	18	16	25	2	14	5	3	9	12	13	7	24	4	1					
		3.82%	4.07%	0.0%	4.67%	6.62%	3.66%	2.87%	3.15%	5.58%	1.29%	1.59%	2.84%	3.29%	3.30%	8.05%	8.44%	8.75%	7.16%	2.03%	1.38%					
37	"20. ""Политическая партия ""Единая Россия"""	2094	262	26	132	61	209	165	204	160	45	267	76	31	111	50	58	20	116	74	27					
		34.81%	35.59%	32.5%	41.12%	36.74%	36.47%	26.35%	40.23%	35.71%	29.03%	30.47%	43.18%	34.06%	40.80%	33.55%	37.66%	25.0%	34.62%	37.56%	37.5%					
38	"21. ""Российская Конституционно-демократическая партия"""	20	0	1	1	2	1	2	0	1	0	1	0	1	1	1	2	2	3	0	1					
		0.33%	0.0%	1.25%	0.31%	1.20%	0.17%	0.31%	0.0%	0.22%	0.0%	0.11%	0.0%	1.09%	0.36%	0.67%	1.29%	2.5%	0.89%	0.0%	1.38%					
39	"22. ""Развитие предпринимательства"""	15	3	0	0	0	1	4	0	1	0	0	1	0	0	1	0	0	4	0	0					
		0.24%	0.40%	0.0%	0.0%	0.0%	0.17%	0.63%	0.0%	0.22%	0.0%	0.0%	0.56%	0.0%	0.0%	0.67%	0.0%	0.0%	1.19%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	340	51	2	20	9	24	23	13	39	11	66	12	7	28	7	2	2	14	8	2					
		5.65%	6.92%	2.5%	6.23%	5.42%	4.18%	3.67%	2.56%	8.70%	7.09%	7.53%	6.81%	7.69%	10.29%	4.69%	1.29%	2.5%	4.17%	4.06%	2.77%					
																										
41	Против всех	297	34	4	14	9	24	38	29	25	6	42	11	3	15	7	9	3	12	7	5					
		4.93%	4.61%	5.0%	4.36%	5.42%	4.18%	6.07%	5.71%	5.58%	3.87%	4.79%	6.25%	3.29%	5.51%	4.69%	5.84%	3.75%	3.58%	3.55%	6.94%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
