Выборы Президента Российской Федерации																																								
																																								
Наименование Избирательной комиссии:    Шадринская городская																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173					
1	"Число избирателей, внесенных в список"	65166	1655	2649	2257	2596	2858	2714	2234	2077	1943	1593	2301	1269	1883	1584	2833	2347	2849	2080	993	767	2635	995	2340	1913	2645	2917	2513	2420	2741	505	1083	441	536					
2	Число полученных избирательных бюллетеней	60350	1500	2450	2150	2400	2650	2450	2100	1900	1750	1400	2350	1200	1750	1450	2650	2250	2600	1900	900	750	2420	900	2200	1750	2400	2650	2350	2250	2500	400	1000	480	500					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	34174	920	1490	1107	1613	1439	1437	1320	1199	1023	791	1300	652	1136	802	1625	1273	1652	975	436	476	1283	459	1206	882	1426	1193	1277	1059	1325	212	549	286	351					
5	"Число избирательных бюллетеней, выданных вне помещения"	2475	41	136	35	49	117	71	102	51	89	179	51	98	58	54	83	29	91	29	18	27	118	74	80	108	48	79	122	76	47	133	11	155	16					
6	Число погашенных избирательных бюллетеней	23701	539	824	1008	738	1094	942	678	650	638	430	999	450	556	594	942	948	857	896	446	247	1019	367	914	760	926	1378	951	1115	1128	55	440	39	133					
7	Число избирательных бюллетеней в переносных ящиках	2475	41	136	35	49	117	71	102	51	89	179	51	98	58	54	83	29	91	29	18	27	118	74	80	108	48	79	122	76	47	133	11	155	16					
8	Число бюллетеней в стационарных ящиках для голосования	34162	920	1490	1106	1613	1438	1436	1320	1199	1022	791	1300	652	1135	801	1625	1273	1650	974	436	476	1282	459	1206	882	1426	1192	1277	1059	1325	212	548	286	351					
9	Число недействительных избирательных бюллетеней	257	5	6	4	16	14	7	11	15	1	6	10	8	8	2	9	7	6	6	7	3	7	4	8	14	22	12	6	9	7	2	8	6	1					
10	Число действительных избирательных бюллетеней	36380	956	1620	1137	1646	1541	1500	1411	1235	1110	964	1341	742	1185	853	1699	1295	1735	997	447	500	1393	529	1278	976	1452	1259	1393	1126	1365	343	551	435	366					
