Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Партизанская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814					
1	"Число избирателей, внесенных в списки"	20529	68	69	196	272	2379	632	779	431	2480	1264	413	1055	468	2215	2174	374	379	532	941	1484	248	561	507	608					
2	"Число бюллетеней, полученных участковыми комиссиями"	20000	68	66	196	271	2435	665	755	430	2220	1290	405	945	385	2170	2140	384	370	515	930	1470	250	550	490	600					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9587	53	44	120	131	981	255	399	163	1235	606	211	559	296	1067	890	191	142	271	365	654	119	344	240	251					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	775	0	0	0	20	92	50	73	34	23	63	25	90	6	43	25	59	35	6	0	20	30	2	9	70					
6	Число погашенных бюллетеней	9636	15	22	76	120	1362	360	283	233	962	621	169	296	83	1060	1225	134	191	238	565	796	101	204	241	279					
7	Число бюллетеней в переносных ящиках для голосования	775	0	0	0	20	92	50	73	34	23	63	25	90	6	43	25	59	35	6	0	20	30	2	9	70					
8	Число бюллетеней в стационарных ящиках для голосования	9577	53	44	120	131	981	255	399	163	1235	606	211	558	295	1066	886	191	142	271	363	654	119	344	239	251					
9	Число недействительных бюллетеней	144	0	0	0	1	25	16	5	4	9	12	1	4	0	16	18	4	5	2	2	3	2	2	7	6					
10	Число действительных бюллетеней	10208	53	44	120	150	1048	289	467	193	1249	657	235	644	301	1093	893	246	172	275	361	671	147	344	241	315					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	350	0	0	0	5	40	10	15	7	40	25	10	15	15	34	36	7	6	10	15	25	5	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	80	0	0	0	0	5	1	0	0	13	3	4	6	6	11	13	0	2	0	1	3	0	5	2	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	85	2	0	2	2	9	2	4	5	3	4	4	3	1	7	5	2	3	0	0	12	6	4	1	4					
14	Число погашенных открепительных удостоверений	270	0	0	0	5	35	9	15	7	27	22	6	9	9	23	23	7	4	10	14	22	5	5	8	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
