Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																		
Дата голосования: 07.12.2003 0:00:00																		
																		
Наименование Избирательной комиссии:    Маревская																		
																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																		
																		
		Сумма	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208					
1	"Число избирателей, внесенных в списки"	4328	504	153	292	81	43	80	2037	380	540	110	108					
2	"Число бюллетеней, полученных участковыми комиссиями"	4337	508	163	283	82	44	82	2041	376	540	107	111					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	2204	244	88	133	37	30	55	1061	163	247	76	70					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	578	116	35	72	35	7	12	75	103	86	18	19					
6	Число погашенных бюллетеней	1555	148	40	78	10	7	15	905	110	207	13	22					
7	Число бюллетеней в переносных ящиках для голосования	578	116	35	72	35	7	12	75	103	86	18	19					
8	Число бюллетеней в стационарных ящиках для голосования	2204	244	88	133	37	30	55	1061	163	247	76	70					
9	Число недействительных бюллетеней	40	3	1	2	0	0	0	23	4	5	1	1					
10	Число действительных бюллетеней	2742	357	122	203	72	37	67	1113	262	328	93	88					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	90	8	6	13	5	5	5	18	5	13	10	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	20	4	0	0	0	0	0	7	1	3	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	17	3	0	1	2	0	1	6	0	0	4	0					
14	Число погашенных открепительных удостоверений	70	4	6	13	5	5	5	11	4	10	5	2					
15	Число открепительных удостоверений выданных ТИК	2	0	1	0	0	0	0	1	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0					
																		
18	"1. ""ЕДИНЕНИЕ"""	35	4	2	4	0	0	2	16	3	2	1	1					
		1.25%	1.11%	1.62%	1.95%	0.0%	0.0%	2.98%	1.40%	1.12%	0.60%	1.06%	1.12%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	27	3	1	2	0	0	0	12	3	3	2	1					
		0.97%	0.83%	0.81%	0.97%	0.0%	0.0%	0.0%	1.05%	1.12%	0.90%	2.12%	1.12%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	73	13	2	7	5	4	3	14	6	12	4	3					
		2.62%	3.61%	1.62%	3.41%	6.94%	10.81%	4.47%	1.23%	2.25%	3.60%	4.25%	3.37%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	43	7	1	4	2	0	1	15	5	5	1	2					
		1.54%	1.94%	0.81%	1.95%	2.77%	0.0%	1.49%	1.32%	1.87%	1.50%	1.06%	2.24%					
22	"5. ""За Русь Святую"""	14	1	1	0	0	0	0	5	2	1	2	2					
		0.50%	0.27%	0.81%	0.0%	0.0%	0.0%	0.0%	0.44%	0.75%	0.30%	2.12%	2.24%					
23	"6. ""Объединенная Российская партия ""Русь"""	9	2	0	1	0	1	0	4	1	0	0	0					
		0.32%	0.55%	0.0%	0.48%	0.0%	2.70%	0.0%	0.35%	0.37%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	8	0	0	1	0	0	0	5	0	1	0	1					
		0.28%	0.0%	0.0%	0.48%	0.0%	0.0%	0.0%	0.44%	0.0%	0.30%	0.0%	1.12%					
25	"8. ""Народно-республиканская партия России"""	5	0	0	2	0	0	0	1	1	1	0	0					
		0.17%	0.0%	0.0%	0.97%	0.0%	0.0%	0.0%	0.08%	0.37%	0.30%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	4	0	0	0	0	0	1	0	0	3	0	0					
		0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	1.49%	0.0%	0.0%	0.90%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	224	59	3	2	0	6	2	89	9	45	1	8					
		8.05%	16.38%	2.43%	0.97%	0.0%	16.21%	2.98%	7.83%	3.38%	13.51%	1.06%	8.98%					
28	"11. ""Истинные патриоты России"""	6	2	0	0	0	0	0	3	0	1	0	0					
		0.21%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.30%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	26	6	1	5	0	0	0	5	3	2	2	2					
		0.93%	1.66%	0.81%	2.43%	0.0%	0.0%	0.0%	0.44%	1.12%	0.60%	2.12%	2.24%					
30	"13. ""Демократическая партия России"""	15	3	0	0	0	1	0	6	3	1	1	0					
		0.53%	0.83%	0.0%	0.0%	0.0%	2.70%	0.0%	0.52%	1.12%	0.30%	1.06%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	8	1	0	2	0	0	1	1	1	2	0	0					
