Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
Наименование Избирательной комиссии:    Благоварская																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949	УИК №1950	УИК №1951	УИК №1952	УИК №1953					
1	"Число избирателей, внесенных в списки"	18002	1110	803	1429	176	123	350	142	257	476	434	926	193	499	201	890	705	144	704	330	355	945	191	265	182	529	161	1074	971	1134	1241	408	254	400					
2	"Число бюллетеней, полученных участковыми комиссиями"	17600	1132	798	1414	179	129	350	141	255	466	425	928	203	505	201	896	721	160	690	319	349	937	188	268	181	489	188	956	907	1022	1129	409	259	406					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13637	751	599	1123	149	98	266	112	214	221	370	719	145	317	123	699	554	118	612	244	232	719	177	218	147	320	161	812	802	862	924	292	221	316					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1991	91	127	291	13	18	46	25	38	115	25	76	48	120	60	62	87	26	15	27	71	178	8	26	23	64	0	32	36	59	42	38	31	73					
6	Число погашенных бюллетеней	1972	290	72	0	17	13	38	4	3	130	30	133	10	68	18	135	80	16	63	48	46	40	3	24	11	105	27	112	69	101	163	79	7	17					
7	Число бюллетеней в переносных ящиках для голосования	1991	91	127	291	13	18	46	25	38	115	25	76	48	120	60	62	87	26	15	27	71	178	8	26	23	64	0	32	36	59	42	38	31	73					
8	Число бюллетеней в стационарных ящиках для голосования	13636	751	599	1123	149	98	265	112	214	221	370	719	145	317	123	699	554	118	612	244	232	719	177	218	147	320	161	812	802	862	924	292	221	316					
9	Число недействительных бюллетеней	380	12	0	8	13	2	0	0	1	25	0	40	2	20	10	57	13	0	25	1	9	4	2	5	0	32	0	21	13	33	11	11	2	8					
10	Число действительных бюллетеней	15247	830	726	1406	149	114	311	137	251	311	395	755	191	417	173	704	628	144	602	270	294	893	183	239	170	352	161	823	825	888	955	319	250	381					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	198	16	8	19	1	1	4	2	3	3	0	10	2	5	2	4	7	2	7	1	4	12	2	4	0	5	0	21	15	15	12	4	3	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	196	16	8	19	1	1	4	2	3	2	0	10	2	5	2	4	7	2	7	1	4	12	2	4	0	5	0	21	15	15	12	3	3	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	121	8	5	7	0	1	0	0	6	7	4	5	0	1	3	2	0	3	4	3	1	2	4	5	1	5	0	19	3	2	13	4	3	0					
14	Число погашенных открепительных удостоверений	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	"1. ""ЕДИНЕНИЕ"""	578	19	18	36	7	6	14	1	4	7	18	45	15	37	9	38	25	4	10	6	13	20	7	8	2	28	6	24	31	38	33	16	4	29					
		3.69%	2.25%	2.47%	2.54%	4.32%	5.17%	4.50%	0.72%	1.58%	2.08%	4.55%	5.66%	7.77%	8.46%	4.91%	4.99%	3.90%	2.77%	1.59%	2.21%	4.29%	2.22%	3.78%	3.27%	1.17%	7.29%	3.72%	2.84%	3.69%	4.12%	3.41%	4.84%	1.58%	7.45%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	238	25	6	23	0	0	6	0	0	8	7	15	3	4	0	11	7	0	16	5	1	4	0	0	1	6	1	18	20	18	22	4	4	3					
		1.52%	2.96%	0.82%	1.62%	0.0%	0.0%	1.92%	0.0%	0.0%	2.38%	1.77%	1.88%	1.55%	0.91%	0.0%	1.44%	1.09%	0.0%	2.55%	1.84%	0.33%	0.44%	0.0%	0.0%	0.58%	1.56%	0.62%	2.13%	2.38%	1.95%	2.27%	1.21%	1.58%	0.77%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	437	31	23	38	6	5	8	1	4	9	9	18	16	11	6	31	18	3	20	4	8	17	0	10	3	14	0	29	26	27	28	7	4	3					
		2.79%	3.68%	3.16%	2.68%	3.70%	4.31%	2.57%	0.72%	1.58%	2.67%	2.27%	2.26%	8.29%	2.51%	3.27%	4.07%	2.80%	2.08%	3.18%	1.47%	2.64%	1.89%	0.0%	4.09%	1.76%	3.64%	0.0%	3.43%	3.10%	2.93%	2.89%	2.12%	1.58%	0.77%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	209	25	7	16	2	0	1	0	0	6	2	17	1	9	2	10	3	0	14	4	3	11	0	1	0	4	1	14	9	16	24	4	0	3					
		1.33%	2.96%	0.96%	1.13%	1.23%	0.0%	0.32%	0.0%	0.0%	1.78%	0.50%	2.13%	0.51%	2.05%	1.09%	1.31%	0.46%	0.0%	2.23%	1.47%	0.99%	1.22%	0.0%	0.40%	0.0%	1.04%	0.62%	1.65%	1.07%	1.73%	2.48%	1.21%	0.0%	0.77%					
22	"5. ""За Русь Святую"""	47	5	1	5	0	1	0	0	2	0	0	2	0	2	0	5	0	1	2	0	0	3	0	5	1	3	0	3	2	2	0	1	1	0					
		0.30%	0.59%	0.13%	0.35%	0.0%	0.86%	0.0%	0.0%	0.79%	0.0%	0.0%	0.25%	0.0%	0.45%	0.0%	0.65%	0.0%	0.69%	0.31%	0.0%	0.0%	0.33%	0.0%	2.04%	0.58%	0.78%	0.0%	0.35%	0.23%	0.21%	0.0%	0.30%	0.39%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	60	2	3	4	2	3	1	0	2	2	0	2	1	5	5	3	1	0	2	0	3	3	0	0	0	3	2	2	1	3	1	3	0	1					
		0.38%	0.23%	0.41%	0.28%	1.23%	2.58%	0.32%	0.0%	0.79%	0.59%	0.0%	0.25%	0.51%	1.14%	2.73%	0.39%	0.15%	0.0%	0.31%	0.0%	0.99%	0.33%	0.0%	0.0%	0.0%	0.78%	1.24%	0.23%	0.11%	0.32%	0.10%	0.90%	0.0%	0.25%					
24	"7. ""Новый курс - Автомобильная Россия"""	106	5	2	8	0	3	1	0	1	1	2	6	2	1	0	6	2	0	8	3	1	1	1	1	3	8	0	8	11	2	18	0	0	1					
		0.67%	0.59%	0.27%	0.56%	0.0%	2.58%	0.32%	0.0%	0.39%	0.29%	0.50%	0.75%	1.03%	0.22%	0.0%	0.78%	0.31%	0.0%	1.27%	1.10%	0.33%	0.11%	0.54%	0.40%	1.76%	2.08%	0.0%	0.94%	1.31%	0.21%	1.86%	0.0%	0.0%	0.25%					
25	"8. ""Народно-республиканская партия России"""	49	1	3	7	0	1	3	0	0	1	0	2	0	1	1	2	1	0	0	1	0	3	0	1	1	1	2	0	1	10	6	0	0	0					
		0.31%	0.11%	0.41%	0.49%	0.0%	0.86%	0.96%	0.0%	0.0%	0.29%	0.0%	0.25%	0.0%	0.22%	0.54%	0.26%	0.15%	0.0%	0.0%	0.36%	0.0%	0.33%	0.0%	0.40%	0.58%	0.26%	1.24%	0.0%	0.11%	1.08%	0.62%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	69	0	2	1	0	0	0	0	0	0	0	2	0	1	0	1	2	0	21	1	0	3	0	0	0	21	0	2	2	2	6	2	0	0					
		0.44%	0.0%	0.27%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.22%	0.0%	0.13%	0.31%	0.0%	3.34%	0.36%	0.0%	0.33%	0.0%	0.0%	0.0%	5.46%	0.0%	0.23%	0.23%	0.21%	0.62%	0.60%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	930	68	47	50	11	21	18	3	6	18	27	76	4	45	10	53	45	10	19	13	16	45	4	26	21	3	31	41	64	34	58	31	0	12					
		5.95%	8.07%	6.47%	3.53%	6.79%	18.10%	5.78%	2.18%	2.38%	5.35%	6.83%	9.55%	2.07%	10.29%	5.46%	6.96%	7.02%	6.94%	3.03%	4.79%	5.28%	5.01%	2.16%	10.65%	12.35%	0.78%	19.25%	4.85%	7.63%	3.69%	6.00%	9.39%	0.0%	3.08%					
28	"11. ""Истинные патриоты России"""	23	1	0	1	0	0	0	1	0	0	0	2	0	2	0	2	0	0	0	0	3	0	0	0	1	3	0	0	0	3	3	1	0	0					
		0.14%	0.11%	0.0%	0.07%	0.0%	0.0%	0.0%	0.72%	0.0%	0.0%	0.0%	0.25%	0.0%	0.45%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.99%	0.0%	0.0%	0.0%	0.58%	0.78%	0.0%	0.0%	0.0%	0.32%	0.31%	0.30%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	121	6	7	7	1	0	4	1	2	2	0	7	0	0	2	15	2	2	12	1	0	0	0	2	0	3	2	11	9	9	8	1	1	4					
		0.77%	0.71%	0.96%	0.49%	0.61%	0.0%	1.28%	0.72%	0.79%	0.59%	0.0%	0.88%	0.0%	0.0%	1.09%	1.97%	0.31%	1.38%	1.91%	0.36%	0.0%	0.0%	0.0%	0.81%	0.0%	0.78%	1.24%	1.30%	1.07%	0.97%	0.82%	0.30%	0.39%	1.02%					
30	"13. ""Демократическая партия России"""	62	2	3	4	2	3	1	0	0	0	0	1	0	3	3	5	4	0	6	1	1	2	0	1	1	2	0	0	1	6	8	0	0	2					
		0.39%	0.23%	0.41%	0.28%	1.23%	2.58%	0.32%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.68%	1.63%	0.65%	0.62%	0.0%	0.95%	0.36%	0.33%	0.22%	0.0%	0.40%	0.58%	0.52%	0.0%	0.0%	0.11%	0.65%	0.82%	0.0%	0.0%	0.51%					
31	"14. ""Великая Россия - Евразийский Союз"""	89	8	1	8	0	0	3	0	0	0	3	13	0	2	2	6	5	3	5	2	0	0	1	1	1	2	0	4	3	8	5	1	0	2					
		0.56%	0.95%	0.13%	0.56%	0.0%	0.0%	0.96%	0.0%	0.0%	0.0%	0.75%	1.63%	0.0%	0.45%	1.09%	0.78%	0.78%	2.08%	0.79%	0.73%	0.0%	0.0%	0.54%	0.40%	0.58%	0.52%	0.0%	0.47%	0.35%	0.86%	0.51%	0.30%	0.0%	0.51%					
32	"15. ""Партия СЛОН"""	34	0	4	9	0	0	0	0	1	0	0	0	0	1	0	0	2	1	1	0	0	1	1	0	0	0	0	4	2	3	3	0	0	1					
		0.21%	0.0%	0.55%	0.63%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.31%	0.69%	0.15%	0.0%	0.0%	0.11%	0.54%	0.0%	0.0%	0.0%	0.0%	0.47%	0.23%	0.32%	0.31%	0.0%	0.0%	0.25%					
33	"16. ""Родина"" (народно-патриотический союз)"""	476	21	20	37	8	4	10	3	6	6	15	11	1	4	7	41	24	0	39	4	3	20	0	7	0	16	0	47	27	24	53	13	4	1					
		3.04%	2.49%	2.75%	2.61%	4.93%	3.44%	3.21%	2.18%	2.38%	1.78%	3.79%	1.38%	0.51%	0.91%	3.82%	5.38%	3.74%	0.0%	6.22%	1.47%	0.99%	2.22%	0.0%	2.86%	0.0%	4.16%	0.0%	5.56%	3.22%	2.60%	5.48%	3.93%	1.58%	0.25%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	96	5	6	7	4	0	0	0	1	5	2	10	1	2	4	7	1	1	2	1	2	0	0	6	1	7	0	5	1	5	2	4	2	2					
		0.61%	0.59%	0.82%	0.49%	2.46%	0.0%	0.0%	0.0%	0.39%	1.48%	0.50%	1.25%	0.51%	0.45%	2.18%	0.91%	0.15%	0.69%	0.31%	0.36%	0.66%	0.0%	0.0%	2.45%	0.58%	1.82%	0.0%	0.59%	0.11%	0.54%	0.20%	1.21%	0.79%	0.51%					
35	"18. ""ЛДПР"""	1324	145	21	109	16	11	27	13	3	14	17	46	1	16	8	94	43	18	92	6	4	31	4	35	20	22	7	100	112	126	115	26	8	14					
		8.47%	17.22%	2.89%	7.70%	9.87%	9.48%	8.68%	9.48%	1.19%	4.16%	4.30%	5.78%	0.51%	3.66%	4.37%	12.35%	6.70%	12.5%	14.67%	2.21%	1.32%	3.45%	2.16%	14.34%	11.76%	5.72%	4.34%	11.84%	13.36%	13.68%	11.90%	7.87%	3.17%	3.59%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	334	22	10	45	4	1	11	2	10	6	6	18	1	5	0	20	13	1	12	5	1	19	0	16	1	11	3	32	17	10	24	2	2	4					
		2.13%	2.61%	1.37%	3.18%	2.46%	0.86%	3.53%	1.45%	3.96%	1.78%	1.51%	2.26%	0.51%	1.14%	0.0%	2.62%	2.02%	0.69%	1.91%	1.84%	0.33%	2.11%	0.0%	6.55%	0.58%	2.86%	1.86%	3.79%	2.02%	1.08%	2.48%	0.60%	0.79%	1.02%					
37	"20. ""Политическая партия ""Единая Россия"""	7851	329	312	832	49	39	168	103	144	202	220	305	131	196	105	273	387	88	211	179	204	580	165	92	96	144	89	360	380	436	412	144	207	269					
