Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Тарногская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745					
1	"Число избирателей, внесенных в списки избирателей"	11130	2143	2248	419	172	425	234	208	460	134	178	565	167	578	266	278	406	113	409	100	101	533	281	278	434					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11200	2000	2100	450	200	400	250	200	450	150	200	600	200	600	300	300	400	150	400	100	150	550	300	300	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5894	1201	1240	243	104	200	84	110	208	97	114	229	105	329	107	115	202	67	260	78	72	248	116	155	210					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2153	163	200	65	25	105	77	27	170	15	30	218	40	137	73	106	154	25	79	13	17	134	74	70	136					
6	Число погашенных избирательных бюллетеней	3153	636	660	142	71	95	89	63	72	38	56	153	55	134	120	79	44	58	61	9	61	168	110	75	104					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2153	163	200	65	25	105	77	27	170	15	30	218	40	137	73	106	154	25	79	13	17	134	74	70	136					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5894	1201	1240	243	104	200	84	110	208	97	114	229	105	329	107	115	202	67	260	78	72	248	116	155	210					
9	Число недействительных избирательных бюллетеней	44	12	9	0	0	1	1	0	1	0	1	1	0	2	1	1	2	2	1	1	1	1	2	2	2					
10	Число действительных избирательных бюллетеней	8003	1352	1431	308	129	304	160	137	377	112	143	446	145	464	179	220	354	90	338	90	88	381	188	223	344					
